Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:DRREDDYbar_count,NSE:DRREDDY_order,NSE:DRREDDY_position,NSE:DRREDDY_ret,NSE:DRREDDY_Close,position_change
2024-03-06 09:15:00+05:30,NSE:DRREDDY,6303.3,6319.9,6240.25,6260.6,41222,True,,,,6303.3,,,,,6273.583333333333,,,,,,,,6240.25,6319.9,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,6260.6,
2024-03-06 09:45:00+05:30,NSE:DRREDDY,6260.0,6269.9,6209.0,6232.2,33395,True,,,,6303.3,,,,,6257.225301651545,,,,,,,,6209.0,6319.9,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,6232.2,0.0
2024-03-06 10:15:00+05:30,NSE:DRREDDY,6232.2,6248.35,6215.0,6219.55,13898,True,,,,6303.3,,,,,6252.5789798339265,,,,,,,,6209.0,6319.9,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,6219.55,0.0
2024-03-06 10:45:00+05:30,NSE:DRREDDY,6220.0,6238.3,6210.1,6222.9,12220,True,,,,6303.3,,,,,6249.083804702105,,,,,,,,6209.0,6319.9,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,6222.9,0.0
2024-03-06 11:15:00+05:30,NSE:DRREDDY,6222.95,6222.95,6196.0,6205.1,11050,True,,,,6303.3,,,,,6245.024298728214,,,,,,,,6196.0,6319.9,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,6205.1,0.0
2024-03-06 11:45:00+05:30,NSE:DRREDDY,6205.1,6213.8,6190.0,6199.5,10992,True,,,,6303.3,,,,,6241.091836690368,,,,,,,,6190.0,6319.9,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,6199.5,0.0
2024-03-06 12:15:00+05:30,NSE:DRREDDY,6200.0,6222.55,6190.0,6207.6,12412,True,,,,6303.3,,,,,6237.935776579456,,,,,,,,6190.0,6319.9,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,6207.6,0.0
2024-03-06 12:45:00+05:30,NSE:DRREDDY,6207.65,6251.85,6207.15,6240.05,11574,True,,,,6303.3,,,,,6237.547846528076,,,,,,,,6190.0,6319.9,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,6240.05,0.0
2024-03-06 13:15:00+05:30,NSE:DRREDDY,6240.05,6263.35,6229.05,6258.8,11175,True,,,,6303.3,,,,,6238.457208524865,,,,,,,,6190.0,6319.9,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,6258.8,0.0
2024-03-06 13:45:00+05:30,NSE:DRREDDY,6258.9,6284.95,6256.45,6277.25,16363,True,,,,6303.3,,,,,6241.689058486946,,,,,,,,6190.0,6319.9,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,6277.25,0.0
2024-03-06 14:15:00+05:30,NSE:DRREDDY,6276.6,6299.0,6271.0,6293.55,15630,True,,,,6303.3,,,,,6245.487782843945,,,,,,,,6190.0,6319.9,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,6293.55,0.0
2024-03-06 14:45:00+05:30,NSE:DRREDDY,6291.15,6314.95,6286.6,6312.9,28970,True,,,,6303.3,,,,,6253.339541238581,,,,,,,,6190.0,6319.9,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,6312.9,0.0
2024-03-06 15:15:00+05:30,NSE:DRREDDY,6312.95,6332.0,6302.0,6323.65,22178,True,,,,6303.3,,,,,6259.399890284928,,,,,,,,6190.0,6332.0,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,6323.65,0.0
2024-03-07 09:15:00+05:30,NSE:DRREDDY,6305.5,6354.5,6305.5,6335.3,33033,True,6199.5,6332.0,0.022940226171243916,6305.5,6323.65,6190.0,6332.0,6303.3,6331.766666666666,6281.883333333334,6373.766666666668,6231.766666666668,6423.883333333334,6139.883333333334,6565.883333333334,5997.883333333334,6305.5,6354.5,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,6335.3,0.0
2024-03-07 09:45:00+05:30,NSE:DRREDDY,6335.3,6354.1,6331.0,6342.9,10962,True,6199.5,6332.0,0.022940226171243916,6305.5,6323.65,6190.0,6332.0,6303.3,6334.482561654732,6281.883333333334,6373.766666666668,6231.766666666668,6423.883333333334,6139.883333333334,6565.883333333334,5997.883333333334,6305.5,6354.5,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,6342.9,0.0
2024-03-07 10:15:00+05:30,NSE:DRREDDY,6342.9,6369.7,6342.35,6351.6,13383,True,6199.5,6332.0,0.022940226171243916,6305.5,6323.65,6190.0,6332.0,6303.3,6339.163145282164,6281.883333333334,6373.766666666668,6231.766666666668,6423.883333333334,6139.883333333334,6565.883333333334,5997.883333333334,6305.5,6369.7,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,6351.6,0.0
2024-03-07 10:45:00+05:30,NSE:DRREDDY,6351.3,6363.0,6331.55,6358.6,11985,True,6199.5,6332.0,0.022940226171243916,6305.5,6323.65,6190.0,6332.0,6303.3,6341.21703501867,6281.883333333334,6373.766666666668,6231.766666666668,6423.883333333334,6139.883333333334,6565.883333333334,5997.883333333334,6305.5,6369.7,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,6358.6,0.0
2024-03-07 11:15:00+05:30,NSE:DRREDDY,6358.6,6366.9,6340.0,6354.9,9235,True,6199.5,6332.0,0.022940226171243916,6305.5,6323.65,6190.0,6332.0,6303.3,6342.711157196535,6281.883333333334,6373.766666666668,6231.766666666668,6423.883333333334,6139.883333333334,6565.883333333334,5997.883333333334,6305.5,6369.7,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,6354.9,0.0
2024-03-07 11:45:00+05:30,NSE:DRREDDY,6356.15,6359.95,6326.05,6336.65,9561,True,6199.5,6332.0,0.022940226171243916,6305.5,6323.65,6190.0,6332.0,6303.3,6342.512926454853,6281.883333333334,6373.766666666668,6231.766666666668,6423.883333333334,6139.883333333334,6565.883333333334,5997.883333333334,6305.5,6369.7,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,6336.65,0.0
2024-03-07 12:15:00+05:30,NSE:DRREDDY,6339.75,6348.95,6331.25,6335.4,15791,True,6199.5,6332.0,0.022940226171243916,6305.5,6323.65,6190.0,6332.0,6303.3,6341.908388167389,6281.883333333334,6373.766666666668,6231.766666666668,6423.883333333334,6139.883333333334,6565.883333333334,5997.883333333334,6305.5,6369.7,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,6335.4,0.0
2024-03-07 12:45:00+05:30,NSE:DRREDDY,6335.4,6345.7,6327.75,6329.65,9420,True,6199.5,6332.0,0.022940226171243916,6305.5,6323.65,6190.0,6332.0,6303.3,6341.281740760342,6281.883333333334,6373.766666666668,6231.766666666668,6423.883333333334,6139.883333333334,6565.883333333334,5997.883333333334,6305.5,6369.7,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,6329.65,0.0
2024-03-07 13:15:00+05:30,NSE:DRREDDY,6329.65,6334.95,6312.15,6326.25,10742,True,6199.5,6332.0,0.022940226171243916,6305.5,6323.65,6190.0,6332.0,6303.3,6339.824939167847,6281.883333333334,6373.766666666668,6231.766666666668,6423.883333333334,6139.883333333334,6565.883333333334,5997.883333333334,6305.5,6369.7,,,NSE:NIFTY 50,22507.8,22515.05,22491.3,22509.55,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,6326.25,0.0
2024-03-07 13:45:00+05:30,NSE:DRREDDY,6326.25,6346.0,6318.0,6345.15,14299,True,6199.5,6332.0,0.022940226171243916,6305.5,6323.65,6190.0,6332.0,6303.3,6339.469392846908,6281.883333333334,6373.766666666668,6231.766666666668,6423.883333333334,6139.883333333334,6565.883333333334,5997.883333333334,6305.5,6369.7,,,NSE:NIFTY 50,22509.75,22525.65,22485.05,22499.2,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,6345.15,0.0
2024-03-07 14:15:00+05:30,NSE:DRREDDY,6345.15,6345.15,6329.0,6330.1,15819,True,6199.5,6332.0,0.022940226171243916,6305.5,6323.65,6190.0,6332.0,6303.3,6338.985336078152,6281.883333333334,6373.766666666668,6231.766666666668,6423.883333333334,6139.883333333334,6565.883333333334,5997.883333333334,6305.5,6369.7,,,NSE:NIFTY 50,22498.85,22522.05,22482.85,22487.45,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,6330.1,0.0
2024-03-07 14:45:00+05:30,NSE:DRREDDY,6330.1,6341.0,6306.0,6326.0,42076,True,6199.5,6332.0,0.022940226171243916,6305.5,6323.65,6190.0,6332.0,6303.3,6335.844842830411,6281.883333333334,6373.766666666668,6231.766666666668,6423.883333333334,6139.883333333334,6565.883333333334,5997.883333333334,6305.5,6369.7,,,NSE:NIFTY 50,22486.65,22517.2,22475.7,22500.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,6326.0,0.0
