Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:ADANIENTbar_count,NSE:ADANIENT_order,NSE:ADANIENT_position,NSE:ADANIENT_ret,NSE:ADANIENT_Close,position_change
2024-03-06 09:15:00+05:30,NSE:ADANIENT,3323.0,3323.0,3270.7,3282.0,161918,True,,,,3323.0,,,,,3291.9,,,,,,,,3270.7,3323.0,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,3282.0,
2024-03-06 09:45:00+05:30,NSE:ADANIENT,3281.4,3281.95,3224.45,3240.2,216909,True,,,,3323.0,,,,,3267.2599471526582,,,,,,,,3224.45,3323.0,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,3240.2,0.0
2024-03-06 10:15:00+05:30,NSE:ADANIENT,3238.05,3261.5,3232.25,3259.05,95895,True,,,,3323.0,,,,,3263.9619314040638,,,,,,,,3224.45,3323.0,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,3259.05,0.0
2024-03-06 10:45:00+05:30,NSE:ADANIENT,3259.05,3267.9,3235.25,3240.1,76486,True,,,,3323.0,,,,,3261.7123526871887,,,,,,,,3224.45,3323.0,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,3240.1,0.0
2024-03-06 11:15:00+05:30,NSE:ADANIENT,3239.0,3242.75,3207.1,3216.6,103622,True,,,,3323.0,,,,,3255.4519032420626,,,,,,,,3207.1,3323.0,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,3216.6,0.0
2024-03-06 11:45:00+05:30,NSE:ADANIENT,3216.2,3220.0,3209.0,3214.85,83789,True,,,,3323.0,,,,,3250.819550652411,,,,,,,,3207.1,3323.0,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,3214.85,0.0
2024-03-06 12:15:00+05:30,NSE:ADANIENT,3214.85,3214.85,3183.15,3198.0,252033,True,,,,3323.0,,,,,3237.5512709643076,,,,,,,,3183.15,3323.0,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,3198.0,0.0
2024-03-06 12:45:00+05:30,NSE:ADANIENT,3198.0,3208.0,3195.0,3203.3,200006,True,,,,3323.0,,,,,3231.596188228134,,,,,,,,3183.15,3323.0,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,3203.3,0.0
2024-03-06 13:15:00+05:30,NSE:ADANIENT,3203.3,3210.0,3195.0,3196.5,85908,True,,,,3323.0,,,,,3229.5035339209517,,,,,,,,3183.15,3323.0,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,3196.5,0.0
2024-03-06 13:45:00+05:30,NSE:ADANIENT,3195.7,3214.0,3195.0,3200.4,168284,True,,,,3323.0,,,,,3226.4321543066753,,,,,,,,3183.15,3323.0,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,3200.4,0.0
