Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim
2024-03-04 09:15:00+05:30,NSE:SBIN,774.3,777.0,769.6,771.1,1580074,True,,,,774.3,,,,,772.5666666666666,,,,,,,,769.6,777.0,,,NSE:NIFTY 50,22403.5,22440.9,22361.8,22395.9,0,True,,22403.5,,,,2024-02-29,22440.9,22361.8,22440.9,22361.8,0
2024-03-04 09:45:00+05:30,NSE:SBIN,771.1,773.0,769.0,772.15,716502,True,,,,774.3,,,,,772.1974819760665,,,,,,,,769.0,777.0,,,NSE:NIFTY 50,22396.05,22408.0,22358.3,22395.4,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 10:15:00+05:30,NSE:SBIN,772.15,776.25,772.15,775.9,833277,True,,,,774.3,,,,,772.8814893436422,,,,,,,,769.0,777.0,,,NSE:NIFTY 50,22395.0,22432.9,22395.0,22424.45,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 10:45:00+05:30,NSE:SBIN,776.0,776.0,770.0,772.0,754435,True,,,,774.3,,,,,772.8397649024309,,,,,,,,769.0,777.0,,,NSE:NIFTY 50,22425.4,22425.4,22372.85,22404.55,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 11:15:00+05:30,NSE:SBIN,772.0,772.45,770.25,770.65,349634,True,,,,774.3,,,,,772.6974727844931,,,,,,,,769.0,777.0,,,NSE:NIFTY 50,22404.8,22418.8,22385.9,22408.55,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 11:45:00+05:30,NSE:SBIN,770.65,773.2,770.35,772.45,377337,True,,,,774.3,,,,,772.6403989380485,,,,,,,,769.0,777.0,,,NSE:NIFTY 50,22410.1,22423.9,22389.95,22403.3,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 12:15:00+05:30,NSE:SBIN,772.3,774.9,772.05,774.65,640093,True,,,,774.3,,,,,772.7898700436256,,,,,,,,769.0,777.0,,,NSE:NIFTY 50,22401.0,22426.6,22397.55,22412.4,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 12:45:00+05:30,NSE:SBIN,774.8,774.8,772.55,772.8,450539,True,,,,774.3,,,,,772.83676297039,,,,,,,,769.0,777.0,,,NSE:NIFTY 50,22413.1,22415.15,22372.75,22401.7,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 13:15:00+05:30,NSE:SBIN,772.85,774.3,772.5,773.95,363566,True,,,,774.3,,,,,772.8815127065722,,,,,,,,769.0,777.0,,,NSE:NIFTY 50,22402.2,22414.8,22399.25,22407.95,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 13:45:00+05:30,NSE:SBIN,773.8,774.25,773.0,773.85,510743,True,,,,774.3,,,,,772.9450808242855,,,,,,,,769.0,777.0,,,NSE:NIFTY 50,22407.15,22430.7,22384.25,22428.2,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 14:15:00+05:30,NSE:SBIN,773.85,774.45,769.5,770.75,950022,True,,,,774.3,,,,,772.7710859866565,,,,,,,,769.0,777.0,,,NSE:NIFTY 50,22428.5,22434.25,22396.3,22407.85,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 14:45:00+05:30,NSE:SBIN,770.5,773.05,770.5,772.4,1285378,True,,,,774.3,,,,,772.656173833356,,,,,,,,769.0,777.0,,,NSE:NIFTY 50,22408.65,22427.25,22403.05,22404.45,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 15:15:00+05:30,NSE:SBIN,772.3,772.6,770.7,771.35,928390,True,,,,774.3,,,,,772.55073627899,,,,,,,,769.0,777.0,,,NSE:NIFTY 50,22403.8,22414.8,22383.5,22397.65,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-05 09:15:00+05:30,NSE:SBIN,769.5,781.4,769.1,780.0,2137734,True,770.65,777.0,0.01040312093628093,769.5,771.35,769.0,777.0,774.3,776.8333333333334,772.4499999999999,775.8999999999999,767.8999999999999,780.4499999999999,764.4499999999999,788.4499999999999,756.4499999999999,769.1,781.4,,,NSE:NIFTY 50,22371.25,22406.55,22319.55,22374.95,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22406.55,22319.55,22440.9,22319.55,0
2024-03-05 09:45:00+05:30,NSE:SBIN,780.1,781.2,777.45,779.8,1104952,True,770.65,777.0,0.01040312093628093,769.5,771.35,769.0,777.0,774.3,777.736326345916,772.4499999999999,775.8999999999999,767.8999999999999,780.4499999999999,764.4499999999999,788.4499999999999,756.4499999999999,769.1,781.4,,,NSE:NIFTY 50,22372.55,22374.35,22324.7,22333.15,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22406.55,22319.55,22440.9,22319.55,1
2024-03-05 10:15:00+05:30,NSE:SBIN,779.75,779.75,776.2,777.8,724280,True,770.65,777.0,0.01040312093628093,769.5,771.35,769.0,777.0,774.3,777.7692524883415,772.4499999999999,775.8999999999999,767.8999999999999,780.4499999999999,764.4499999999999,788.4499999999999,756.4499999999999,769.1,781.4,,,NSE:NIFTY 50,22332.25,22332.35,22278.65,22306.8,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22406.55,22278.65,22440.9,22278.65,1
2024-03-05 10:45:00+05:30,NSE:SBIN,777.8,784.0,776.85,780.65,1676560,True,770.65,777.0,0.01040312093628093,769.5,771.35,769.0,777.0,774.3,778.5804939087135,772.4499999999999,775.8999999999999,767.8999999999999,780.4499999999999,764.4499999999999,788.4499999999999,756.4499999999999,769.1,784.0,,,NSE:NIFTY 50,22307.5,22315.9,22285.15,22288.65,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22406.55,22278.65,22440.9,22278.65,1
2024-03-05 11:15:00+05:30,NSE:SBIN,780.95,781.65,776.65,780.8,1126020,True,770.65,777.0,0.01040312093628093,769.5,771.35,769.0,777.0,774.3,778.7667082056413,772.4499999999999,775.8999999999999,767.8999999999999,780.4499999999999,764.4499999999999,788.4499999999999,756.4499999999999,769.1,784.0,,,NSE:NIFTY 50,22288.95,22328.45,22269.15,22324.7,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22406.55,22269.15,22440.9,22269.15,1
