Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:AMBUJACEMbar_count,NSE:AMBUJACEM_order,NSE:AMBUJACEM_position,NSE:AMBUJACEM_ret,NSE:AMBUJACEM_Close,position_change
2024-03-06 14:15:00+05:30,NSE:AMBUJACEM,598.5,599.5,597.1,598.75,456862,True,,,,612.0,,,,,601.8966326530718,,,,,,,,596.0,613.65,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,598.75,0.0
2024-03-06 14:45:00+05:30,NSE:AMBUJACEM,598.65,600.2,595.5,598.05,679336,True,,,,612.0,,,,,601.2020076183331,,,,,,,,595.5,613.65,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,598.05,0.0
2024-03-06 15:15:00+05:30,NSE:AMBUJACEM,598.05,599.0,596.8,598.65,229813,True,,,,612.0,,,,,601.0318570263908,,,,,,,,595.5,613.65,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,598.65,0.0
2024-03-07 09:15:00+05:30,NSE:AMBUJACEM,598.3,604.45,598.3,602.75,280316,True,596.85,613.65,0.030478589420654956,598.3,598.65,595.5,613.65,612.0,601.8333333333334,602.6,609.7,591.5500000000001,620.75,584.45,638.9,566.3000000000001,598.3,604.45,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,602.75,0.0
2024-03-07 09:45:00+05:30,NSE:AMBUJACEM,602.3,603.45,600.7,602.35,83904,True,596.85,613.65,0.030478589420654956,598.3,598.65,595.5,613.65,612.0,601.9101220873831,602.6,609.7,591.5500000000001,620.75,584.45,638.9,566.3000000000001,598.3,604.45,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,602.35,0.0
2024-03-07 10:15:00+05:30,NSE:AMBUJACEM,602.4,602.6,599.45,600.4,111389,True,596.85,613.65,0.030478589420654956,598.3,598.65,595.5,613.65,612.0,601.654031673076,602.6,609.7,591.5500000000001,620.75,584.45,638.9,566.3000000000001,598.3,604.45,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,600.4,0.0
2024-03-07 10:45:00+05:30,NSE:AMBUJACEM,600.3,600.65,596.5,599.75,65745,True,596.85,613.65,0.030478589420654956,598.3,598.65,595.5,613.65,612.0,601.3276633219668,602.6,609.7,591.5500000000001,620.75,584.45,638.9,566.3000000000001,596.5,604.45,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,599.75,0.0
2024-03-07 11:15:00+05:30,NSE:AMBUJACEM,599.75,603.1,599.75,601.8,184307,True,596.85,613.65,0.030478589420654956,598.3,598.65,595.5,613.65,612.0,601.3841335003535,602.6,609.7,591.5500000000001,620.75,584.45,638.9,566.3000000000001,596.5,604.45,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,601.8,0.0
2024-03-07 11:45:00+05:30,NSE:AMBUJACEM,601.8,602.05,600.05,600.1,52186,True,596.85,613.65,0.030478589420654956,598.3,598.65,595.5,613.65,612.0,601.3404711123567,602.6,609.7,591.5500000000001,620.75,584.45,638.9,566.3000000000001,596.5,604.45,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,600.1,0.0
2024-03-07 12:15:00+05:30,NSE:AMBUJACEM,600.1,605.65,600.05,605.65,213828,True,596.85,613.65,0.030478589420654956,598.3,598.65,595.5,613.65,612.0,601.8672085444659,602.6,609.7,591.5500000000001,620.75,584.45,638.9,566.3000000000001,596.5,605.65,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,605.65,0.0
2024-03-07 12:45:00+05:30,NSE:AMBUJACEM,605.25,606.6,604.55,605.3,118364,True,596.85,613.65,0.030478589420654956,598.3,598.65,595.5,613.65,612.0,602.2527976944954,602.6,609.7,591.5500000000001,620.75,584.45,638.9,566.3000000000001,596.5,606.6,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,605.3,0.0
2024-03-07 13:15:00+05:30,NSE:AMBUJACEM,605.3,605.95,604.1,604.3,428948,True,596.85,613.65,0.030478589420654956,598.3,598.65,595.5,613.65,612.0,602.9581111254785,602.6,609.7,591.5500000000001,620.75,584.45,638.9,566.3000000000001,596.5,606.6,,,NSE:NIFTY 50,22507.8,22515.05,22491.3,22509.55,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,604.3,0.0
2024-03-07 13:45:00+05:30,NSE:AMBUJACEM,604.3,605.85,604.1,604.65,173975,True,596.85,613.65,0.030478589420654956,598.3,598.65,595.5,613.65,612.0,603.1519513567727,602.6,609.7,591.5500000000001,620.75,584.45,638.9,566.3000000000001,596.5,606.6,,,NSE:NIFTY 50,22509.75,22525.65,22485.05,22499.2,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,604.65,0.0
2024-03-07 14:15:00+05:30,NSE:AMBUJACEM,604.45,605.6,603.4,603.4,150141,True,596.85,613.65,0.030478589420654956,598.3,598.65,595.5,613.65,612.0,603.2310375218118,602.6,609.7,591.5500000000001,620.75,584.45,638.9,566.3000000000001,596.5,606.6,,,NSE:NIFTY 50,22498.85,22522.05,22482.85,22487.45,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,603.4,0.0
2024-03-07 14:45:00+05:30,NSE:AMBUJACEM,603.4,604.5,602.0,603.55,143614,True,596.85,613.65,0.030478589420654956,598.3,598.65,595.5,613.65,612.0,603.2395512670696,602.6,609.7,591.5500000000001,620.75,584.45,638.9,566.3000000000001,596.5,606.6,,,NSE:NIFTY 50,22486.65,22517.2,22475.7,22500.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,603.55,0.0
2024-03-07 15:15:00+05:30,NSE:AMBUJACEM,603.55,605.15,601.5,605.05,381259,True,596.85,613.65,0.030478589420654956,598.3,598.65,595.5,613.65,612.0,603.344997060272,602.6,609.7,591.5500000000001,620.75,584.45,638.9,566.3000000000001,596.5,606.6,,,NSE:NIFTY 50,22501.1,22504.9,22464.5,22483.5,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,605.05,0.0
2024-03-11 09:15:00+05:30,NSE:AMBUJACEM,604.9,608.35,601.1,606.3,249292,True,596.85,613.65,0.030478589420654956,604.9,605.05,596.5,606.6,598.3,605.25,602.7166666666666,608.9333333333332,598.8333333333331,612.8166666666666,592.6166666666666,622.9166666666666,582.5166666666665,601.1,608.35,,,NSE:NIFTY 50,22517.5,22526.6,22458.95,22474.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22458.95,22526.6,22430.0,0,False,True,0,0,0,0.0,606.3,0.0
2024-03-11 09:45:00+05:30,NSE:AMBUJACEM,606.7,610.5,605.5,608.0,225168,True,596.85,613.65,0.030478589420654956,604.9,605.05,596.5,606.6,598.3,606.55508788939,602.7166666666666,608.9333333333332,598.8333333333331,612.8166666666666,592.6166666666666,622.9166666666666,582.5166666666665,601.1,610.5,,,NSE:NIFTY 50,22474.8,22485.85,22429.65,22431.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22429.65,22526.6,22429.65,0,False,False,0,0,0,0.0,608.0,0.0
2024-03-11 10:15:00+05:30,NSE:AMBUJACEM,608.0,610.4,606.5,609.5,188544,True,596.85,613.65,0.030478589420654956,604.9,605.05,596.5,606.6,598.3,607.1934923469543,602.7166666666666,608.9333333333332,598.8333333333331,612.8166666666666,592.6166666666666,622.9166666666666,582.5166666666665,601.1,610.5,,,NSE:NIFTY 50,22430.85,22461.7,22424.2,22437.4,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22424.2,22526.6,22424.2,1,False,False,0,0,0,0.0,609.5,0.0
2024-03-11 10:45:00+05:30,NSE:AMBUJACEM,609.5,611.35,608.05,610.05,160062,True,596.85,613.65,0.030478589420654956,604.9,605.05,596.5,606.6,598.3,607.7036221882571,602.7166666666666,608.9333333333332,598.8333333333331,612.8166666666666,592.6166666666666,622.9166666666666,582.5166666666665,601.1,611.35,,,NSE:NIFTY 50,22436.8,22446.3,22411.3,22417.25,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22411.3,22526.6,22411.3,1,False,False,0,0,0,0.0,610.05,0.0
2024-03-11 11:15:00+05:30,NSE:AMBUJACEM,610.05,612.4,608.05,611.8,240918,True,596.85,613.65,0.030478589420654956,604.9,605.05,596.5,606.6,598.3,608.393413810734,602.7166666666666,608.9333333333332,598.8333333333331,612.8166666666666,592.6166666666666,622.9166666666666,582.5166666666665,601.1,612.4,,,NSE:NIFTY 50,22416.55,22439.45,22395.55,22420.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22395.55,22526.6,22395.55,1,False,False,0,0,0,0.0,611.8,0.0
2024-03-11 11:45:00+05:30,NSE:AMBUJACEM,611.9,612.4,602.25,603.1,211822,True,596.85,613.65,0.030478589420654956,604.9,605.05,596.5,606.6,598.3,607.9821996186463,602.7166666666666,608.9333333333332,598.8333333333331,612.8166666666666,592.6166666666666,622.9166666666666,582.5166666666665,601.1,612.4,,,NSE:NIFTY 50,22420.55,22424.15,22366.85,22373.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,603.1,0.0
2024-03-11 12:15:00+05:30,NSE:AMBUJACEM,603.1,608.0,603.1,607.8,84442,True,596.85,613.65,0.030478589420654956,604.9,605.05,596.5,606.6,598.3,607.8777713818853,602.7166666666666,608.9333333333332,598.8333333333331,612.8166666666666,592.6166666666666,622.9166666666666,582.5166666666665,601.1,612.4,,,NSE:NIFTY 50,22373.05,22421.55,22369.55,22411.2,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,607.8,0.0
2024-03-11 12:45:00+05:30,NSE:AMBUJACEM,607.75,609.9,606.1,606.4,103648,True,596.85,613.65,0.030478589420654956,604.9,605.05,596.5,606.6,598.3,607.8486639988997,602.7166666666666,608.9333333333332,598.8333333333331,612.8166666666666,592.6166666666666,622.9166666666666,582.5166666666665,601.1,612.4,,,NSE:NIFTY 50,22411.7,22423.1,22389.3,22392.95,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,606.4,0.0
2024-03-11 13:15:00+05:30,NSE:AMBUJACEM,606.3,607.65,605.6,605.65,64459,True,596.85,613.65,0.030478589420654956,604.9,605.05,596.5,606.6,598.3,607.7833484585278,602.7166666666666,608.9333333333332,598.8333333333331,612.8166666666666,592.6166666666666,622.9166666666666,582.5166666666665,601.1,612.4,,,NSE:NIFTY 50,22393.5,22426.05,22385.85,22399.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,605.65,0.0
2024-03-11 13:45:00+05:30,NSE:AMBUJACEM,605.55,606.9,604.1,604.1,164044,True,596.85,613.65,0.030478589420654956,604.9,605.05,596.5,606.6,598.3,607.516789874413,602.7166666666666,608.9333333333332,598.8333333333331,612.8166666666666,592.6166666666666,622.9166666666666,582.5166666666665,601.1,612.4,,,NSE:NIFTY 50,22399.35,22419.75,22375.75,22376.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,604.1,0.0
2024-03-11 14:15:00+05:30,NSE:AMBUJACEM,604.1,605.5,603.05,603.75,170662,True,596.85,613.65,0.030478589420654956,604.9,605.05,596.5,606.6,598.3,607.2038016289679,602.7166666666666,608.9333333333332,598.8333333333331,612.8166666666666,592.6166666666666,622.9166666666666,582.5166666666665,601.1,612.4,,,NSE:NIFTY 50,22376.1,22395.85,22341.65,22390.35,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22341.65,22526.6,22341.65,0,False,False,0,0,0,0.0,603.75,0.0
2024-03-11 14:45:00+05:30,NSE:AMBUJACEM,604.0,605.75,600.2,601.7,393770,True,596.85,613.65,0.030478589420654956,604.9,605.05,596.5,606.6,598.3,606.3918101828036,602.7166666666666,608.9333333333332,598.8333333333331,612.8166666666666,592.6166666666666,622.9166666666666,582.5166666666665,600.2,612.4,,,NSE:NIFTY 50,22388.3,22408.65,22308.25,22323.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22308.25,22526.6,22308.25,0,False,False,0,0,0,0.0,601.7,0.0
2024-03-11 15:15:00+05:30,NSE:AMBUJACEM,601.7,604.85,601.0,603.0,288042,True,596.85,613.65,0.030478589420654956,604.9,605.05,596.5,606.6,598.3,606.0022481540991,602.7166666666666,608.9333333333332,598.8333333333331,612.8166666666666,592.6166666666666,622.9166666666666,582.5166666666665,600.2,612.4,,,NSE:NIFTY 50,22322.2,22337.4,22307.25,22319.85,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22307.25,22526.6,22307.25,0,False,False,0,0,0,0.0,603.0,0.0
2024-03-12 09:15:00+05:30,NSE:AMBUJACEM,605.0,605.9,592.15,600.35,376756,True,596.85,613.65,0.030478589420654956,605.0,603.0,600.2,612.4,604.9,599.4666666666667,605.1999999999999,610.1999999999998,597.9999999999999,617.3999999999999,593.0,629.5999999999998,580.8000000000001,592.15,605.9,,,NSE:NIFTY 50,22334.45,22434.1,22315.0,22428.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22434.1,22315.0,22526.6,22307.25,0,False,True,0,0,0,0.0,600.35,0.0
2024-03-12 09:45:00+05:30,NSE:AMBUJACEM,600.35,601.2,596.65,599.35,202166,True,596.85,613.65,0.030478589420654956,605.0,603.0,600.2,612.4,604.9,599.3269822186754,605.1999999999999,610.1999999999998,597.9999999999999,617.3999999999999,593.0,629.5999999999998,580.8000000000001,592.15,605.9,,,NSE:NIFTY 50,22429.0,22450.6,22398.2,22437.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22450.6,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,599.35,0.0
2024-03-12 10:15:00+05:30,NSE:AMBUJACEM,599.45,599.5,594.0,594.25,269486,True,596.85,613.65,0.030478589420654956,605.0,603.0,600.2,612.4,604.9,598.2437389007804,605.1999999999999,610.1999999999998,597.9999999999999,617.3999999999999,593.0,629.5999999999998,580.8000000000001,592.15,605.9,,,NSE:NIFTY 50,22439.4,22452.55,22347.9,22348.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,594.25,0.0
2024-03-12 10:45:00+05:30,NSE:AMBUJACEM,594.5,595.1,591.15,592.55,177618,True,596.85,613.65,0.030478589420654956,605.0,603.0,600.2,612.4,604.9,597.3244409335955,605.1999999999999,610.1999999999998,597.9999999999999,617.3999999999999,593.0,629.5999999999998,580.8000000000001,591.15,605.9,,,NSE:NIFTY 50,22350.55,22378.55,22256.0,22361.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,592.55,0.0
2024-03-12 11:15:00+05:30,NSE:AMBUJACEM,592.6,592.6,585.4,588.3,227425,True,596.85,613.65,0.030478589420654956,605.0,603.0,600.2,612.4,604.9,595.7717262182566,605.1999999999999,610.1999999999998,597.9999999999999,617.3999999999999,593.0,629.5999999999998,580.8000000000001,585.4,605.9,,,NSE:NIFTY 50,22362.15,22376.65,22323.85,22324.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,588.3,0.0
2024-03-12 11:45:00+05:30,NSE:AMBUJACEM,588.3,591.45,586.2,589.0,140105,True,596.85,613.65,0.030478589420654956,605.0,603.0,600.2,612.4,604.9,595.0791826210548,605.1999999999999,610.1999999999998,597.9999999999999,617.3999999999999,593.0,629.5999999999998,580.8000000000001,585.4,605.9,,,NSE:NIFTY 50,22325.6,22392.4,22313.8,22359.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,589.0,0.0
2024-03-12 12:15:00+05:30,NSE:AMBUJACEM,589.0,590.4,585.25,589.5,108988,True,596.85,613.65,0.030478589420654956,605.0,603.0,600.2,612.4,604.9,594.5934948660405,605.1999999999999,610.1999999999998,597.9999999999999,617.3999999999999,593.0,629.5999999999998,580.8000000000001,585.25,605.9,,,NSE:NIFTY 50,22359.85,22385.95,22358.55,22379.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,589.5,0.0
2024-03-12 12:45:00+05:30,NSE:AMBUJACEM,589.5,590.4,585.55,587.15,64306,True,596.85,613.65,0.030478589420654956,605.0,603.0,600.2,612.4,604.9,594.3105749433577,605.1999999999999,610.1999999999998,597.9999999999999,617.3999999999999,593.0,629.5999999999998,580.8000000000001,585.25,605.9,,,NSE:NIFTY 50,22379.0,22381.2,22335.0,22378.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,587.15,0.0
2024-03-12 13:15:00+05:30,NSE:AMBUJACEM,587.15,590.5,586.7,589.8,133798,True,596.85,613.65,0.030478589420654956,605.0,603.0,600.2,612.4,604.9,593.8927669629459,605.1999999999999,610.1999999999998,597.9999999999999,617.3999999999999,593.0,629.5999999999998,580.8000000000001,585.25,605.9,,,NSE:NIFTY 50,22379.2,22402.1,22370.05,22384.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,589.8,0.0
2024-03-12 13:45:00+05:30,NSE:AMBUJACEM,589.8,593.1,589.4,591.3,184278,True,596.85,613.65,0.030478589420654956,605.0,603.0,600.2,612.4,604.9,593.6360287618718,605.1999999999999,610.1999999999998,597.9999999999999,617.3999999999999,593.0,629.5999999999998,580.8000000000001,585.25,605.9,,,NSE:NIFTY 50,22384.1,22398.1,22365.15,22369.45,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,591.3,0.0
2024-03-12 14:15:00+05:30,NSE:AMBUJACEM,591.45,591.45,586.5,589.25,382406,True,596.85,613.65,0.030478589420654956,605.0,603.0,600.2,612.4,604.9,592.8653646150335,605.1999999999999,610.1999999999998,597.9999999999999,617.3999999999999,593.0,629.5999999999998,580.8000000000001,585.25,605.9,,,NSE:NIFTY 50,22368.5,22381.4,22305.6,22321.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,589.25,0.0
2024-03-12 14:45:00+05:30,NSE:AMBUJACEM,589.25,591.45,586.0,586.15,455522,True,596.85,613.65,0.030478589420654956,605.0,603.0,600.2,612.4,604.9,592.0291035129562,605.1999999999999,610.1999999999998,597.9999999999999,617.3999999999999,593.0,629.5999999999998,580.8000000000001,585.25,605.9,,,NSE:NIFTY 50,22320.3,22363.2,22314.9,22331.65,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,586.15,0.0
2024-03-12 15:15:00+05:30,NSE:AMBUJACEM,586.35,587.1,584.05,585.2,174043,True,596.85,613.65,0.030478589420654956,605.0,603.0,600.2,612.4,604.9,591.633836814587,605.1999999999999,610.1999999999998,597.9999999999999,617.3999999999999,593.0,629.5999999999998,580.8000000000001,584.05,605.9,,,NSE:NIFTY 50,22329.95,22342.65,22325.05,22333.7,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,585.2,0.0
2024-03-13 09:15:00+05:30,NSE:AMBUJACEM,589.35,590.35,578.2,579.55,356921,True,585.2,613.65,0.05068059241503309,589.35,585.2,584.05,605.9,605.0,582.7,591.7166666666666,599.3833333333332,577.5333333333332,613.5666666666666,569.8666666666666,635.4166666666666,548.0166666666665,578.2,590.35,,,NSE:NIFTY 50,22432.2,22446.75,22307.1,22342.25,0,True,22394.983333333337,22432.2,22333.7,22452.55,22334.45,2024-03-07,22446.75,22307.1,22526.6,22256.0,0,False,True,0,0,0,0.0,579.55,0.0
