Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:GODREJCPbar_count,NSE:GODREJCP_order,NSE:GODREJCP_position,NSE:GODREJCP_ret,NSE:GODREJCP_Close,position_change
2024-03-06 09:15:00+05:30,NSE:GODREJCP,1248.7,1251.5,1233.3,1242.15,79396,True,,,,1248.7,,,,,1242.3166666666668,,,,,,,,1233.3,1251.5,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,1242.15,
2024-03-06 09:45:00+05:30,NSE:GODREJCP,1243.0,1244.3,1226.85,1232.85,32814,True,,,,1248.7,,,,,1240.0795478715504,,,,,,,,1226.85,1251.5,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1232.85,0.0
2024-03-06 10:15:00+05:30,NSE:GODREJCP,1232.85,1239.95,1230.65,1236.75,25370,True,,,,1248.7,,,,,1239.2873181664004,,,,,,,,1226.85,1251.5,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1236.75,0.0
2024-03-06 10:45:00+05:30,NSE:GODREJCP,1236.75,1240.0,1234.0,1234.0,23456,True,,,,1248.7,,,,,1238.8084976858177,,,,,,,,1226.85,1251.5,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1234.0,0.0
2024-03-06 11:15:00+05:30,NSE:GODREJCP,1234.0,1243.2,1232.4,1235.05,48399,True,,,,1248.7,,,,,1238.3636053349885,,,,,,,,1226.85,1251.5,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,1235.05,0.0
2024-03-06 11:45:00+05:30,NSE:GODREJCP,1235.05,1235.75,1224.05,1225.0,23699,True,,,,1248.7,,,,,1237.3372112890727,,,,,,,,1224.05,1251.5,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1225.0,0.0
2024-03-06 12:15:00+05:30,NSE:GODREJCP,1225.1,1225.1,1221.0,1222.2,20877,True,,,,1248.7,,,,,1236.1396676390655,,,,,,,,1221.0,1251.5,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1222.2,0.0
2024-03-06 12:45:00+05:30,NSE:GODREJCP,1222.1,1227.15,1221.0,1224.75,17282,True,,,,1248.7,,,,,1235.385453058747,,,,,,,,1221.0,1251.5,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1224.75,0.0
2024-03-06 13:15:00+05:30,NSE:GODREJCP,1224.75,1227.2,1221.15,1227.2,21611,True,,,,1248.7,,,,,1234.632721756389,,,,,,,,1221.0,1251.5,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1227.2,0.0
2024-03-06 13:45:00+05:30,NSE:GODREJCP,1227.2,1230.95,1225.3,1230.45,27889,True,,,,1248.7,,,,,1234.1343322121536,,,,,,,,1221.0,1251.5,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1230.45,0.0
2024-03-06 14:15:00+05:30,NSE:GODREJCP,1230.45,1237.95,1229.05,1236.85,19058,True,,,,1248.7,,,,,1234.1613803303997,,,,,,,,1221.0,1251.5,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,1236.85,0.0
2024-03-06 14:45:00+05:30,NSE:GODREJCP,1236.85,1242.9,1234.95,1240.3,69997,True,,,,1248.7,,,,,1235.0532257080674,,,,,,,,1221.0,1251.5,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,1240.3,0.0
2024-03-06 15:15:00+05:30,NSE:GODREJCP,1240.3,1244.55,1238.0,1241.7,48438,True,,,,1248.7,,,,,1235.7258021192008,,,,,,,,1221.0,1251.5,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,1241.7,0.0
2024-03-07 09:15:00+05:30,NSE:GODREJCP,1240.2,1242.0,1228.55,1232.25,65259,True,1222.2,1251.5,0.024979524979525047,1240.2,1241.7,1221.0,1251.5,1248.7,1234.2666666666667,1238.0666666666666,1255.1333333333332,1224.6333333333332,1268.5666666666666,1207.5666666666666,1299.0666666666666,1177.0666666666666,1228.55,1242.0,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,1232.25,0.0
2024-03-07 09:45:00+05:30,NSE:GODREJCP,1232.25,1236.95,1228.5,1229.2,57192,True,1222.2,1251.5,0.024979524979525047,1240.2,1241.7,1221.0,1251.5,1248.7,1232.9978195359777,1238.0666666666666,1255.1333333333332,1224.6333333333332,1268.5666666666666,1207.5666666666666,1299.0666666666666,1177.0666666666666,1228.5,1242.0,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,1229.2,0.0
2024-03-07 10:15:00+05:30,NSE:GODREJCP,1229.2,1237.55,1228.15,1235.0,43628,True,1222.2,1251.5,0.024979524979525047,1240.2,1241.7,1221.0,1251.5,1248.7,1233.1472524120047,1238.0666666666666,1255.1333333333332,1224.6333333333332,1268.5666666666666,1207.5666666666666,1299.0666666666666,1177.0666666666666,1228.15,1242.0,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,1235.0,0.0
2024-03-07 10:45:00+05:30,NSE:GODREJCP,1234.3,1239.0,1234.15,1237.4,32156,True,1222.2,1251.5,0.024979524979525047,1240.2,1241.7,1221.0,1251.5,1248.7,1233.7478807139673,1238.0666666666666,1255.1333333333332,1224.6333333333332,1268.5666666666666,1207.5666666666666,1299.0666666666666,1177.0666666666666,1228.15,1242.0,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1237.4,0.0
2024-03-07 11:15:00+05:30,NSE:GODREJCP,1237.2,1238.95,1234.5,1234.5,26651,True,1222.2,1251.5,0.024979524979525047,1240.2,1241.7,1221.0,1251.5,1248.7,1234.0128018195885,1238.0666666666666,1255.1333333333332,1224.6333333333332,1268.5666666666666,1207.5666666666666,1299.0666666666666,1177.0666666666666,1228.15,1242.0,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1234.5,0.0
2024-03-07 11:45:00+05:30,NSE:GODREJCP,1234.5,1235.15,1230.0,1230.0,35476,True,1222.2,1251.5,0.024979524979525047,1240.2,1241.7,1221.0,1251.5,1248.7,1233.6999386111133,1238.0666666666666,1255.1333333333332,1224.6333333333332,1268.5666666666666,1207.5666666666666,1299.0666666666666,1177.0666666666666,1228.15,1242.0,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1230.0,0.0
2024-03-07 12:15:00+05:30,NSE:GODREJCP,1230.0,1235.4,1228.5,1233.85,33048,True,1222.2,1251.5,0.024979524979525047,1240.2,1241.7,1221.0,1251.5,1248.7,1233.574170671302,1238.0666666666666,1255.1333333333332,1224.6333333333332,1268.5666666666666,1207.5666666666666,1299.0666666666666,1177.0666666666666,1228.15,1242.0,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1233.85,0.0
2024-03-07 12:45:00+05:30,NSE:GODREJCP,1233.85,1239.25,1233.85,1236.4,37963,True,1222.2,1251.5,0.024979524979525047,1240.2,1241.7,1221.0,1251.5,1248.7,1233.9093617061942,1238.0666666666666,1255.1333333333332,1224.6333333333332,1268.5666666666666,1207.5666666666666,1299.0666666666666,1177.0666666666666,1228.15,1242.0,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1236.4,0.0
2024-03-07 13:15:00+05:30,NSE:GODREJCP,1236.4,1236.4,1229.2,1231.45,42897,True,1222.2,1251.5,0.024979524979525047,1240.2,1241.7,1221.0,1251.5,1248.7,1233.7306352811252,1238.0666666666666,1255.1333333333332,1224.6333333333332,1268.5666666666666,1207.5666666666666,1299.0666666666666,1177.0666666666666,1228.15,1242.0,,,NSE:NIFTY 50,22507.8,22515.05,22491.3,22509.55,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1231.45,0.0
2024-03-07 13:45:00+05:30,NSE:GODREJCP,1231.3,1235.75,1229.75,1235.0,25469,True,1222.2,1251.5,0.024979524979525047,1240.2,1241.7,1221.0,1251.5,1248.7,1233.7159405678872,1238.0666666666666,1255.1333333333332,1224.6333333333332,1268.5666666666666,1207.5666666666666,1299.0666666666666,1177.0666666666666,1228.15,1242.0,,,NSE:NIFTY 50,22509.75,22525.65,22485.05,22499.2,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,1235.0,0.0
