Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:TORNTPHARMbar_count,NSE:TORNTPHARM_order,NSE:TORNTPHARM_position,NSE:TORNTPHARM_ret,NSE:TORNTPHARM_Close,position_change
2024-03-06 14:15:00+05:30,NSE:TORNTPHARM,2683.9,2696.95,2680.25,2690.6,18255,True,,,,2684.0,,,,,2681.332166714739,,,,,,,,2642.4,2742.6,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,2690.6,0.0
2024-03-06 14:45:00+05:30,NSE:TORNTPHARM,2690.6,2701.65,2683.65,2688.35,47734,True,,,,2684.0,,,,,2682.2853885974077,,,,,,,,2642.4,2742.6,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,2688.35,0.0
2024-03-06 15:15:00+05:30,NSE:TORNTPHARM,2688.3,2696.7,2686.3,2694.05,42939,True,,,,2684.0,,,,,2683.088787521069,,,,,,,,2642.4,2742.6,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,2694.05,0.0
2024-03-07 09:15:00+05:30,NSE:TORNTPHARM,2685.5,2693.85,2645.0,2652.15,50204,True,2652.55,2742.6,0.037920072661217,2685.5,2694.05,2642.4,2742.6,2684.0,2663.6666666666665,2693.016666666667,2743.6333333333337,2643.433333333334,2793.2166666666667,2592.816666666667,2893.4166666666665,2492.6166666666672,2645.0,2693.85,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,2652.15,0.0
2024-03-07 09:45:00+05:30,NSE:TORNTPHARM,2652.15,2667.05,2646.0,2658.3,25501,True,2652.55,2742.6,0.037920072661217,2685.5,2694.05,2642.4,2742.6,2684.0,2661.460319001387,2693.016666666667,2743.6333333333337,2643.433333333334,2793.2166666666667,2592.816666666667,2893.4166666666665,2492.6166666666672,2645.0,2693.85,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,2658.3,0.0
2024-03-07 10:15:00+05:30,NSE:TORNTPHARM,2658.3,2673.0,2657.8,2667.35,17561,True,2652.55,2742.6,0.037920072661217,2685.5,2694.05,2642.4,2742.6,2684.0,2662.32450732314,2693.016666666667,2743.6333333333337,2643.433333333334,2793.2166666666667,2592.816666666667,2893.4166666666665,2492.6166666666672,2645.0,2693.85,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,2667.35,0.0
2024-03-07 10:45:00+05:30,NSE:TORNTPHARM,2667.35,2670.0,2656.4,2664.9,18200,True,2652.55,2742.6,0.037920072661217,2685.5,2694.05,2642.4,2742.6,2684.0,2662.5599809209384,2693.016666666667,2743.6333333333337,2643.433333333334,2793.2166666666667,2592.816666666667,2893.4166666666665,2492.6166666666672,2645.0,2693.85,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2664.9,0.0
2024-03-07 11:15:00+05:30,NSE:TORNTPHARM,2664.9,2677.8,2664.35,2669.65,20458,True,2652.55,2742.6,0.037920072661217,2685.5,2694.05,2642.4,2742.6,2684.0,2663.8067799136875,2693.016666666667,2743.6333333333337,2643.433333333334,2793.2166666666667,2592.816666666667,2893.4166666666665,2492.6166666666672,2645.0,2693.85,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2669.65,0.0
2024-03-07 11:45:00+05:30,NSE:TORNTPHARM,2668.5,2674.8,2654.35,2654.35,12859,True,2652.55,2742.6,0.037920072661217,2685.5,2694.05,2642.4,2742.6,2684.0,2663.572296471271,2693.016666666667,2743.6333333333337,2643.433333333334,2793.2166666666667,2592.816666666667,2893.4166666666665,2492.6166666666672,2645.0,2693.85,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2654.35,0.0
2024-03-07 12:15:00+05:30,NSE:TORNTPHARM,2654.35,2673.95,2651.0,2673.95,47636,True,2652.55,2742.6,0.037920072661217,2685.5,2694.05,2642.4,2742.6,2684.0,2664.247577422188,2693.016666666667,2743.6333333333337,2643.433333333334,2793.2166666666667,2592.816666666667,2893.4166666666665,2492.6166666666672,2645.0,2693.85,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2673.95,0.0
2024-03-07 12:45:00+05:30,NSE:TORNTPHARM,2673.95,2681.5,2670.15,2675.2,9930,True,2652.55,2742.6,0.037920072661217,2685.5,2694.05,2642.4,2742.6,2684.0,2664.8054999036312,2693.016666666667,2743.6333333333337,2643.433333333334,2793.2166666666667,2592.816666666667,2893.4166666666665,2492.6166666666672,2645.0,2693.85,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2675.2,0.0
2024-03-07 13:15:00+05:30,NSE:TORNTPHARM,2675.2,2675.75,2663.3,2664.55,7128,True,2652.55,2742.6,0.037920072661217,2685.5,2694.05,2642.4,2742.6,2684.0,2664.9096640681314,2693.016666666667,2743.6333333333337,2643.433333333334,2793.2166666666667,2592.816666666667,2893.4166666666665,2492.6166666666672,2645.0,2693.85,,,NSE:NIFTY 50,22507.8,22515.05,22491.3,22509.55,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2664.55,0.0
2024-03-07 13:45:00+05:30,NSE:TORNTPHARM,2664.55,2669.1,2656.2,2664.7,11251,True,2652.55,2742.6,0.037920072661217,2685.5,2694.05,2642.4,2742.6,2684.0,2664.8293149638166,2693.016666666667,2743.6333333333337,2643.433333333334,2793.2166666666667,2592.816666666667,2893.4166666666665,2492.6166666666672,2645.0,2693.85,,,NSE:NIFTY 50,22509.75,22525.65,22485.05,22499.2,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,2664.7,0.0
2024-03-07 14:15:00+05:30,NSE:TORNTPHARM,2665.2,2673.15,2661.7,2666.5,71603,True,2652.55,2742.6,0.037920072661217,2685.5,2694.05,2642.4,2742.6,2684.0,2665.389574546205,2693.016666666667,2743.6333333333337,2643.433333333334,2793.2166666666667,2592.816666666667,2893.4166666666665,2492.6166666666672,2645.0,2693.85,,,NSE:NIFTY 50,22498.85,22522.05,22482.85,22487.45,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,2666.5,0.0
2024-03-07 14:45:00+05:30,NSE:TORNTPHARM,2666.5,2672.05,2660.25,2662.8,92294,True,2652.55,2742.6,0.037920072661217,2685.5,2694.05,2642.4,2742.6,2684.0,2665.3040914743797,2693.016666666667,2743.6333333333337,2643.433333333334,2793.2166666666667,2592.816666666667,2893.4166666666665,2492.6166666666672,2645.0,2693.85,,,NSE:NIFTY 50,22486.65,22517.2,22475.7,22500.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,2662.8,0.0
2024-03-07 15:15:00+05:30,NSE:TORNTPHARM,2662.8,2666.0,2657.7,2665.0,28963,True,2652.55,2742.6,0.037920072661217,2685.5,2694.05,2642.4,2742.6,2684.0,2665.135736247989,2693.016666666667,2743.6333333333337,2643.433333333334,2793.2166666666667,2592.816666666667,2893.4166666666665,2492.6166666666672,2645.0,2693.85,,,NSE:NIFTY 50,22501.1,22504.9,22464.5,22483.5,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,2665.0,0.0
2024-03-11 09:15:00+05:30,NSE:TORNTPHARM,2691.35,2721.5,2664.8,2714.9,87878,True,2652.15,2742.6,0.037920072661217,2691.35,2665.0,2645.0,2693.85,2685.5,2700.4,2667.9500000000003,2690.9000000000005,2642.0500000000006,2716.8,2619.1000000000004,2765.65,2570.2500000000005,2664.8,2721.5,,,NSE:NIFTY 50,22517.5,22526.6,22458.95,22474.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22458.95,22526.6,22430.0,0,False,True,0,0,0,0.0,2714.9,0.0
2024-03-11 09:45:00+05:30,NSE:TORNTPHARM,2714.9,2740.2,2713.0,2723.05,55266,True,2652.15,2742.6,0.037920072661217,2691.35,2665.0,2645.0,2693.85,2685.5,2710.058603224725,2667.9500000000003,2690.9000000000005,2642.0500000000006,2716.8,2619.1000000000004,2765.65,2570.2500000000005,2664.8,2740.2,,,NSE:NIFTY 50,22474.8,22485.85,22429.65,22431.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22429.65,22526.6,22429.65,1,False,False,0,0,0,0.0,2723.05,0.0
2024-03-11 10:15:00+05:30,NSE:TORNTPHARM,2723.05,2733.9,2718.0,2731.0,25133,True,2652.15,2742.6,0.037920072661217,2691.35,2665.0,2645.0,2693.85,2685.5,2712.6834758562763,2667.9500000000003,2690.9000000000005,2642.0500000000006,2716.8,2619.1000000000004,2765.65,2570.2500000000005,2664.8,2740.2,,,NSE:NIFTY 50,22430.85,22461.7,22424.2,22437.4,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22424.2,22526.6,22424.2,1,False,False,0,0,0,0.0,2731.0,0.0
2024-03-11 10:45:00+05:30,NSE:TORNTPHARM,2731.0,2744.0,2720.0,2726.45,28022,True,2652.15,2742.6,0.037920072661217,2691.35,2665.0,2645.0,2693.85,2685.5,2715.1768504509278,2667.9500000000003,2690.9000000000005,2642.0500000000006,2716.8,2619.1000000000004,2765.65,2570.2500000000005,2664.8,2744.0,,,NSE:NIFTY 50,22436.8,22446.3,22411.3,22417.25,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22411.3,22526.6,22411.3,1,False,False,0,0,0,0.0,2726.45,0.0
2024-03-11 11:15:00+05:30,NSE:TORNTPHARM,2726.45,2734.3,2722.85,2723.55,22536,True,2652.15,2742.6,0.037920072661217,2691.35,2665.0,2645.0,2693.85,2685.5,2716.3841203037296,2667.9500000000003,2690.9000000000005,2642.0500000000006,2716.8,2619.1000000000004,2765.65,2570.2500000000005,2664.8,2744.0,,,NSE:NIFTY 50,22416.55,22439.45,22395.55,22420.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22395.55,22526.6,22395.55,1,False,False,0,0,0,0.0,2723.55,0.0
2024-03-11 11:45:00+05:30,NSE:TORNTPHARM,2723.55,2726.65,2704.05,2708.45,26746,True,2652.15,2742.6,0.037920072661217,2691.35,2665.0,2645.0,2693.85,2685.5,2716.0210043393695,2667.9500000000003,2690.9000000000005,2642.0500000000006,2716.8,2619.1000000000004,2765.65,2570.2500000000005,2664.8,2744.0,,,NSE:NIFTY 50,22420.55,22424.15,22366.85,22373.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,1,False,False,0,0,0,0.0,2708.45,0.0
2024-03-11 12:15:00+05:30,NSE:TORNTPHARM,2708.45,2714.15,2704.1,2710.9,12915,True,2652.15,2742.6,0.037920072661217,2691.35,2665.0,2645.0,2693.85,2685.5,2715.7060264633365,2667.9500000000003,2690.9000000000005,2642.0500000000006,2716.8,2619.1000000000004,2765.65,2570.2500000000005,2664.8,2744.0,,,NSE:NIFTY 50,22373.05,22421.55,22369.55,22411.2,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,1,False,False,0,0,0,0.0,2710.9,0.0
2024-03-11 12:45:00+05:30,NSE:TORNTPHARM,2711.3,2716.15,2710.0,2710.0,13580,True,2652.15,2742.6,0.037920072661217,2691.35,2665.0,2645.0,2693.85,2685.5,2715.5235449531256,2667.9500000000003,2690.9000000000005,2642.0500000000006,2716.8,2619.1000000000004,2765.65,2570.2500000000005,2664.8,2744.0,,,NSE:NIFTY 50,22411.7,22423.1,22389.3,22392.95,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,1,False,False,0,0,0,0.0,2710.0,0.0
2024-03-11 13:15:00+05:30,NSE:TORNTPHARM,2710.0,2710.2,2700.45,2701.85,8620,True,2652.15,2742.6,0.037920072661217,2691.35,2665.0,2645.0,2693.85,2685.5,2715.1747822674115,2667.9500000000003,2690.9000000000005,2642.0500000000006,2716.8,2619.1000000000004,2765.65,2570.2500000000005,2664.8,2744.0,,,NSE:NIFTY 50,22393.5,22426.05,22385.85,22399.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,1,False,False,0,0,0,0.0,2701.85,0.0
2024-03-11 13:45:00+05:30,NSE:TORNTPHARM,2701.85,2704.5,2696.15,2697.6,5775,True,2652.15,2742.6,0.037920072661217,2691.35,2665.0,2645.0,2693.85,2685.5,2714.857112703671,2667.9500000000003,2690.9000000000005,2642.0500000000006,2716.8,2619.1000000000004,2765.65,2570.2500000000005,2664.8,2744.0,,,NSE:NIFTY 50,22399.35,22419.75,22375.75,22376.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,1,False,False,0,0,0,0.0,2697.6,0.0
2024-03-11 14:15:00+05:30,NSE:TORNTPHARM,2697.6,2705.75,2687.05,2705.75,15339,True,2652.15,2742.6,0.037920072661217,2691.35,2665.0,2645.0,2693.85,2685.5,2714.0774596048286,2667.9500000000003,2690.9000000000005,2642.0500000000006,2716.8,2619.1000000000004,2765.65,2570.2500000000005,2664.8,2744.0,,,NSE:NIFTY 50,22376.1,22395.85,22341.65,22390.35,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22341.65,22526.6,22341.65,1,False,False,0,0,0,0.0,2705.75,0.0
2024-03-11 14:45:00+05:30,NSE:TORNTPHARM,2705.75,2708.2,2691.05,2695.0,35722,True,2652.15,2742.6,0.037920072661217,2691.35,2665.0,2645.0,2693.85,2685.5,2712.384754383782,2667.9500000000003,2690.9000000000005,2642.0500000000006,2716.8,2619.1000000000004,2765.65,2570.2500000000005,2664.8,2744.0,,,NSE:NIFTY 50,22388.3,22408.65,22308.25,22323.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22308.25,22526.6,22308.25,1,False,False,0,0,0,0.0,2695.0,0.0
2024-03-11 15:15:00+05:30,NSE:TORNTPHARM,2695.0,2703.4,2693.1,2700.0,37196,True,2652.15,2742.6,0.037920072661217,2691.35,2665.0,2645.0,2693.85,2685.5,2711.039622294927,2667.9500000000003,2690.9000000000005,2642.0500000000006,2716.8,2619.1000000000004,2765.65,2570.2500000000005,2664.8,2744.0,,,NSE:NIFTY 50,22322.2,22337.4,22307.25,22319.85,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22307.25,22526.6,22307.25,1,False,False,0,0,0,0.0,2700.0,0.0
2024-03-12 09:15:00+05:30,NSE:TORNTPHARM,2697.8,2711.95,2681.15,2692.15,13912,True,2652.15,2744.0,0.03844989403572496,2697.8,2700.0,2664.8,2744.0,2691.35,2695.0833333333335,2702.9333333333334,2741.0666666666666,2661.866666666667,2782.133333333333,2623.7333333333336,2861.333333333333,2544.5333333333338,2681.15,2711.95,,,NSE:NIFTY 50,22334.45,22434.1,22315.0,22428.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22434.1,22315.0,22526.6,22307.25,1,False,True,0,0,0,0.0,2692.15,0.0
2024-03-12 09:45:00+05:30,NSE:TORNTPHARM,2691.0,2700.1,2676.05,2683.3,9783,True,2652.15,2744.0,0.03844989403572496,2697.8,2700.0,2664.8,2744.0,2691.35,2691.5326348737426,2702.9333333333334,2741.0666666666666,2661.866666666667,2782.133333333333,2623.7333333333336,2861.333333333333,2544.5333333333338,2676.05,2711.95,,,NSE:NIFTY 50,22429.0,22450.6,22398.2,22437.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22450.6,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,2683.3,0.0
2024-03-12 10:15:00+05:30,NSE:TORNTPHARM,2681.9,2686.25,2675.2,2682.3,5291,True,2652.15,2744.0,0.03844989403572496,2697.8,2700.0,2664.8,2744.0,2691.35,2689.655679753444,2702.9333333333334,2741.0666666666666,2661.866666666667,2782.133333333333,2623.7333333333336,2861.333333333333,2544.5333333333338,2675.2,2711.95,,,NSE:NIFTY 50,22439.4,22452.55,22347.9,22348.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,2682.3,0.0
2024-03-12 10:45:00+05:30,NSE:TORNTPHARM,2682.3,2683.9,2666.05,2670.95,11235,True,2652.15,2744.0,0.03844989403572496,2697.8,2700.0,2664.8,2744.0,2691.35,2685.1801306117036,2702.9333333333334,2741.0666666666666,2661.866666666667,2782.133333333333,2623.7333333333336,2861.333333333333,2544.5333333333338,2666.05,2711.95,,,NSE:NIFTY 50,22350.55,22378.55,22256.0,22361.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,2670.95,0.0
2024-03-12 11:15:00+05:30,NSE:TORNTPHARM,2670.95,2676.95,2655.05,2662.55,14836,True,2652.15,2744.0,0.03844989403572496,2697.8,2700.0,2664.8,2744.0,2691.35,2679.7018477819956,2702.9333333333334,2741.0666666666666,2661.866666666667,2782.133333333333,2623.7333333333336,2861.333333333333,2544.5333333333338,2655.05,2711.95,,,NSE:NIFTY 50,22362.15,22376.65,22323.85,22324.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,2662.55,0.0
2024-03-12 11:45:00+05:30,NSE:TORNTPHARM,2662.5,2673.45,2656.7,2669.05,9187,True,2652.15,2744.0,0.03844989403572496,2697.8,2700.0,2664.8,2744.0,2691.35,2677.799661187556,2702.9333333333334,2741.0666666666666,2661.866666666667,2782.133333333333,2623.7333333333336,2861.333333333333,2544.5333333333338,2655.05,2711.95,,,NSE:NIFTY 50,22325.6,22392.4,22313.8,22359.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,2669.05,0.0
2024-03-12 12:15:00+05:30,NSE:TORNTPHARM,2669.05,2677.4,2669.0,2674.5,5773,True,2652.15,2744.0,0.03844989403572496,2697.8,2700.0,2664.8,2744.0,2691.35,2677.456141603706,2702.9333333333334,2741.0666666666666,2661.866666666667,2782.133333333333,2623.7333333333336,2861.333333333333,2544.5333333333338,2655.05,2711.95,,,NSE:NIFTY 50,22359.85,22385.95,22358.55,22379.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,2674.5,0.0
2024-03-12 12:45:00+05:30,NSE:TORNTPHARM,2674.5,2676.95,2663.0,2669.75,6635,True,2652.15,2744.0,0.03844989403572496,2697.8,2700.0,2664.8,2744.0,2691.35,2676.8020817025867,2702.9333333333334,2741.0666666666666,2661.866666666667,2782.133333333333,2623.7333333333336,2861.333333333333,2544.5333333333338,2655.05,2711.95,,,NSE:NIFTY 50,22379.0,22381.2,22335.0,22378.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,2669.75,0.0
2024-03-12 13:15:00+05:30,NSE:TORNTPHARM,2669.3,2675.0,2662.95,2673.6,3400,True,2652.15,2744.0,0.03844989403572496,2697.8,2700.0,2664.8,2744.0,2691.35,2676.5351250853614,2702.9333333333334,2741.0666666666666,2661.866666666667,2782.133333333333,2623.7333333333336,2861.333333333333,2544.5333333333338,2655.05,2711.95,,,NSE:NIFTY 50,22379.2,22402.1,22370.05,22384.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,2673.6,0.0
2024-03-12 13:45:00+05:30,NSE:TORNTPHARM,2673.6,2683.35,2673.45,2682.9,5343,True,2652.15,2744.0,0.03844989403572496,2697.8,2700.0,2664.8,2744.0,2691.35,2676.745658801257,2702.9333333333334,2741.0666666666666,2661.866666666667,2782.133333333333,2623.7333333333336,2861.333333333333,2544.5333333333338,2655.05,2711.95,,,NSE:NIFTY 50,22384.1,22398.1,22365.15,22369.45,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,2682.9,0.0
