Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:GRASIMbar_count,NSE:GRASIM_order,NSE:GRASIM_position,NSE:GRASIM_ret,NSE:GRASIM_Close,position_change
2024-03-06 09:15:00+05:30,NSE:GRASIM,2237.9,2252.95,2235.0,2240.0,47917,True,,,,2237.9,,,,,2242.65,,,,,,,,2235.0,2252.95,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,2240.0,
2024-03-06 09:45:00+05:30,NSE:GRASIM,2240.0,2242.9,2215.5,2224.4,35296,True,,,,2237.9,,,,,2236.2663243723932,,,,,,,,2215.5,2252.95,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,2224.4,0.0
2024-03-06 10:15:00+05:30,NSE:GRASIM,2224.4,2229.65,2214.05,2219.55,23069,True,,,,2237.9,,,,,2232.97078589664,,,,,,,,2214.05,2252.95,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,2219.55,0.0
2024-03-06 10:45:00+05:30,NSE:GRASIM,2218.25,2219.2,2207.15,2209.9,21913,True,,,,2237.9,,,,,2229.400391200905,,,,,,,,2207.15,2252.95,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,2209.9,0.0
2024-03-06 11:15:00+05:30,NSE:GRASIM,2209.9,2210.4,2200.0,2204.0,38654,True,,,,2237.9,,,,,2223.70120498175,,,,,,,,2200.0,2252.95,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,2204.0,0.0
2024-03-06 11:45:00+05:30,NSE:GRASIM,2204.0,2209.9,2196.6,2209.2,70354,True,,,,2237.9,,,,,2218.223666156555,,,,,,,,2196.6,2252.95,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2209.2,0.0
2024-03-06 12:15:00+05:30,NSE:GRASIM,2209.05,2216.0,2200.3,2208.55,68351,True,,,,2237.9,,,,,2216.000060218488,,,,,,,,2196.6,2252.95,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2208.55,0.0
2024-03-06 12:45:00+05:30,NSE:GRASIM,2208.55,2213.4,2207.0,2210.55,18642,True,,,,2237.9,,,,,2215.6732522918232,,,,,,,,2196.6,2252.95,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2210.55,0.0
2024-03-06 13:15:00+05:30,NSE:GRASIM,2210.4,2213.4,2210.0,2210.5,29670,True,,,,2237.9,,,,,2215.3065756529304,,,,,,,,2196.6,2252.95,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2210.5,0.0
2024-03-06 13:45:00+05:30,NSE:GRASIM,2210.5,2223.5,2210.5,2222.0,63146,True,,,,2237.9,,,,,2215.815377095463,,,,,,,,2196.6,2252.95,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2222.0,0.0
2024-03-06 14:15:00+05:30,NSE:GRASIM,2222.15,2235.55,2216.85,2232.9,63310,True,,,,2237.9,,,,,2217.478517258561,,,,,,,,2196.6,2252.95,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,2232.9,0.0
2024-03-06 14:45:00+05:30,NSE:GRASIM,2232.85,2237.25,2228.95,2234.65,124560,True,,,,2237.9,,,,,2220.801756981802,,,,,,,,2196.6,2252.95,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,2234.65,0.0
2024-03-06 15:15:00+05:30,NSE:GRASIM,2235.25,2244.55,2233.2,2242.0,72652,True,,,,2237.9,,,,,2222.8514495705504,,,,,,,,2196.6,2252.95,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,2242.0,0.0
2024-03-07 09:15:00+05:30,NSE:GRASIM,2239.0,2250.35,2230.0,2237.1,39624,True,2204.0,2252.95,0.02565328234544295,2239.0,2242.0,2196.6,2252.95,2237.9,2239.15,2230.5166666666664,2264.433333333333,2208.083333333333,2286.8666666666663,2174.1666666666665,2343.2166666666662,2117.8166666666666,2230.0,2250.35,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,2237.1,0.0
2024-03-07 09:45:00+05:30,NSE:GRASIM,2237.1,2241.0,2223.15,2230.25,24378,True,2204.0,2252.95,0.02565328234544295,2239.0,2242.0,2196.6,2252.95,2237.9,2236.2234617668196,2230.5166666666664,2264.433333333333,2208.083333333333,2286.8666666666663,2174.1666666666665,2343.2166666666662,2117.8166666666666,2223.15,2250.35,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,2230.25,0.0
2024-03-07 10:15:00+05:30,NSE:GRASIM,2229.0,2231.0,2217.0,2218.05,20794,True,2204.0,2252.95,0.02565328234544295,2239.0,2242.0,2196.6,2252.95,2237.9,2232.739617041684,2230.5166666666664,2264.433333333333,2208.083333333333,2286.8666666666663,2174.1666666666665,2343.2166666666662,2117.8166666666666,2217.0,2250.35,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,2218.05,0.0
2024-03-07 10:45:00+05:30,NSE:GRASIM,2218.05,2230.6,2208.0,2225.0,32210,True,2204.0,2252.95,0.02565328234544295,2239.0,2242.0,2196.6,2252.95,2237.9,2229.562933239891,2230.5166666666664,2264.433333333333,2208.083333333333,2286.8666666666663,2174.1666666666665,2343.2166666666662,2117.8166666666666,2208.0,2250.35,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2225.0,0.0
2024-03-07 11:15:00+05:30,NSE:GRASIM,2225.0,2228.95,2219.4,2224.15,19499,True,2204.0,2252.95,0.02565328234544295,2239.0,2242.0,2196.6,2252.95,2237.9,2228.792105783671,2230.5166666666664,2264.433333333333,2208.083333333333,2286.8666666666663,2174.1666666666665,2343.2166666666662,2117.8166666666666,2208.0,2250.35,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2224.15,0.0
2024-03-07 11:45:00+05:30,NSE:GRASIM,2224.15,2228.8,2222.0,2223.25,22667,True,2204.0,2252.95,0.02565328234544295,2239.0,2242.0,2196.6,2252.95,2237.9,2228.2069931688156,2230.5166666666664,2264.433333333333,2208.083333333333,2286.8666666666663,2174.1666666666665,2343.2166666666662,2117.8166666666666,2208.0,2250.35,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2223.25,0.0
