Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:TATASTEELbar_count,NSE:TATASTEEL_order,NSE:TATASTEEL_position,NSE:TATASTEEL_ret,NSE:TATASTEEL_Close,position_change
2024-03-06 09:15:00+05:30,NSE:TATASTEEL,151.8,152.65,149.6,150.3,7026148,True,,,,151.8,,,,,150.85,,,,,,,,149.6,152.65,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,150.3,
2024-03-06 09:45:00+05:30,NSE:TATASTEEL,150.35,150.45,148.3,149.0,5522351,True,,,,151.8,,,,,150.1458710360498,,,,,,,,148.3,152.65,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,149.0,0.0
2024-03-06 10:15:00+05:30,NSE:TATASTEEL,149.05,149.6,148.5,149.0,5045377,True,,,,151.8,,,,,149.82682978914556,,,,,,,,148.3,152.65,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,149.0,0.0
2024-03-06 10:45:00+05:30,NSE:TATASTEEL,149.0,149.5,148.4,148.8,2086962,True,,,,151.8,,,,,149.72854847864372,,,,,,,,148.3,152.65,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,148.8,0.0
2024-03-06 11:15:00+05:30,NSE:TATASTEEL,148.8,149.0,147.95,148.25,2030230,True,,,,151.8,,,,,149.604314195107,,,,,,,,147.95,152.65,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,148.25,0.0
2024-03-06 11:45:00+05:30,NSE:TATASTEEL,148.25,148.75,147.9,148.65,2844454,True,,,,151.8,,,,,149.4686705221199,,,,,,,,147.9,152.65,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,148.65,0.0
2024-03-06 12:15:00+05:30,NSE:TATASTEEL,148.65,149.6,148.15,149.3,5964445,True,,,,151.8,,,,,149.38033647720962,,,,,,,,147.9,152.65,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,149.3,0.0
2024-03-06 12:45:00+05:30,NSE:TATASTEEL,149.35,149.5,149.0,149.25,1859282,True,,,,151.8,,,,,149.37285229294025,,,,,,,,147.9,152.65,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,149.25,0.0
2024-03-06 13:15:00+05:30,NSE:TATASTEEL,149.3,149.65,148.75,149.4,3401550,True,,,,151.8,,,,,149.36275761291228,,,,,,,,147.9,152.65,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,149.4,0.0
2024-03-06 13:45:00+05:30,NSE:TATASTEEL,149.45,150.5,149.2,150.35,4089843,True,,,,151.8,,,,,149.4298341692951,,,,,,,,147.9,152.65,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,150.35,0.0
