Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:MRFbar_count,NSE:MRF_order,NSE:MRF_position,NSE:MRF_ret,NSE:MRF_Close,position_change
2024-03-06 14:15:00+05:30,NSE:MRF,144899.95,145598.9,144750.0,145409.0,593,True,,,,145580.0,,,,,144902.75870078738,,,,,,,,144000.0,145850.0,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,145409.0,0.0
2024-03-06 14:45:00+05:30,NSE:MRF,145409.0,145954.95,145000.1,145742.75,980,True,,,,145580.0,,,,,145038.43952331247,,,,,,,,144000.0,145954.95,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,145742.75,0.0
2024-03-06 15:15:00+05:30,NSE:MRF,145820.1,146149.95,145500.0,145900.0,716,True,,,,145580.0,,,,,145143.97264499334,,,,,,,,144000.0,146149.95,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,145900.0,0.0
2024-03-07 09:15:00+05:30,NSE:MRF,145735.9,145735.9,143604.5,144220.0,2734,True,144100.0,146149.95,0.014930208333333361,145735.9,145900.0,144000.0,146149.95,145580.0,144520.13333333333,145349.98333333334,146699.96666666667,144550.01666666666,147499.93333333335,143200.03333333333,149649.88333333336,141050.0833333333,143604.5,145735.9,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,144220.0,0.0
2024-03-07 09:45:00+05:30,NSE:MRF,144220.0,144348.95,144000.0,144331.0,384,True,144100.0,146149.95,0.014930208333333361,145735.9,145900.0,144000.0,146149.95,145580.0,144483.98913833653,145349.98333333334,146699.96666666667,144550.01666666666,147499.93333333335,143200.03333333333,149649.88333333336,141050.0833333333,143604.5,145735.9,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,144331.0,0.0
2024-03-07 10:15:00+05:30,NSE:MRF,144237.0,144670.0,144233.0,144233.0,310,True,144100.0,146149.95,0.014930208333333361,145735.9,145900.0,144000.0,146149.95,145580.0,144474.46464410733,145349.98333333334,146699.96666666667,144550.01666666666,147499.93333333335,143200.03333333333,149649.88333333336,141050.0833333333,143604.5,145735.9,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,144233.0,0.0
2024-03-07 10:45:00+05:30,NSE:MRF,144233.0,144335.3,144000.0,144129.45,281,True,144100.0,146149.95,0.014930208333333361,145735.9,145900.0,144000.0,146149.95,145580.0,144450.25515862316,145349.98333333334,146699.96666666667,144550.01666666666,147499.93333333335,143200.03333333333,149649.88333333336,141050.0833333333,143604.5,145735.9,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,144129.45,0.0
2024-03-07 11:15:00+05:30,NSE:MRF,144129.45,144499.95,144125.55,144366.25,120,True,144100.0,146149.95,0.014930208333333361,145735.9,145900.0,144000.0,146149.95,145580.0,144446.5046704971,145349.98333333334,146699.96666666667,144550.01666666666,147499.93333333335,143200.03333333333,149649.88333333336,141050.0833333333,143604.5,145735.9,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,144366.25,0.0
2024-03-07 11:45:00+05:30,NSE:MRF,144366.25,144452.85,144151.55,144151.55,153,True,144100.0,146149.95,0.014930208333333361,145735.9,145900.0,144000.0,146149.95,145580.0,144439.0305960154,145349.98333333334,146699.96666666667,144550.01666666666,147499.93333333335,143200.03333333333,149649.88333333336,141050.0833333333,143604.5,145735.9,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,144151.55,0.0
2024-03-07 12:15:00+05:30,NSE:MRF,144151.55,144328.0,144072.9,144300.0,105,True,144100.0,146149.95,0.014930208333333361,145735.9,145900.0,144000.0,146149.95,145580.0,144433.75369056355,145349.98333333334,146699.96666666667,144550.01666666666,147499.93333333335,143200.03333333333,149649.88333333336,141050.0833333333,143604.5,145735.9,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,144300.0,0.0
2024-03-07 12:45:00+05:30,NSE:MRF,144300.0,144498.0,144151.0,144280.0,128,True,144100.0,146149.95,0.014930208333333361,145735.9,145900.0,144000.0,146149.95,145580.0,144429.98544879397,145349.98333333334,146699.96666666667,144550.01666666666,147499.93333333335,143200.03333333333,149649.88333333336,141050.0833333333,143604.5,145735.9,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,144280.0,0.0
2024-03-07 13:15:00+05:30,NSE:MRF,144280.0,144280.0,143836.15,143900.7,266,True,144100.0,146149.95,0.014930208333333361,145735.9,145900.0,144000.0,146149.95,145580.0,144404.79417540727,145349.98333333334,146699.96666666667,144550.01666666666,147499.93333333335,143200.03333333333,149649.88333333336,141050.0833333333,143604.5,145735.9,,,NSE:NIFTY 50,22507.8,22515.05,22491.3,22509.55,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,143900.7,0.0
2024-03-07 13:45:00+05:30,NSE:MRF,143900.7,144200.0,143651.05,143936.35,548,True,144100.0,146149.95,0.014930208333333361,145735.9,145900.0,144000.0,146149.95,145580.0,144352.96237157818,145349.98333333334,146699.96666666667,144550.01666666666,147499.93333333335,143200.03333333333,149649.88333333336,141050.0833333333,143604.5,145735.9,,,NSE:NIFTY 50,22509.75,22525.65,22485.05,22499.2,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,143936.35,0.0
2024-03-07 14:15:00+05:30,NSE:MRF,143936.35,144155.5,143874.9,144089.7,257,True,144100.0,146149.95,0.014930208333333361,145735.9,145900.0,144000.0,146149.95,145580.0,144337.74807668052,145349.98333333334,146699.96666666667,144550.01666666666,147499.93333333335,143200.03333333333,149649.88333333336,141050.0833333333,143604.5,145735.9,,,NSE:NIFTY 50,22498.85,22522.05,22482.85,22487.45,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,144089.7,0.0
2024-03-07 14:45:00+05:30,NSE:MRF,144089.7,144300.0,144000.0,144100.55,754,True,144100.0,146149.95,0.014930208333333361,145735.9,145900.0,144000.0,146149.95,145580.0,144312.25296357615,145349.98333333334,146699.96666666667,144550.01666666666,147499.93333333335,143200.03333333333,149649.88333333336,141050.0833333333,143604.5,145735.9,,,NSE:NIFTY 50,22486.65,22517.2,22475.7,22500.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,144100.55,0.0
2024-03-07 15:15:00+05:30,NSE:MRF,144100.55,144200.0,143528.2,144199.95,1278,True,144100.0,146149.95,0.014930208333333361,145735.9,145900.0,144000.0,146149.95,145580.0,144253.5391910358,145349.98333333334,146699.96666666667,144550.01666666666,147499.93333333335,143200.03333333333,149649.88333333336,141050.0833333333,143528.2,145735.9,,,NSE:NIFTY 50,22501.1,22504.9,22464.5,22483.5,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,144199.95,0.0
2024-03-11 09:15:00+05:30,NSE:MRF,144500.0,144813.9,143885.7,144266.3,1598,True,143900.7,146149.95,0.01826644520031606,144500.0,144199.95,143528.2,145735.9,145735.9,144321.96666666665,144488.01666666666,145447.8333333333,143240.13333333333,146695.71666666665,142280.31666666668,148903.41666666663,140072.6166666667,143885.7,144813.9,,,NSE:NIFTY 50,22517.5,22526.6,22458.95,22474.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22458.95,22526.6,22430.0,0,False,True,0,0,0,0.0,144266.3,0.0
2024-03-11 09:45:00+05:30,NSE:MRF,144266.3,144397.2,143941.55,144092.3,520,True,143900.7,146149.95,0.01826644520031606,144500.0,144199.95,143528.2,145735.9,145735.9,144278.1954988983,144488.01666666666,145447.8333333333,143240.13333333333,146695.71666666665,142280.31666666668,148903.41666666663,140072.6166666667,143885.7,144813.9,,,NSE:NIFTY 50,22474.8,22485.85,22429.65,22431.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22429.65,22526.6,22429.65,0,False,False,0,0,0,0.0,144092.3,0.0
2024-03-11 10:15:00+05:30,NSE:MRF,144092.3,144290.0,143886.15,144138.9,600,True,143900.7,146149.95,0.01826644520031606,144500.0,144199.95,143528.2,145735.9,145735.9,144239.96617610985,144488.01666666666,145447.8333333333,143240.13333333333,146695.71666666665,142280.31666666668,148903.41666666663,140072.6166666667,143885.7,144813.9,,,NSE:NIFTY 50,22430.85,22461.7,22424.2,22437.4,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22424.2,22526.6,22424.2,0,False,False,0,0,0,0.0,144138.9,0.0
2024-03-11 10:45:00+05:30,NSE:MRF,144138.9,144795.9,144025.95,144795.9,452,True,143900.7,146149.95,0.01826644520031606,144500.0,144199.95,143528.2,145735.9,145735.9,144282.64008412196,144488.01666666666,145447.8333333333,143240.13333333333,146695.71666666665,142280.31666666668,148903.41666666663,140072.6166666667,143885.7,144813.9,,,NSE:NIFTY 50,22436.8,22446.3,22411.3,22417.25,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22411.3,22526.6,22411.3,0,False,False,0,0,0,0.0,144795.9,0.0
2024-03-11 11:15:00+05:30,NSE:MRF,144795.9,145139.9,144662.45,144782.35,681,True,143900.7,146149.95,0.01826644520031606,144500.0,144199.95,143528.2,145735.9,145735.9,144385.01583138577,144488.01666666666,145447.8333333333,143240.13333333333,146695.71666666665,142280.31666666668,148903.41666666663,140072.6166666667,143885.7,145139.9,,,NSE:NIFTY 50,22416.55,22439.45,22395.55,22420.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22395.55,22526.6,22395.55,0,False,False,0,0,0,0.0,144782.35,0.0
2024-03-11 11:45:00+05:30,NSE:MRF,144782.35,145098.0,144657.0,144895.0,485,True,143900.7,146149.95,0.01826644520031606,144500.0,144199.95,143528.2,145735.9,145735.9,144440.75475861007,144488.01666666666,145447.8333333333,143240.13333333333,146695.71666666665,142280.31666666668,148903.41666666663,140072.6166666667,143885.7,145139.9,,,NSE:NIFTY 50,22420.55,22424.15,22366.85,22373.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,144895.0,0.0
2024-03-11 12:15:00+05:30,NSE:MRF,144895.0,145246.3,144784.65,144784.65,541,True,143900.7,146149.95,0.01826644520031606,144500.0,144199.95,143528.2,145735.9,145735.9,144495.97276331077,144488.01666666666,145447.8333333333,143240.13333333333,146695.71666666665,142280.31666666668,148903.41666666663,140072.6166666667,143885.7,145246.3,,,NSE:NIFTY 50,22373.05,22421.55,22369.55,22411.2,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,144784.65,0.0
2024-03-11 12:45:00+05:30,NSE:MRF,144784.65,144887.1,144300.0,144400.0,476,True,143900.7,146149.95,0.01826644520031606,144500.0,144199.95,143528.2,145735.9,145735.9,144498.91257861635,144488.01666666666,145447.8333333333,143240.13333333333,146695.71666666665,142280.31666666668,148903.41666666663,140072.6166666667,143885.7,145246.3,,,NSE:NIFTY 50,22411.7,22423.1,22389.3,22392.95,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,144400.0,0.0
2024-03-11 13:15:00+05:30,NSE:MRF,144400.0,144800.0,144400.0,144800.0,137,True,143900.7,146149.95,0.01826644520031606,144500.0,144199.95,143528.2,145735.9,145735.9,144503.09879174255,144488.01666666666,145447.8333333333,143240.13333333333,146695.71666666665,142280.31666666668,148903.41666666663,140072.6166666667,143885.7,145246.3,,,NSE:NIFTY 50,22393.5,22426.05,22385.85,22399.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,144800.0,0.0
2024-03-11 13:45:00+05:30,NSE:MRF,144800.0,144800.0,144518.35,144550.0,159,True,143900.7,146149.95,0.01826644520031606,144500.0,144199.95,143528.2,145735.9,145735.9,144506.4675016227,144488.01666666666,145447.8333333333,143240.13333333333,146695.71666666665,142280.31666666668,148903.41666666663,140072.6166666667,143885.7,145246.3,,,NSE:NIFTY 50,22399.35,22419.75,22375.75,22376.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,144550.0,0.0
2024-03-11 14:15:00+05:30,NSE:MRF,144550.0,145150.0,144540.9,144967.25,442,True,143900.7,146149.95,0.01826644520031606,144500.0,144199.95,143528.2,145735.9,145735.9,144534.01231598534,144488.01666666666,145447.8333333333,143240.13333333333,146695.71666666665,142280.31666666668,148903.41666666663,140072.6166666667,143885.7,145246.3,,,NSE:NIFTY 50,22376.1,22395.85,22341.65,22390.35,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22341.65,22526.6,22341.65,0,False,False,0,0,0,0.0,144967.25,0.0
2024-03-11 14:45:00+05:30,NSE:MRF,144967.25,145337.3,144343.2,145000.0,3338,True,143900.7,146149.95,0.01826644520031606,144500.0,144199.95,143528.2,145735.9,145735.9,144661.27606497685,144488.01666666666,145447.8333333333,143240.13333333333,146695.71666666665,142280.31666666668,148903.41666666663,140072.6166666667,143885.7,145337.3,,,NSE:NIFTY 50,22388.3,22408.65,22308.25,22323.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22308.25,22526.6,22308.25,0,False,False,0,0,0,0.0,145000.0,0.0
2024-03-11 15:15:00+05:30,NSE:MRF,144955.35,145123.0,144300.0,144300.0,1024,True,143900.7,146149.95,0.01826644520031606,144500.0,144199.95,143528.2,145735.9,145735.9,144652.75895436716,144488.01666666666,145447.8333333333,143240.13333333333,146695.71666666665,142280.31666666668,148903.41666666663,140072.6166666667,143885.7,145337.3,,,NSE:NIFTY 50,22322.2,22337.4,22307.25,22319.85,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22307.25,22526.6,22307.25,0,False,False,0,0,0,0.0,144300.0,0.0
2024-03-12 09:15:00+05:30,NSE:MRF,144644.5,144644.5,143595.3,144149.15,1151,True,143900.7,146149.95,0.01826644520031606,144644.5,144300.0,143885.7,145337.3,144500.0,144129.65,144507.66666666666,145129.6333333333,143678.03333333333,145959.26666666663,143056.06666666668,147410.8666666666,141604.4666666667,143595.3,144644.5,,,NSE:NIFTY 50,22334.45,22434.1,22315.0,22428.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22434.1,22315.0,22526.6,22307.25,0,False,True,0,0,0,0.0,144149.15,0.0
2024-03-12 09:45:00+05:30,NSE:MRF,144241.75,144454.65,143700.0,143943.65,392,True,143900.7,146149.95,0.01826644520031606,144644.5,144300.0,143885.7,145337.3,144500.0,144105.03673579608,144507.66666666666,145129.6333333333,143678.03333333333,145959.26666666663,143056.06666666668,147410.8666666666,141604.4666666667,143595.3,144644.5,,,NSE:NIFTY 50,22429.0,22450.6,22398.2,22437.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22450.6,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,143943.65,0.0
2024-03-12 10:15:00+05:30,NSE:MRF,143943.9,143943.9,143150.05,143299.0,620,True,143900.7,146149.95,0.01826644520031606,144644.5,144300.0,143885.7,145337.3,144500.0,143921.38142240714,144507.66666666666,145129.6333333333,143678.03333333333,145959.26666666663,143056.06666666668,147410.8666666666,141604.4666666667,143150.05,144644.5,,,NSE:NIFTY 50,22439.4,22452.55,22347.9,22348.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,143299.0,0.0
2024-03-12 10:45:00+05:30,NSE:MRF,143299.0,143347.8,142651.05,142924.95,603,True,143900.7,146149.95,0.01826644520031606,144644.5,144300.0,143885.7,145337.3,144500.0,143714.97896481078,144507.66666666666,145129.6333333333,143678.03333333333,145959.26666666663,143056.06666666668,147410.8666666666,141604.4666666667,142651.05,144644.5,,,NSE:NIFTY 50,22350.55,22378.55,22256.0,22361.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,142924.95,0.0
2024-03-12 11:15:00+05:30,NSE:MRF,142924.95,143143.4,142600.0,142705.05,380,True,143900.7,146149.95,0.01826644520031606,144644.5,144300.0,143885.7,145337.3,144500.0,143606.41093981775,144507.66666666666,145129.6333333333,143678.03333333333,145959.26666666663,143056.06666666668,147410.8666666666,141604.4666666667,142600.0,144644.5,,,NSE:NIFTY 50,22362.15,22376.65,22323.85,22324.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,142705.05,0.0
2024-03-12 11:45:00+05:30,NSE:MRF,142705.05,142973.05,142275.9,142733.45,382,True,143900.7,146149.95,0.01826644520031606,144644.5,144300.0,143885.7,145337.3,144500.0,143504.02336073318,144507.66666666666,145129.6333333333,143678.03333333333,145959.26666666663,143056.06666666668,147410.8666666666,141604.4666666667,142275.9,144644.5,,,NSE:NIFTY 50,22325.6,22392.4,22313.8,22359.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,142733.45,0.0
2024-03-12 12:15:00+05:30,NSE:MRF,142733.45,142972.9,142514.3,142664.6,234,True,143900.7,146149.95,0.01826644520031606,144644.5,144300.0,143885.7,145337.3,144500.0,143455.086341485,144507.66666666666,145129.6333333333,143678.03333333333,145959.26666666663,143056.06666666668,147410.8666666666,141604.4666666667,142275.9,144644.5,,,NSE:NIFTY 50,22359.85,22385.95,22358.55,22379.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,142664.6,0.0
2024-03-12 12:45:00+05:30,NSE:MRF,142700.0,142780.0,142262.75,142535.55,238,True,143900.7,146149.95,0.01826644520031606,144644.5,144300.0,143885.7,145337.3,144500.0,143399.81165416667,144507.66666666666,145129.6333333333,143678.03333333333,145959.26666666663,143056.06666666668,147410.8666666666,141604.4666666667,142262.75,144644.5,,,NSE:NIFTY 50,22379.0,22381.2,22335.0,22378.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,142535.55,0.0
2024-03-12 13:15:00+05:30,NSE:MRF,142535.55,142964.95,142474.8,142777.85,177,True,143900.7,146149.95,0.01826644520031606,144644.5,144300.0,143885.7,145337.3,144500.0,143371.8182946293,144507.66666666666,145129.6333333333,143678.03333333333,145959.26666666663,143056.06666666668,147410.8666666666,141604.4666666667,142262.75,144644.5,,,NSE:NIFTY 50,22379.2,22402.1,22370.05,22384.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,142777.85,0.0
2024-03-12 13:45:00+05:30,NSE:MRF,142777.85,143043.5,142738.15,142975.7,151,True,143900.7,146149.95,0.01826644520031606,144644.5,144300.0,143885.7,145337.3,144500.0,143356.0239448552,144507.66666666666,145129.6333333333,143678.03333333333,145959.26666666663,143056.06666666668,147410.8666666666,141604.4666666667,142262.75,144644.5,,,NSE:NIFTY 50,22384.1,22398.1,22365.15,22369.45,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,142975.7,0.0
2024-03-12 14:15:00+05:30,NSE:MRF,142975.7,143000.0,142250.0,142355.05,300,True,143900.7,146149.95,0.01826644520031606,144644.5,144300.0,143885.7,145337.3,144500.0,143302.8039397868,144507.66666666666,145129.6333333333,143678.03333333333,145959.26666666663,143056.06666666668,147410.8666666666,141604.4666666667,142250.0,144644.5,,,NSE:NIFTY 50,22368.5,22381.4,22305.6,22321.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,142355.05,0.0
2024-03-12 14:45:00+05:30,NSE:MRF,142355.05,142843.75,142201.55,142500.0,619,True,143900.7,146149.95,0.01826644520031606,144644.5,144300.0,143885.7,145337.3,144500.0,143209.8767930881,144507.66666666666,145129.6333333333,143678.03333333333,145959.26666666663,143056.06666666668,147410.8666666666,141604.4666666667,142201.55,144644.5,,,NSE:NIFTY 50,22320.3,22363.2,22314.9,22331.65,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,142500.0,0.0
