Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:INDIGObar_count,NSE:INDIGO_order,NSE:INDIGO_position,NSE:INDIGO_ret,NSE:INDIGO_Close,position_change
2024-03-06 09:15:00+05:30,NSE:INDIGO,3196.9,3196.9,3103.05,3115.3,671294,True,,,,3196.9,,,,,3138.4166666666665,,,,,,,,3103.05,3196.9,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,3115.3,
2024-03-06 09:45:00+05:30,NSE:INDIGO,3113.15,3116.9,3067.5,3087.8,60415,True,,,,3196.9,,,,,3134.479597991369,,,,,,,,3067.5,3196.9,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,3087.8,0.0
2024-03-06 10:15:00+05:30,NSE:INDIGO,3087.8,3097.35,3065.0,3090.1,52857,True,,,,3196.9,,,,,3131.0888423875963,,,,,,,,3065.0,3196.9,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,3090.1,0.0
2024-03-06 10:45:00+05:30,NSE:INDIGO,3090.1,3099.0,3056.3,3069.65,30817,True,,,,3196.9,,,,,3128.968362229774,,,,,,,,3056.3,3196.9,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,3069.65,0.0
2024-03-06 11:15:00+05:30,NSE:INDIGO,3069.8,3075.8,3050.6,3059.25,29074,True,,,,3196.9,,,,,3126.658676680202,,,,,,,,3050.6,3196.9,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,3059.25,0.0
2024-03-06 11:45:00+05:30,NSE:INDIGO,3060.0,3065.9,3035.0,3051.35,48601,True,,,,3196.9,,,,,3122.527659886965,,,,,,,,3035.0,3196.9,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,3051.35,0.0
2024-03-06 12:15:00+05:30,NSE:INDIGO,3053.0,3054.3,3041.75,3045.0,27625,True,,,,3196.9,,,,,3120.2619601969404,,,,,,,,3035.0,3196.9,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,3045.0,0.0
2024-03-06 12:45:00+05:30,NSE:INDIGO,3045.0,3053.05,3026.0,3044.4,33767,True,,,,3196.9,,,,,3117.463098486039,,,,,,,,3026.0,3196.9,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,3044.4,0.0
2024-03-06 13:15:00+05:30,NSE:INDIGO,3044.4,3054.6,3036.4,3048.0,31558,True,,,,3196.9,,,,,3115.186531633956,,,,,,,,3026.0,3196.9,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,3048.0,0.0
2024-03-06 13:45:00+05:30,NSE:INDIGO,3048.0,3066.0,3048.0,3063.05,44101,True,,,,3196.9,,,,,3112.7817888204063,,,,,,,,3026.0,3196.9,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,3063.05,0.0
