Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:ADANIPORTSbar_count,NSE:ADANIPORTS_order,NSE:ADANIPORTS_position,NSE:ADANIPORTS_ret,NSE:ADANIPORTS_Close,position_change
2024-03-06 14:15:00+05:30,NSE:ADANIPORTS,1314.8,1322.9,1313.2,1321.95,168169,True,,,,1342.7,,,,,1321.2611463789938,,,,,,,,1304.0,1344.6,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,1321.95,0.0
2024-03-06 14:45:00+05:30,NSE:ADANIPORTS,1321.95,1326.55,1319.5,1324.8,257635,True,,,,1342.7,,,,,1321.4950212011647,,,,,,,,1304.0,1344.6,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,1324.8,0.0
2024-03-06 15:15:00+05:30,NSE:ADANIPORTS,1324.3,1327.45,1323.55,1325.9,154583,True,,,,1342.7,,,,,1321.727694006239,,,,,,,,1304.0,1344.6,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,1325.9,0.0
2024-03-07 09:15:00+05:30,NSE:ADANIPORTS,1329.8,1331.25,1322.05,1323.8,216943,True,1309.85,1344.6,0.03113496932515325,1329.8,1325.9,1304.0,1344.6,1342.7,1325.7,1324.8333333333333,1345.6666666666665,1305.0666666666666,1365.4333333333332,1284.2333333333333,1406.033333333333,1243.6333333333334,1322.05,1331.25,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,1323.8,0.0
2024-03-07 09:45:00+05:30,NSE:ADANIPORTS,1323.8,1325.85,1318.95,1322.7,94104,True,1309.85,1344.6,0.03113496932515325,1329.8,1325.9,1304.0,1344.6,1342.7,1324.731873639675,1324.8333333333333,1345.6666666666665,1305.0666666666666,1365.4333333333332,1284.2333333333333,1406.033333333333,1243.6333333333334,1318.95,1331.25,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,1322.7,0.0
2024-03-07 10:15:00+05:30,NSE:ADANIPORTS,1322.0,1322.45,1315.4,1316.4,125384,True,1309.85,1344.6,0.03113496932515325,1329.8,1325.9,1304.0,1344.6,1342.7,1322.821788018419,1324.8333333333333,1345.6666666666665,1305.0666666666666,1365.4333333333332,1284.2333333333333,1406.033333333333,1243.6333333333334,1315.4,1331.25,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,1316.4,0.0
2024-03-07 10:45:00+05:30,NSE:ADANIPORTS,1316.4,1323.3,1315.0,1321.6,111437,True,1309.85,1344.6,0.03113496932515325,1329.8,1325.9,1304.0,1344.6,1342.7,1322.2410529543613,1324.8333333333333,1345.6666666666665,1305.0666666666666,1365.4333333333332,1284.2333333333333,1406.033333333333,1243.6333333333334,1315.0,1331.25,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1321.6,0.0
2024-03-07 11:15:00+05:30,NSE:ADANIPORTS,1321.6,1322.5,1318.4,1319.35,40926,True,1309.85,1344.6,0.03113496932515325,1329.8,1325.9,1304.0,1344.6,1342.7,1322.091073788116,1324.8333333333333,1345.6666666666665,1305.0666666666666,1365.4333333333332,1284.2333333333333,1406.033333333333,1243.6333333333334,1315.0,1331.25,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1319.35,0.0
2024-03-07 11:45:00+05:30,NSE:ADANIPORTS,1319.35,1324.9,1319.1,1320.95,69042,True,1309.85,1344.6,0.03113496932515325,1329.8,1325.9,1304.0,1344.6,1342.7,1322.0447816781082,1324.8333333333333,1345.6666666666665,1305.0666666666666,1365.4333333333332,1284.2333333333333,1406.033333333333,1243.6333333333334,1315.0,1331.25,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1320.95,0.0
2024-03-07 12:15:00+05:30,NSE:ADANIPORTS,1321.25,1333.0,1320.4,1332.5,178623,True,1309.85,1344.6,0.03113496932515325,1329.8,1325.9,1304.0,1344.6,1342.7,1323.4517446760692,1324.8333333333333,1345.6666666666665,1305.0666666666666,1365.4333333333332,1284.2333333333333,1406.033333333333,1243.6333333333334,1315.0,1333.0,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1332.5,0.0
2024-03-07 12:45:00+05:30,NSE:ADANIPORTS,1332.7,1335.35,1329.7,1332.0,160580,True,1309.85,1344.6,0.03113496932515325,1329.8,1325.9,1304.0,1344.6,1342.7,1324.8848700000704,1324.8333333333333,1345.6666666666665,1305.0666666666666,1365.4333333333332,1284.2333333333333,1406.033333333333,1243.6333333333334,1315.0,1335.35,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1332.0,0.0
2024-03-07 13:15:00+05:30,NSE:ADANIPORTS,1332.05,1332.8,1329.4,1330.8,67226,True,1309.85,1344.6,0.03113496932515325,1329.8,1325.9,1304.0,1344.6,1342.7,1325.2711419618236,1324.8333333333333,1345.6666666666665,1305.0666666666666,1365.4333333333332,1284.2333333333333,1406.033333333333,1243.6333333333334,1315.0,1335.35,,,NSE:NIFTY 50,22507.8,22515.05,22491.3,22509.55,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1330.8,0.0
2024-03-07 13:45:00+05:30,NSE:ADANIPORTS,1330.8,1333.6,1325.55,1327.45,66615,True,1309.85,1344.6,0.03113496932515325,1329.8,1325.9,1304.0,1344.6,1342.7,1325.4829379775044,1324.8333333333333,1345.6666666666665,1305.0666666666666,1365.4333333333332,1284.2333333333333,1406.033333333333,1243.6333333333334,1315.0,1335.35,,,NSE:NIFTY 50,22509.75,22525.65,22485.05,22499.2,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,1327.45,0.0
2024-03-07 14:15:00+05:30,NSE:ADANIPORTS,1327.45,1330.0,1323.15,1323.6,65539,True,1309.85,1344.6,0.03113496932515325,1329.8,1325.9,1304.0,1344.6,1342.7,1325.488437565212,1324.8333333333333,1345.6666666666665,1305.0666666666666,1365.4333333333332,1284.2333333333333,1406.033333333333,1243.6333333333334,1315.0,1335.35,,,NSE:NIFTY 50,22498.85,22522.05,22482.85,22487.45,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,1323.6,0.0
2024-03-07 14:45:00+05:30,NSE:ADANIPORTS,1323.6,1328.95,1322.3,1324.7,258564,True,1309.85,1344.6,0.03113496932515325,1329.8,1325.9,1304.0,1344.6,1342.7,1325.4579122803038,1324.8333333333333,1345.6666666666665,1305.0666666666666,1365.4333333333332,1284.2333333333333,1406.033333333333,1243.6333333333334,1315.0,1335.35,,,NSE:NIFTY 50,22486.65,22517.2,22475.7,22500.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,1324.7,0.0
2024-03-07 15:15:00+05:30,NSE:ADANIPORTS,1324.75,1329.8,1320.25,1329.55,171038,True,1309.85,1344.6,0.03113496932515325,1329.8,1325.9,1304.0,1344.6,1342.7,1325.5710337381865,1324.8333333333333,1345.6666666666665,1305.0666666666666,1365.4333333333332,1284.2333333333333,1406.033333333333,1243.6333333333334,1315.0,1335.35,,,NSE:NIFTY 50,22501.1,22504.9,22464.5,22483.5,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,1329.55,0.0
2024-03-11 09:15:00+05:30,NSE:ADANIPORTS,1331.0,1337.55,1326.6,1336.0,318989,True,1309.85,1344.6,0.03113496932515325,1331.0,1329.55,1315.0,1335.35,1329.8,1333.3833333333332,1326.6333333333332,1338.2666666666664,1317.9166666666665,1346.9833333333331,1306.2833333333333,1367.333333333333,1285.9333333333334,1326.6,1337.55,,,NSE:NIFTY 50,22517.5,22526.6,22458.95,22474.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22458.95,22526.6,22430.0,0,False,True,0,0,0,0.0,1336.0,0.0
2024-03-11 09:45:00+05:30,NSE:ADANIPORTS,1335.65,1338.0,1331.0,1334.9,179990,True,1309.85,1344.6,0.03113496932515325,1331.0,1329.55,1315.0,1335.35,1329.8,1333.834229062412,1326.6333333333332,1338.2666666666664,1317.9166666666665,1346.9833333333331,1306.2833333333333,1367.333333333333,1285.9333333333334,1326.6,1338.0,,,NSE:NIFTY 50,22474.8,22485.85,22429.65,22431.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22429.65,22526.6,22429.65,0,False,False,0,0,0,0.0,1334.9,0.0
2024-03-11 10:15:00+05:30,NSE:ADANIPORTS,1334.5,1342.0,1333.0,1336.55,289088,True,1309.85,1344.6,0.03113496932515325,1331.0,1329.55,1315.0,1335.35,1329.8,1335.062786856955,1326.6333333333332,1338.2666666666664,1317.9166666666665,1346.9833333333331,1306.2833333333333,1367.333333333333,1285.9333333333334,1326.6,1342.0,,,NSE:NIFTY 50,22430.85,22461.7,22424.2,22437.4,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22424.2,22526.6,22424.2,0,False,False,0,0,0,0.0,1336.55,0.0
2024-03-11 10:45:00+05:30,NSE:ADANIPORTS,1336.55,1342.35,1333.7,1339.35,154497,True,1309.85,1344.6,0.03113496932515325,1331.0,1329.55,1315.0,1335.35,1329.8,1335.6207216167813,1326.6333333333332,1338.2666666666664,1317.9166666666665,1346.9833333333331,1306.2833333333333,1367.333333333333,1285.9333333333334,1326.6,1342.35,,,NSE:NIFTY 50,22436.8,22446.3,22411.3,22417.25,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22411.3,22526.6,22411.3,1,False,False,0,0,0,0.0,1339.35,0.0
2024-03-11 11:15:00+05:30,NSE:ADANIPORTS,1338.85,1341.4,1336.05,1336.5,75011,True,1309.85,1344.6,0.03113496932515325,1331.0,1329.55,1315.0,1335.35,1329.8,1335.794882604886,1326.6333333333332,1338.2666666666664,1317.9166666666665,1346.9833333333331,1306.2833333333333,1367.333333333333,1285.9333333333334,1326.6,1342.35,,,NSE:NIFTY 50,22416.55,22439.45,22395.55,22420.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22395.55,22526.6,22395.55,0,False,False,0,0,0,0.0,1336.5,0.0
2024-03-11 11:45:00+05:30,NSE:ADANIPORTS,1336.55,1337.15,1325.0,1326.9,188964,True,1309.85,1344.6,0.03113496932515325,1331.0,1329.55,1315.0,1335.35,1329.8,1334.8377127193291,1326.6333333333332,1338.2666666666664,1317.9166666666665,1346.9833333333331,1306.2833333333333,1367.333333333333,1285.9333333333334,1325.0,1342.35,,,NSE:NIFTY 50,22420.55,22424.15,22366.85,22373.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,1326.9,0.0
2024-03-11 12:15:00+05:30,NSE:ADANIPORTS,1326.9,1333.3,1326.2,1332.7,134524,True,1309.85,1344.6,0.03113496932515325,1331.0,1329.55,1315.0,1335.35,1329.8,1334.4259963924142,1326.6333333333332,1338.2666666666664,1317.9166666666665,1346.9833333333331,1306.2833333333333,1367.333333333333,1285.9333333333334,1325.0,1342.35,,,NSE:NIFTY 50,22373.05,22421.55,22369.55,22411.2,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,1332.7,0.0
2024-03-11 12:45:00+05:30,NSE:ADANIPORTS,1333.25,1337.5,1328.05,1329.6,164539,True,1309.85,1344.6,0.03113496932515325,1331.0,1329.55,1315.0,1335.35,1329.8,1334.129908579204,1326.6333333333332,1338.2666666666664,1317.9166666666665,1346.9833333333331,1306.2833333333333,1367.333333333333,1285.9333333333334,1325.0,1342.35,,,NSE:NIFTY 50,22411.7,22423.1,22389.3,22392.95,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,1329.6,0.0
2024-03-11 13:15:00+05:30,NSE:ADANIPORTS,1329.6,1331.7,1327.0,1328.1,63667,True,1309.85,1344.6,0.03113496932515325,1331.0,1329.55,1315.0,1335.35,1329.8,1333.9190777043325,1326.6333333333332,1338.2666666666664,1317.9166666666665,1346.9833333333331,1306.2833333333333,1367.333333333333,1285.9333333333334,1325.0,1342.35,,,NSE:NIFTY 50,22393.5,22426.05,22385.85,22399.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,1328.1,0.0
2024-03-11 13:45:00+05:30,NSE:ADANIPORTS,1328.1,1330.3,1326.45,1326.6,49666,True,1309.85,1344.6,0.03113496932515325,1331.0,1329.55,1315.0,1335.35,1329.8,1333.7308441557773,1326.6333333333332,1338.2666666666664,1317.9166666666665,1346.9833333333331,1306.2833333333333,1367.333333333333,1285.9333333333334,1325.0,1342.35,,,NSE:NIFTY 50,22399.35,22419.75,22375.75,22376.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,1326.6,0.0
2024-03-11 14:15:00+05:30,NSE:ADANIPORTS,1326.95,1329.9,1322.05,1329.2,120085,True,1309.85,1344.6,0.03113496932515325,1331.0,1329.55,1315.0,1335.35,1329.8,1333.2695100880574,1326.6333333333332,1338.2666666666664,1317.9166666666665,1346.9833333333331,1306.2833333333333,1367.333333333333,1285.9333333333334,1322.05,1342.35,,,NSE:NIFTY 50,22376.1,22395.85,22341.65,22390.35,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22341.65,22526.6,22341.65,0,False,False,0,0,0,0.0,1329.2,0.0
2024-03-11 14:45:00+05:30,NSE:ADANIPORTS,1329.75,1332.65,1323.65,1325.0,237746,True,1309.85,1344.6,0.03113496932515325,1331.0,1329.55,1315.0,1335.35,1329.8,1332.5275020074876,1326.6333333333332,1338.2666666666664,1317.9166666666665,1346.9833333333331,1306.2833333333333,1367.333333333333,1285.9333333333334,1322.05,1342.35,,,NSE:NIFTY 50,22388.3,22408.65,22308.25,22323.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22308.25,22526.6,22308.25,0,False,False,0,0,0,0.0,1325.0,0.0
2024-03-11 15:15:00+05:30,NSE:ADANIPORTS,1324.9,1328.55,1324.1,1326.45,232998,True,1309.85,1344.6,0.03113496932515325,1331.0,1329.55,1315.0,1335.35,1329.8,1331.8779021802027,1326.6333333333332,1338.2666666666664,1317.9166666666665,1346.9833333333331,1306.2833333333333,1367.333333333333,1285.9333333333334,1322.05,1342.35,,,NSE:NIFTY 50,22322.2,22337.4,22307.25,22319.85,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22307.25,22526.6,22307.25,0,False,False,0,0,0,0.0,1326.45,0.0
2024-03-12 09:15:00+05:30,NSE:ADANIPORTS,1335.0,1346.95,1327.3,1336.0,1012700,True,1309.85,1344.6,0.03113496932515325,1335.0,1326.45,1322.05,1342.35,1331.0,1336.75,1330.283333333333,1338.5166666666662,1318.2166666666662,1350.583333333333,1309.9833333333331,1370.883333333333,1289.6833333333332,1327.3,1346.95,,,NSE:NIFTY 50,22334.45,22434.1,22315.0,22428.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22434.1,22315.0,22526.6,22307.25,0,False,True,0,0,0,0.0,1336.0,0.0
2024-03-12 09:45:00+05:30,NSE:ADANIPORTS,1336.0,1336.45,1328.4,1333.45,191358,True,1309.85,1344.6,0.03113496932515325,1335.0,1326.45,1322.05,1342.35,1331.0,1336.116938552794,1330.283333333333,1338.5166666666662,1318.2166666666662,1350.583333333333,1309.9833333333331,1370.883333333333,1289.6833333333332,1327.3,1346.95,,,NSE:NIFTY 50,22429.0,22450.6,22398.2,22437.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22450.6,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,1333.45,0.0
2024-03-12 10:15:00+05:30,NSE:ADANIPORTS,1333.45,1334.65,1323.5,1324.0,205611,True,1309.85,1344.6,0.03113496932515325,1335.0,1326.45,1322.05,1342.35,1331.0,1334.843075466652,1330.283333333333,1338.5166666666662,1318.2166666666662,1350.583333333333,1309.9833333333331,1370.883333333333,1289.6833333333332,1323.5,1346.95,,,NSE:NIFTY 50,22439.4,22452.55,22347.9,22348.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,1324.0,0.0
2024-03-12 10:45:00+05:30,NSE:ADANIPORTS,1324.0,1324.65,1314.45,1316.9,256835,True,1309.85,1344.6,0.03113496932515325,1335.0,1326.45,1322.05,1342.35,1331.0,1332.350031373062,1330.283333333333,1338.5166666666662,1318.2166666666662,1350.583333333333,1309.9833333333331,1370.883333333333,1289.6833333333332,1314.45,1346.95,,,NSE:NIFTY 50,22350.55,22378.55,22256.0,22361.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1316.9,0.0
2024-03-12 11:15:00+05:30,NSE:ADANIPORTS,1316.9,1318.95,1307.1,1307.65,156784,True,1309.85,1344.6,0.03113496932515325,1335.0,1326.45,1322.05,1342.35,1331.0,1330.5342127062027,1330.283333333333,1338.5166666666662,1318.2166666666662,1350.583333333333,1309.9833333333331,1370.883333333333,1289.6833333333332,1307.1,1346.95,,,NSE:NIFTY 50,22362.15,22376.65,22323.85,22324.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1307.65,0.0
2024-03-12 11:45:00+05:30,NSE:ADANIPORTS,1307.6,1316.7,1303.3,1313.1,167110,True,1309.85,1344.6,0.03113496932515325,1335.0,1326.45,1322.05,1342.35,1331.0,1328.8969562620139,1330.283333333333,1338.5166666666662,1318.2166666666662,1350.583333333333,1309.9833333333331,1370.883333333333,1289.6833333333332,1303.3,1346.95,,,NSE:NIFTY 50,22325.6,22392.4,22313.8,22359.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1313.1,0.0
2024-03-12 12:15:00+05:30,NSE:ADANIPORTS,1313.1,1315.75,1307.3,1314.8,105120,True,1309.85,1344.6,0.03113496932515325,1335.0,1326.45,1322.05,1342.35,1331.0,1328.0802684348212,1330.283333333333,1338.5166666666662,1318.2166666666662,1350.583333333333,1309.9833333333331,1370.883333333333,1289.6833333333332,1303.3,1346.95,,,NSE:NIFTY 50,22359.85,22385.95,22358.55,22379.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1314.8,0.0
2024-03-12 12:45:00+05:30,NSE:ADANIPORTS,1314.8,1314.85,1305.85,1308.45,94512,True,1309.85,1344.6,0.03113496932515325,1335.0,1326.45,1322.05,1342.35,1331.0,1327.2877766742922,1330.283333333333,1338.5166666666662,1318.2166666666662,1350.583333333333,1309.9833333333331,1370.883333333333,1289.6833333333332,1303.3,1346.95,,,NSE:NIFTY 50,22379.0,22381.2,22335.0,22378.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1308.45,0.0
2024-03-12 13:15:00+05:30,NSE:ADANIPORTS,1308.6,1314.5,1307.45,1310.2,77968,True,1309.85,1344.6,0.03113496932515325,1335.0,1326.45,1322.05,1342.35,1331.0,1326.718104079751,1330.283333333333,1338.5166666666662,1318.2166666666662,1350.583333333333,1309.9833333333331,1370.883333333333,1289.6833333333332,1303.3,1346.95,,,NSE:NIFTY 50,22379.2,22402.1,22370.05,22384.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1310.2,0.0
2024-03-12 13:45:00+05:30,NSE:ADANIPORTS,1310.2,1312.45,1307.5,1307.95,85175,True,1309.85,1344.6,0.03113496932515325,1335.0,1326.45,1322.05,1342.35,1331.0,1326.0876417146835,1330.283333333333,1338.5166666666662,1318.2166666666662,1350.583333333333,1309.9833333333331,1370.883333333333,1289.6833333333332,1303.3,1346.95,,,NSE:NIFTY 50,22384.1,22398.1,22365.15,22369.45,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1307.95,0.0
