Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:POWERGRIDbar_count,NSE:POWERGRID_order,NSE:POWERGRID_position,NSE:POWERGRID_ret,NSE:POWERGRID_Close,position_change
2024-03-06 14:15:00+05:30,NSE:POWERGRID,291.6,292.2,291.55,291.95,1059826,True,,,,290.3,,,,,289.61732814426523,,,,,,,,286.5,294.35,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,291.95,0.0
2024-03-06 14:45:00+05:30,NSE:POWERGRID,292.0,294.0,291.95,294.0,1924058,True,,,,290.3,,,,,290.1303155921743,,,,,,,,286.5,294.35,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,294.0,0.0
2024-03-06 15:15:00+05:30,NSE:POWERGRID,294.0,294.9,292.95,293.85,1740183,True,,,,290.3,,,,,290.5504135900027,,,,,,,,286.5,294.9,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,293.85,0.0
2024-03-07 09:15:00+05:30,NSE:POWERGRID,294.0,298.9,292.45,293.55,3638852,True,287.0,294.9,0.029319371727748678,294.0,293.85,286.5,294.9,290.3,294.96666666666664,291.75,297.0,288.6,300.15,283.35,308.54999999999995,274.95000000000005,292.45,298.9,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,293.55,0.0
2024-03-07 09:45:00+05:30,NSE:POWERGRID,293.4,294.85,292.35,294.0,871566,True,287.0,294.9,0.029319371727748678,294.0,293.85,286.5,294.9,290.3,294.72834476390733,291.75,297.0,288.6,300.15,283.35,308.54999999999995,274.95000000000005,292.35,298.9,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,294.0,0.0
2024-03-07 10:15:00+05:30,NSE:POWERGRID,294.0,294.0,291.85,292.25,900782,True,287.0,294.9,0.029319371727748678,294.0,293.85,286.5,294.9,290.3,294.39069388182537,291.75,297.0,288.6,300.15,283.35,308.54999999999995,274.95000000000005,291.85,298.9,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,292.25,0.0
2024-03-07 10:45:00+05:30,NSE:POWERGRID,292.25,293.6,291.8,293.2,527601,True,287.0,294.9,0.029319371727748678,294.0,293.85,286.5,294.9,290.3,294.25529983802005,291.75,297.0,288.6,300.15,283.35,308.54999999999995,274.95000000000005,291.8,298.9,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,293.2,0.0
2024-03-07 11:15:00+05:30,NSE:POWERGRID,293.25,293.3,292.45,292.85,345940,True,287.0,294.9,0.029319371727748678,294.0,293.85,286.5,294.9,290.3,294.17886331353986,291.75,297.0,288.6,300.15,283.35,308.54999999999995,274.95000000000005,291.8,298.9,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,292.85,0.0
2024-03-07 11:45:00+05:30,NSE:POWERGRID,292.85,293.65,292.5,293.05,487076,True,287.0,294.9,0.029319371727748678,294.0,293.85,286.5,294.9,290.3,294.0988664243782,291.75,297.0,288.6,300.15,283.35,308.54999999999995,274.95000000000005,291.8,298.9,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,293.05,0.0
2024-03-07 12:15:00+05:30,NSE:POWERGRID,292.95,293.6,291.65,292.8,667837,True,287.0,294.9,0.029319371727748678,294.0,293.85,286.5,294.9,290.3,293.97179796488746,291.75,297.0,288.6,300.15,283.35,308.54999999999995,274.95000000000005,291.65,298.9,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,292.8,0.0
2024-03-07 12:45:00+05:30,NSE:POWERGRID,292.8,293.6,292.55,292.55,747108,True,287.0,294.9,0.029319371727748678,294.0,293.85,286.5,294.9,290.3,293.87398776423044,291.75,297.0,288.6,300.15,283.35,308.54999999999995,274.95000000000005,291.65,298.9,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,292.55,0.0
2024-03-07 13:15:00+05:30,NSE:POWERGRID,292.6,292.85,291.9,291.95,749453,True,287.0,294.9,0.029319371727748678,294.0,293.85,286.5,294.9,290.3,293.73639109884147,291.75,297.0,288.6,300.15,283.35,308.54999999999995,274.95000000000005,291.65,298.9,,,NSE:NIFTY 50,22507.8,22515.05,22491.3,22509.55,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,291.95,0.0
2024-03-07 13:45:00+05:30,NSE:POWERGRID,291.95,293.0,291.85,292.05,840359,True,287.0,294.9,0.029319371727748678,294.0,293.85,286.5,294.9,290.3,293.6129241064746,291.75,297.0,288.6,300.15,283.35,308.54999999999995,274.95000000000005,291.65,298.9,,,NSE:NIFTY 50,22509.75,22525.65,22485.05,22499.2,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,292.05,0.0
2024-03-07 14:15:00+05:30,NSE:POWERGRID,292.05,292.6,291.8,291.9,1220484,True,287.0,294.9,0.029319371727748678,294.0,293.85,286.5,294.9,290.3,293.4450155926552,291.75,297.0,288.6,300.15,283.35,308.54999999999995,274.95000000000005,291.65,298.9,,,NSE:NIFTY 50,22498.85,22522.05,22482.85,22487.45,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,291.9,0.0
2024-03-07 14:45:00+05:30,NSE:POWERGRID,291.9,293.25,291.4,293.0,2313882,True,287.0,294.9,0.029319371727748678,294.0,293.85,286.5,294.9,290.3,293.28943225522266,291.75,297.0,288.6,300.15,283.35,308.54999999999995,274.95000000000005,291.4,298.9,,,NSE:NIFTY 50,22486.65,22517.2,22475.7,22500.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,293.0,0.0
2024-03-07 15:15:00+05:30,NSE:POWERGRID,293.0,293.15,291.0,291.5,1519351,True,287.0,294.9,0.029319371727748678,294.0,293.85,286.5,294.9,290.3,293.14537858809825,291.75,297.0,288.6,300.15,283.35,308.54999999999995,274.95000000000005,291.0,298.9,,,NSE:NIFTY 50,22501.1,22504.9,22464.5,22483.5,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,291.5,0.0
2024-03-11 09:15:00+05:30,NSE:POWERGRID,288.4,291.95,286.3,291.7,2902281,True,287.0,298.9,0.04328097731239078,288.4,291.5,291.0,298.9,294.0,289.98333333333335,293.8,296.6,288.70000000000005,301.7,285.90000000000003,309.59999999999997,278.00000000000006,286.3,291.95,,,NSE:NIFTY 50,22517.5,22526.6,22458.95,22474.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22458.95,22526.6,22430.0,0,False,True,0,0,0,0.0,291.7,0.0
2024-03-11 09:45:00+05:30,NSE:POWERGRID,291.85,291.95,289.15,289.5,1549901,True,287.0,298.9,0.04328097731239078,288.4,291.5,291.0,298.9,294.0,290.0587596935615,293.8,296.6,288.70000000000005,301.7,285.90000000000003,309.59999999999997,278.00000000000006,286.3,291.95,,,NSE:NIFTY 50,22474.8,22485.85,22429.65,22431.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22429.65,22526.6,22429.65,0,False,False,0,0,0,0.0,289.5,0.0
2024-03-11 10:15:00+05:30,NSE:POWERGRID,289.5,289.5,287.3,287.5,1131502,True,287.0,298.9,0.04328097731239078,288.4,291.5,291.0,298.9,294.0,289.6618281138403,293.8,296.6,288.70000000000005,301.7,285.90000000000003,309.59999999999997,278.00000000000006,286.3,291.95,,,NSE:NIFTY 50,22430.85,22461.7,22424.2,22437.4,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22424.2,22526.6,22424.2,0,False,False,0,0,0,0.0,287.5,0.0
2024-03-11 10:45:00+05:30,NSE:POWERGRID,287.4,287.7,286.45,286.75,1952062,True,287.0,298.9,0.04328097731239078,288.4,291.5,291.0,298.9,294.0,288.96367264988316,293.8,296.6,288.70000000000005,301.7,285.90000000000003,309.59999999999997,278.00000000000006,286.3,291.95,,,NSE:NIFTY 50,22436.8,22446.3,22411.3,22417.25,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22411.3,22526.6,22411.3,0,False,False,0,0,0,0.0,286.75,0.0
2024-03-11 11:15:00+05:30,NSE:POWERGRID,286.75,288.4,286.65,287.55,1218648,True,287.0,298.9,0.04328097731239078,288.4,291.5,291.0,298.9,294.0,288.76456347711405,293.8,296.6,288.70000000000005,301.7,285.90000000000003,309.59999999999997,278.00000000000006,286.3,291.95,,,NSE:NIFTY 50,22416.55,22439.45,22395.55,22420.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22395.55,22526.6,22395.55,0,False,False,0,0,0,0.0,287.55,0.0
2024-03-11 11:45:00+05:30,NSE:POWERGRID,287.5,287.55,285.35,286.0,1194524,True,287.0,298.9,0.04328097731239078,288.4,291.5,291.0,298.9,294.0,288.46865388946486,293.8,296.6,288.70000000000005,301.7,285.90000000000003,309.59999999999997,278.00000000000006,285.35,291.95,,,NSE:NIFTY 50,22420.55,22424.15,22366.85,22373.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,286.0,0.0
2024-03-11 12:15:00+05:30,NSE:POWERGRID,286.0,287.85,285.85,287.55,982160,True,287.0,298.9,0.04328097731239078,288.4,291.5,291.0,298.9,294.0,288.3441825027077,293.8,296.6,288.70000000000005,301.7,285.90000000000003,309.59999999999997,278.00000000000006,285.35,291.95,,,NSE:NIFTY 50,22373.05,22421.55,22369.55,22411.2,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,287.55,0.0
2024-03-11 12:45:00+05:30,NSE:POWERGRID,287.65,288.1,286.5,286.9,1090648,True,287.0,298.9,0.04328097731239078,288.4,291.5,291.0,298.9,294.0,288.23735464025714,293.8,296.6,288.70000000000005,301.7,285.90000000000003,309.59999999999997,278.00000000000006,285.35,291.95,,,NSE:NIFTY 50,22411.7,22423.1,22389.3,22392.95,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,286.9,0.0
2024-03-11 13:15:00+05:30,NSE:POWERGRID,286.9,287.4,285.6,285.95,1030684,True,287.0,298.9,0.04328097731239078,288.4,291.5,291.0,298.9,294.0,288.0856874490356,293.8,296.6,288.70000000000005,301.7,285.90000000000003,309.59999999999997,278.00000000000006,285.35,291.95,,,NSE:NIFTY 50,22393.5,22426.05,22385.85,22399.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,285.95,0.0
2024-03-11 13:45:00+05:30,NSE:POWERGRID,285.9,286.45,285.1,285.1,816126,True,287.0,298.9,0.04328097731239078,288.4,291.5,291.0,298.9,294.0,287.9364690704676,293.8,296.6,288.70000000000005,301.7,285.90000000000003,309.59999999999997,278.00000000000006,285.1,291.95,,,NSE:NIFTY 50,22399.35,22419.75,22375.75,22376.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,285.1,0.0
2024-03-11 14:15:00+05:30,NSE:POWERGRID,285.15,285.45,284.4,285.0,1286898,True,287.0,298.9,0.04328097731239078,288.4,291.5,291.0,298.9,294.0,287.6828781093743,293.8,296.6,288.70000000000005,301.7,285.90000000000003,309.59999999999997,278.00000000000006,284.4,291.95,,,NSE:NIFTY 50,22376.1,22395.85,22341.65,22390.35,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22341.65,22526.6,22341.65,0,False,False,0,0,0,0.0,285.0,0.0
2024-03-11 14:45:00+05:30,NSE:POWERGRID,285.0,286.15,284.65,285.35,1949672,True,287.0,298.9,0.04328097731239078,288.4,291.5,291.0,298.9,294.0,287.420771691408,293.8,296.6,288.70000000000005,301.7,285.90000000000003,309.59999999999997,278.00000000000006,284.4,291.95,,,NSE:NIFTY 50,22388.3,22408.65,22308.25,22323.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22308.25,22526.6,22308.25,0,False,False,0,0,0,0.0,285.35,0.0
2024-03-11 15:15:00+05:30,NSE:POWERGRID,285.35,286.4,284.55,285.0,1439335,True,287.0,298.9,0.04328097731239078,288.4,291.5,291.0,298.9,294.0,287.25746064818026,293.8,296.6,288.70000000000005,301.7,285.90000000000003,309.59999999999997,278.00000000000006,284.4,291.95,,,NSE:NIFTY 50,22322.2,22337.4,22307.25,22319.85,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22307.25,22526.6,22307.25,0,False,False,0,0,0,0.0,285.0,0.0
2024-03-12 09:15:00+05:30,NSE:POWERGRID,284.9,285.85,282.75,284.9,2124371,True,285.0,298.9,0.05098452883263005,284.9,285.0,284.4,291.95,288.4,284.5,287.1166666666666,289.83333333333326,282.28333333333325,294.66666666666663,279.5666666666666,302.21666666666664,272.0166666666666,282.75,285.85,,,NSE:NIFTY 50,22334.45,22434.1,22315.0,22428.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22434.1,22315.0,22526.6,22307.25,0,False,True,0,0,0,0.0,284.9,0.0
2024-03-12 09:45:00+05:30,NSE:POWERGRID,284.85,285.2,283.1,284.5,1274741,True,285.0,298.9,0.05098452883263005,284.9,285.0,284.4,291.95,288.4,284.41249492024195,287.1166666666666,289.83333333333326,282.28333333333325,294.66666666666663,279.5666666666666,302.21666666666664,272.0166666666666,282.75,285.85,,,NSE:NIFTY 50,22429.0,22450.6,22398.2,22437.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22450.6,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,284.5,0.0
2024-03-12 10:15:00+05:30,NSE:POWERGRID,284.5,285.35,283.5,284.45,1263340,True,285.0,298.9,0.05098452883263005,284.9,285.0,284.4,291.95,288.4,284.41814130561914,287.1166666666666,289.83333333333326,282.28333333333325,294.66666666666663,279.5666666666666,302.21666666666664,272.0166666666666,282.75,285.85,,,NSE:NIFTY 50,22439.4,22452.55,22347.9,22348.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,284.45,0.0
2024-03-12 10:45:00+05:30,NSE:POWERGRID,284.4,285.95,283.55,285.6,1409950,True,285.0,298.9,0.05098452883263005,284.9,285.0,284.4,291.95,288.4,284.56098263915993,287.1166666666666,289.83333333333326,282.28333333333325,294.66666666666663,279.5666666666666,302.21666666666664,272.0166666666666,282.75,285.95,,,NSE:NIFTY 50,22350.55,22378.55,22256.0,22361.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,285.6,0.0
2024-03-12 11:15:00+05:30,NSE:POWERGRID,285.6,286.3,284.25,285.1,1406816,True,285.0,298.9,0.05098452883263005,284.9,285.0,284.4,291.95,288.4,284.68431462130576,287.1166666666666,289.83333333333326,282.28333333333325,294.66666666666663,279.5666666666666,302.21666666666664,272.0166666666666,282.75,286.3,,,NSE:NIFTY 50,22362.15,22376.65,22323.85,22324.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,285.1,0.0
2024-03-12 11:45:00+05:30,NSE:POWERGRID,285.15,288.65,285.1,287.5,2148585,True,285.0,298.9,0.05098452883263005,284.9,285.0,284.4,291.95,288.4,285.2196907210641,287.1166666666666,289.83333333333326,282.28333333333325,294.66666666666663,279.5666666666666,302.21666666666664,272.0166666666666,282.75,288.65,,,NSE:NIFTY 50,22325.6,22392.4,22313.8,22359.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,287.5,0.0
2024-03-12 12:15:00+05:30,NSE:POWERGRID,287.6,288.2,285.6,286.25,1828437,True,285.0,298.9,0.05098452883263005,284.9,285.0,284.4,291.95,288.4,285.4532907771951,287.1166666666666,289.83333333333326,282.28333333333325,294.66666666666663,279.5666666666666,302.21666666666664,272.0166666666666,282.75,288.65,,,NSE:NIFTY 50,22359.85,22385.95,22358.55,22379.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,286.25,0.0
2024-03-12 12:45:00+05:30,NSE:POWERGRID,286.25,286.3,285.0,285.85,1351906,True,285.0,298.9,0.05098452883263005,284.9,285.0,284.4,291.95,288.4,285.4810902296086,287.1166666666666,289.83333333333326,282.28333333333325,294.66666666666663,279.5666666666666,302.21666666666664,272.0166666666666,282.75,288.65,,,NSE:NIFTY 50,22379.0,22381.2,22335.0,22378.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,285.85,0.0
2024-03-12 13:15:00+05:30,NSE:POWERGRID,285.85,286.45,285.6,286.2,764215,True,285.0,298.9,0.05098452883263005,284.9,285.0,284.4,291.95,288.4,285.51500055762835,287.1166666666666,289.83333333333326,282.28333333333325,294.66666666666663,279.5666666666666,302.21666666666664,272.0166666666666,282.75,288.65,,,NSE:NIFTY 50,22379.2,22402.1,22370.05,22384.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,286.2,0.0
2024-03-12 13:45:00+05:30,NSE:POWERGRID,286.15,287.15,286.15,286.75,769218,True,285.0,298.9,0.05098452883263005,284.9,285.0,284.4,291.95,288.4,285.5776646897342,287.1166666666666,289.83333333333326,282.28333333333325,294.66666666666663,279.5666666666666,302.21666666666664,272.0166666666666,282.75,288.65,,,NSE:NIFTY 50,22384.1,22398.1,22365.15,22369.45,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,286.75,0.0
2024-03-12 14:15:00+05:30,NSE:POWERGRID,286.85,287.35,284.85,285.25,773050,True,285.0,298.9,0.05098452883263005,284.9,285.0,284.4,291.95,288.4,285.5898886403364,287.1166666666666,289.83333333333326,282.28333333333325,294.66666666666663,279.5666666666666,302.21666666666664,272.0166666666666,282.75,288.65,,,NSE:NIFTY 50,22368.5,22381.4,22305.6,22321.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,285.25,0.0
2024-03-12 14:45:00+05:30,NSE:POWERGRID,285.25,286.3,284.55,284.9,1615089,True,285.0,298.9,0.05098452883263005,284.9,285.0,284.4,291.95,288.4,285.5570757498722,287.1166666666666,289.83333333333326,282.28333333333325,294.66666666666663,279.5666666666666,302.21666666666664,272.0166666666666,282.75,288.65,,,NSE:NIFTY 50,22320.3,22363.2,22314.9,22331.65,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,284.9,0.0
2024-03-12 15:15:00+05:30,NSE:POWERGRID,284.9,285.3,284.6,284.95,1140534,True,285.0,298.9,0.05098452883263005,284.9,285.0,284.4,291.95,288.4,285.5183303234896,287.1166666666666,289.83333333333326,282.28333333333325,294.66666666666663,279.5666666666666,302.21666666666664,272.0166666666666,282.75,288.65,,,NSE:NIFTY 50,22329.95,22342.65,22325.05,22333.7,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,284.95,0.0
2024-03-13 09:15:00+05:30,NSE:POWERGRID,283.3,283.9,274.35,275.5,4687511,True,284.45,298.9,0.057117595048629344,283.3,284.95,282.75,288.65,284.9,277.9166666666667,285.45,288.15,282.25,291.34999999999997,279.55,297.24999999999994,273.65000000000003,274.35,283.9,,,NSE:NIFTY 50,22432.2,22446.75,22307.1,22342.25,0,True,22394.983333333337,22432.2,22333.7,22452.55,22334.45,2024-03-07,22446.75,22307.1,22526.6,22256.0,0,False,True,0,0,0,0.0,275.5,0.0
2024-03-13 09:45:00+05:30,NSE:POWERGRID,275.5,275.5,270.6,272.3,9140533,True,284.45,298.9,0.057117595048629344,283.3,284.95,282.75,288.65,284.9,274.5344775069658,285.45,288.15,282.25,291.34999999999997,279.55,297.24999999999994,273.65000000000003,270.6,283.9,,,NSE:NIFTY 50,22343.0,22343.0,22260.75,22336.15,0,True,22394.983333333337,22432.2,22333.7,22452.55,22334.45,2024-03-07,22446.75,22260.75,22526.6,22256.0,0,False,False,0,0,0,0.0,272.3,0.0
