Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:BIOCONbar_count,NSE:BIOCON_order,NSE:BIOCON_position,NSE:BIOCON_ret,NSE:BIOCON_Close,position_change
2024-03-07 10:45:00+05:30,NSE:BIOCON,282.1,285.2,281.9,283.95,2056615,True,270.25,280.85,0.04308263695450343,276.0,274.75,269.25,280.85,280.0,281.2640554466342,274.95,280.65,269.04999999999995,286.55,263.34999999999997,298.15000000000003,251.74999999999994,276.0,285.2,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,1,False,False,0,0,0,0.0,283.95,0.0
2024-03-07 11:15:00+05:30,NSE:BIOCON,283.95,284.85,283.25,283.4,629834,True,270.25,280.85,0.04308263695450343,276.0,274.75,269.25,280.85,280.0,281.5657004890352,274.95,280.65,269.04999999999995,286.55,263.34999999999997,298.15000000000003,251.74999999999994,276.0,285.2,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,1,False,False,0,0,0,0.0,283.4,0.0
2024-03-07 11:45:00+05:30,NSE:BIOCON,283.5,283.7,281.5,281.6,589087,True,270.25,280.85,0.04308263695450343,276.0,274.75,269.25,280.85,280.0,281.63505699730297,274.95,280.65,269.04999999999995,286.55,263.34999999999997,298.15000000000003,251.74999999999994,276.0,285.2,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,1,False,False,0,0,0,0.0,281.6,0.0
2024-03-07 12:15:00+05:30,NSE:BIOCON,281.6,283.6,280.85,283.15,474878,True,270.25,280.85,0.04308263695450343,276.0,274.75,269.25,280.85,280.0,281.7014121922676,274.95,280.65,269.04999999999995,286.55,263.34999999999997,298.15000000000003,251.74999999999994,276.0,285.2,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,1,False,False,0,0,0,0.0,283.15,0.0
2024-03-07 12:45:00+05:30,NSE:BIOCON,283.25,284.2,282.7,283.8,330034,True,270.25,280.85,0.04308263695450343,276.0,274.75,269.25,280.85,280.0,281.7924951661901,274.95,280.65,269.04999999999995,286.55,263.34999999999997,298.15000000000003,251.74999999999994,276.0,285.2,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,1,False,False,0,0,0,0.0,283.8,0.0
2024-03-07 13:15:00+05:30,NSE:BIOCON,283.8,284.2,282.85,283.05,409598,True,270.25,280.85,0.04308263695450343,276.0,274.75,269.25,280.85,280.0,281.8824443473495,274.95,280.65,269.04999999999995,286.55,263.34999999999997,298.15000000000003,251.74999999999994,276.0,285.2,,,NSE:NIFTY 50,22507.8,22515.05,22491.3,22509.55,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,1,False,False,0,0,0,0.0,283.05,0.0
2024-03-07 13:45:00+05:30,NSE:BIOCON,283.05,283.5,281.85,282.75,169056,True,270.25,280.85,0.04308263695450343,276.0,274.75,269.25,280.85,280.0,281.9012813481657,274.95,280.65,269.04999999999995,286.55,263.34999999999997,298.15000000000003,251.74999999999994,276.0,285.2,,,NSE:NIFTY 50,22509.75,22525.65,22485.05,22499.2,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,1,False,False,0,0,0,0.0,282.75,0.0
2024-03-07 14:15:00+05:30,NSE:BIOCON,282.75,282.75,281.2,281.25,475583,True,270.25,280.85,0.04308263695450343,276.0,274.75,269.25,280.85,280.0,281.8910580744799,274.95,280.65,269.04999999999995,286.55,263.34999999999997,298.15000000000003,251.74999999999994,276.0,285.2,,,NSE:NIFTY 50,22498.85,22522.05,22482.85,22487.45,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,1,False,False,0,0,0,0.0,281.25,0.0
2024-03-07 14:45:00+05:30,NSE:BIOCON,281.5,282.1,281.25,281.85,859665,True,270.25,280.85,0.04308263695450343,276.0,274.75,269.25,280.85,280.0,281.8754236299237,274.95,280.65,269.04999999999995,286.55,263.34999999999997,298.15000000000003,251.74999999999994,276.0,285.2,,,NSE:NIFTY 50,22486.65,22517.2,22475.7,22500.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,1,False,False,0,0,0,0.0,281.85,0.0
2024-03-07 15:15:00+05:30,NSE:BIOCON,281.75,282.0,281.6,281.9,350769,True,270.25,280.85,0.04308263695450343,276.0,274.75,269.25,280.85,280.0,281.87378742734796,274.95,280.65,269.04999999999995,286.55,263.34999999999997,298.15000000000003,251.74999999999994,276.0,285.2,,,NSE:NIFTY 50,22501.1,22504.9,22464.5,22483.5,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,1,False,False,0,0,0,0.0,281.9,0.0
2024-03-11 09:15:00+05:30,NSE:BIOCON,284.0,284.45,280.85,283.55,872319,True,270.25,285.2,0.05923862581244199,284.0,281.9,276.0,285.2,276.0,282.95,281.03333333333336,286.0666666666667,276.86666666666673,290.23333333333335,271.83333333333337,299.43333333333334,262.6333333333334,280.85,284.45,,,NSE:NIFTY 50,22517.5,22526.6,22458.95,22474.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22458.95,22526.6,22430.0,1,False,True,0,0,0,0.0,283.55,0.0
2024-03-11 09:45:00+05:30,NSE:BIOCON,283.35,286.2,283.15,285.1,968239,True,270.25,285.2,0.05923862581244199,284.0,281.9,276.0,285.2,276.0,283.9319736550908,281.03333333333336,286.0666666666667,276.86666666666673,290.23333333333335,271.83333333333337,299.43333333333334,262.6333333333334,280.85,286.2,,,NSE:NIFTY 50,22474.8,22485.85,22429.65,22431.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22429.65,22526.6,22429.65,0,False,False,0,0,0,0.0,285.1,0.0
2024-03-11 10:15:00+05:30,NSE:BIOCON,285.35,285.95,284.0,284.5,263893,True,270.25,285.2,0.05923862581244199,284.0,281.9,276.0,285.2,276.0,284.04291199145683,281.03333333333336,286.0666666666667,276.86666666666673,290.23333333333335,271.83333333333337,299.43333333333334,262.6333333333334,280.85,286.2,,,NSE:NIFTY 50,22430.85,22461.7,22424.2,22437.4,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22424.2,22526.6,22424.2,0,False,False,0,0,0,0.0,284.5,0.0
2024-03-11 10:45:00+05:30,NSE:BIOCON,284.5,284.5,283.25,283.75,272464,True,270.25,285.2,0.05923862581244199,284.0,281.9,276.0,285.2,276.0,284.0188881456285,281.03333333333336,286.0666666666667,276.86666666666673,290.23333333333335,271.83333333333337,299.43333333333334,262.6333333333334,280.85,286.2,,,NSE:NIFTY 50,22436.8,22446.3,22411.3,22417.25,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22411.3,22526.6,22411.3,0,False,False,0,0,0,0.0,283.75,0.0
2024-03-11 11:15:00+05:30,NSE:BIOCON,283.55,284.4,282.5,283.35,213426,True,270.25,285.2,0.05923862581244199,284.0,281.9,276.0,285.2,276.0,283.9692693034109,281.03333333333336,286.0666666666667,276.86666666666673,290.23333333333335,271.83333333333337,299.43333333333334,262.6333333333334,280.85,286.2,,,NSE:NIFTY 50,22416.55,22439.45,22395.55,22420.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22395.55,22526.6,22395.55,0,False,False,0,0,0,0.0,283.35,0.0
2024-03-11 11:45:00+05:30,NSE:BIOCON,283.35,283.9,281.35,281.5,322471,True,270.25,285.2,0.05923862581244199,284.0,281.9,276.0,285.2,276.0,283.7789327861416,281.03333333333336,286.0666666666667,276.86666666666673,290.23333333333335,271.83333333333337,299.43333333333334,262.6333333333334,280.85,286.2,,,NSE:NIFTY 50,22420.55,22424.15,22366.85,22373.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,281.5,0.0
2024-03-11 12:15:00+05:30,NSE:BIOCON,281.5,282.95,281.45,282.9,114002,True,270.25,285.2,0.05923862581244199,284.0,281.9,276.0,285.2,276.0,283.72825209389583,281.03333333333336,286.0666666666667,276.86666666666673,290.23333333333335,271.83333333333337,299.43333333333334,262.6333333333334,280.85,286.2,,,NSE:NIFTY 50,22373.05,22421.55,22369.55,22411.2,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,282.9,0.0
2024-03-11 12:45:00+05:30,NSE:BIOCON,282.9,282.9,282.05,282.25,155420,True,270.25,285.2,0.05923862581244199,284.0,281.9,276.0,285.2,276.0,283.6633803904217,281.03333333333336,286.0666666666667,276.86666666666673,290.23333333333335,271.83333333333337,299.43333333333334,262.6333333333334,280.85,286.2,,,NSE:NIFTY 50,22411.7,22423.1,22389.3,22392.95,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,282.25,0.0
2024-03-11 13:15:00+05:30,NSE:BIOCON,282.25,282.7,282.05,282.05,77492,True,270.25,285.2,0.05923862581244199,284.0,281.9,276.0,285.2,276.0,283.6301769432973,281.03333333333336,286.0666666666667,276.86666666666673,290.23333333333335,271.83333333333337,299.43333333333334,262.6333333333334,280.85,286.2,,,NSE:NIFTY 50,22393.5,22426.05,22385.85,22399.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,282.05,0.0
2024-03-11 13:45:00+05:30,NSE:BIOCON,282.05,282.25,281.4,281.45,85587,True,270.25,285.2,0.05923862581244199,284.0,281.9,276.0,285.2,276.0,283.5807950008464,281.03333333333336,286.0666666666667,276.86666666666673,290.23333333333335,271.83333333333337,299.43333333333334,262.6333333333334,280.85,286.2,,,NSE:NIFTY 50,22399.35,22419.75,22375.75,22376.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,281.45,0.0
2024-03-11 14:15:00+05:30,NSE:BIOCON,281.45,281.65,280.3,281.35,173378,True,270.25,285.2,0.05923862581244199,284.0,281.9,276.0,285.2,276.0,283.4585577041765,281.03333333333336,286.0666666666667,276.86666666666673,290.23333333333335,271.83333333333337,299.43333333333334,262.6333333333334,280.3,286.2,,,NSE:NIFTY 50,22376.1,22395.85,22341.65,22390.35,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22341.65,22526.6,22341.65,0,False,False,0,0,0,0.0,281.35,0.0
2024-03-11 14:45:00+05:30,NSE:BIOCON,281.5,281.75,278.45,278.9,311165,True,270.25,285.2,0.05923862581244199,284.0,281.9,276.0,285.2,276.0,283.15318548965456,281.03333333333336,286.0666666666667,276.86666666666673,290.23333333333335,271.83333333333337,299.43333333333334,262.6333333333334,278.45,286.2,,,NSE:NIFTY 50,22388.3,22408.65,22308.25,22323.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22308.25,22526.6,22308.25,0,False,False,0,0,0,0.0,278.9,0.0
2024-03-11 15:15:00+05:30,NSE:BIOCON,278.9,279.7,278.1,279.5,731072,True,270.25,285.2,0.05923862581244199,284.0,281.9,276.0,285.2,276.0,282.50349963136154,281.03333333333336,286.0666666666667,276.86666666666673,290.23333333333335,271.83333333333337,299.43333333333334,262.6333333333334,278.1,286.2,,,NSE:NIFTY 50,22322.2,22337.4,22307.25,22319.85,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22307.25,22526.6,22307.25,0,False,False,0,0,0,0.0,279.5,0.0
2024-03-12 09:15:00+05:30,NSE:BIOCON,279.3,281.65,275.7,277.75,631532,True,270.25,286.2,0.06295264623955421,279.3,279.5,278.1,286.2,284.0,278.3666666666666,281.26666666666665,284.4333333333333,276.3333333333333,289.3666666666666,273.1666666666667,297.4666666666666,265.0666666666667,275.7,281.65,,,NSE:NIFTY 50,22334.45,22434.1,22315.0,22428.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22434.1,22315.0,22526.6,22307.25,0,False,True,0,0,0,0.0,277.75,0.0
2024-03-12 09:45:00+05:30,NSE:BIOCON,277.85,278.1,275.55,276.65,202791,True,270.25,286.2,0.06295264623955421,279.3,279.5,278.1,286.2,284.0,277.9777698005848,281.26666666666665,284.4333333333333,276.3333333333333,289.3666666666666,273.1666666666667,297.4666666666666,265.0666666666667,275.55,281.65,,,NSE:NIFTY 50,22429.0,22450.6,22398.2,22437.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22450.6,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,276.65,0.0
2024-03-12 10:15:00+05:30,NSE:BIOCON,276.65,278.6,276.05,278.2,431707,True,270.25,286.2,0.06295264623955421,279.3,279.5,278.1,286.2,284.0,277.8546362645435,281.26666666666665,284.4333333333333,276.3333333333333,289.3666666666666,273.1666666666667,297.4666666666666,265.0666666666667,275.55,281.65,,,NSE:NIFTY 50,22439.4,22452.55,22347.9,22348.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,278.2,0.0
2024-03-12 10:45:00+05:30,NSE:BIOCON,278.2,278.2,273.7,274.9,512762,True,270.25,286.2,0.06295264623955421,279.3,279.5,278.1,286.2,284.0,277.2047054124372,281.26666666666665,284.4333333333333,276.3333333333333,289.3666666666666,273.1666666666667,297.4666666666666,265.0666666666667,273.7,281.65,,,NSE:NIFTY 50,22350.55,22378.55,22256.0,22361.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,274.9,0.0
2024-03-12 11:15:00+05:30,NSE:BIOCON,274.9,275.6,272.0,272.2,299038,True,270.25,286.2,0.06295264623955421,279.3,279.5,278.1,286.2,284.0,276.63794911839113,281.26666666666665,284.4333333333333,276.3333333333333,289.3666666666666,273.1666666666667,297.4666666666666,265.0666666666667,272.0,281.65,,,NSE:NIFTY 50,22362.15,22376.65,22323.85,22324.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,272.2,0.0
2024-03-12 11:45:00+05:30,NSE:BIOCON,272.2,273.8,272.05,273.5,143381,True,270.25,286.2,0.06295264623955421,279.3,279.5,278.1,286.2,284.0,276.4106474351153,281.26666666666665,284.4333333333333,276.3333333333333,289.3666666666666,273.1666666666667,297.4666666666666,265.0666666666667,272.0,281.65,,,NSE:NIFTY 50,22325.6,22392.4,22313.8,22359.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,273.5,0.0
2024-03-12 12:15:00+05:30,NSE:BIOCON,273.5,274.2,272.65,273.9,84854,True,270.25,286.2,0.06295264623955421,279.3,279.5,278.1,286.2,284.0,276.3066135458743,281.26666666666665,284.4333333333333,276.3333333333333,289.3666666666666,273.1666666666667,297.4666666666666,265.0666666666667,272.0,281.65,,,NSE:NIFTY 50,22359.85,22385.95,22358.55,22379.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,273.9,0.0
2024-03-12 12:45:00+05:30,NSE:BIOCON,273.9,273.95,272.0,272.85,124518,True,270.25,286.2,0.06295264623955421,279.3,279.5,278.1,286.2,284.0,276.1338014651903,281.26666666666665,284.4333333333333,276.3333333333333,289.3666666666666,273.1666666666667,297.4666666666666,265.0666666666667,272.0,281.65,,,NSE:NIFTY 50,22379.0,22381.2,22335.0,22378.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,272.85,0.0
2024-03-12 13:15:00+05:30,NSE:BIOCON,272.85,274.2,272.75,273.85,87571,True,270.25,286.2,0.06295264623955421,279.3,279.5,278.1,286.2,284.0,276.04568631095106,281.26666666666665,284.4333333333333,276.3333333333333,289.3666666666666,273.1666666666667,297.4666666666666,265.0666666666667,272.0,281.65,,,NSE:NIFTY 50,22379.2,22402.1,22370.05,22384.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,273.85,0.0
2024-03-12 13:45:00+05:30,NSE:BIOCON,273.85,274.65,272.9,273.7,149507,True,270.25,286.2,0.06295264623955421,279.3,279.5,278.1,286.2,284.0,275.91702634505157,281.26666666666665,284.4333333333333,276.3333333333333,289.3666666666666,273.1666666666667,297.4666666666666,265.0666666666667,272.0,281.65,,,NSE:NIFTY 50,22384.1,22398.1,22365.15,22369.45,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,273.7,0.0
2024-03-12 14:15:00+05:30,NSE:BIOCON,273.7,273.8,271.1,271.1,186122,True,270.25,286.2,0.06295264623955421,279.3,279.5,278.1,286.2,284.0,275.66156025761825,281.26666666666665,284.4333333333333,276.3333333333333,289.3666666666666,273.1666666666667,297.4666666666666,265.0666666666667,271.1,281.65,,,NSE:NIFTY 50,22368.5,22381.4,22305.6,22321.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,271.1,0.0
2024-03-12 14:45:00+05:30,NSE:BIOCON,271.1,271.55,270.0,270.05,507426,True,270.25,286.2,0.06295264623955421,279.3,279.5,278.1,286.2,284.0,274.8873758271701,281.26666666666665,284.4333333333333,276.3333333333333,289.3666666666666,273.1666666666667,297.4666666666666,265.0666666666667,270.0,281.65,,,NSE:NIFTY 50,22320.3,22363.2,22314.9,22331.65,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,270.05,0.0
2024-03-12 15:15:00+05:30,NSE:BIOCON,270.05,270.75,270.0,270.25,263695,True,270.25,286.2,0.06295264623955421,279.3,279.5,278.1,286.2,284.0,274.55609029921897,281.26666666666665,284.4333333333333,276.3333333333333,289.3666666666666,273.1666666666667,297.4666666666666,265.0666666666667,270.0,281.65,,,NSE:NIFTY 50,22329.95,22342.65,22325.05,22333.7,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,270.25,0.0
2024-03-13 09:15:00+05:30,NSE:BIOCON,271.0,273.45,265.4,266.6,1297045,True,270.05,286.2,0.06295264623955421,271.0,270.25,270.0,281.65,279.3,268.4833333333333,273.96666666666664,277.9333333333333,266.2833333333333,285.6166666666666,262.31666666666666,297.2666666666666,250.66666666666669,265.4,273.45,,,NSE:NIFTY 50,22432.2,22446.75,22307.1,22342.25,0,True,22394.983333333337,22432.2,22333.7,22452.55,22334.45,2024-03-07,22446.75,22307.1,22526.6,22256.0,0,False,True,0,0,0,0.0,266.6,0.0
