Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:NESTLEINDbar_count,NSE:NESTLEIND_order,NSE:NESTLEIND_position,NSE:NESTLEIND_ret,NSE:NESTLEIND_Close,position_change
2024-03-06 09:15:00+05:30,NSE:NESTLEIND,2540.0,2566.2,2529.4,2565.05,50517,True,,,,2540.0,,,,,2553.55,,,,,,,,2529.4,2566.2,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,2565.05,
2024-03-06 09:45:00+05:30,NSE:NESTLEIND,2563.7,2566.75,2540.8,2550.05,49604,True,,,,2540.0,,,,,2553.046302141076,,,,,,,,2529.4,2566.75,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,2550.05,0.0
2024-03-06 10:15:00+05:30,NSE:NESTLEIND,2550.05,2555.75,2536.35,2539.9,36763,True,,,,2540.0,,,,,2550.616732537526,,,,,,,,2529.4,2566.75,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,2539.9,0.0
2024-03-06 10:45:00+05:30,NSE:NESTLEIND,2539.6,2540.7,2518.8,2520.15,132456,True,,,,2540.0,,,,,2538.7811970619537,,,,,,,,2518.8,2566.75,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,2520.15,0.0
2024-03-06 11:15:00+05:30,NSE:NESTLEIND,2520.25,2523.9,2514.05,2518.5,40188,True,,,,2540.0,,,,,2536.1890743863773,,,,,,,,2514.05,2566.75,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,2518.5,0.0
2024-03-06 11:45:00+05:30,NSE:NESTLEIND,2518.5,2520.65,2508.25,2516.15,42778,True,,,,2540.0,,,,,2533.618260215078,,,,,,,,2508.25,2566.75,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2516.15,0.0
2024-03-06 12:15:00+05:30,NSE:NESTLEIND,2516.25,2521.85,2511.25,2518.8,65383,True,,,,2540.0,,,,,2531.063879305735,,,,,,,,2508.25,2566.75,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2518.8,0.0
2024-03-06 12:45:00+05:30,NSE:NESTLEIND,2518.8,2518.95,2510.65,2513.35,22970,True,,,,2540.0,,,,,2530.190906157974,,,,,,,,2508.25,2566.75,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2513.35,0.0
2024-03-06 13:15:00+05:30,NSE:NESTLEIND,2513.35,2516.7,2510.0,2515.55,27072,True,,,,2540.0,,,,,2529.2586091507014,,,,,,,,2508.25,2566.75,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2515.55,0.0
2024-03-06 13:45:00+05:30,NSE:NESTLEIND,2515.55,2532.2,2515.35,2529.85,106134,True,,,,2540.0,,,,,2528.6189534414307,,,,,,,,2508.25,2566.75,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2529.85,0.0
