Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:ICICIBANKbar_count,NSE:ICICIBANK_order,NSE:ICICIBANK_position,NSE:ICICIBANK_ret,NSE:ICICIBANK_Close,position_change
2024-03-06 14:15:00+05:30,NSE:ICICIBANK,1104.6,1104.8,1101.0,1103.1,1727783,True,,,,1080.3,,,,,1103.9592394967244,,,,,,,,1080.3,1113.55,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,1103.1,0.0
2024-03-06 14:45:00+05:30,NSE:ICICIBANK,1103.0,1103.1,1094.35,1094.8,3038866,True,,,,1080.3,,,,,1102.957558569006,,,,,,,,1080.3,1113.55,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,1094.8,0.0
2024-03-06 15:15:00+05:30,NSE:ICICIBANK,1094.85,1099.25,1094.7,1098.05,1829365,True,,,,1080.3,,,,,1102.4829410132168,,,,,,,,1080.3,1113.55,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,1098.05,0.0
2024-03-07 09:15:00+05:30,NSE:ICICIBANK,1094.95,1094.95,1087.2,1090.25,1128536,True,1094.8,1113.55,0.03077848745718792,1094.95,1098.05,1080.3,1113.55,1080.3,1090.8,1097.3,1114.3,1081.05,1130.55,1064.05,1163.8,1030.8,1087.2,1094.95,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,1090.25,0.0
2024-03-07 09:45:00+05:30,NSE:ICICIBANK,1090.45,1090.45,1086.5,1089.45,537603,True,1094.8,1113.55,0.03077848745718792,1094.95,1098.05,1080.3,1113.55,1080.3,1090.1546720891834,1097.3,1114.3,1081.05,1130.55,1064.05,1163.8,1030.8,1086.5,1094.95,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,1089.45,0.0
2024-03-07 10:15:00+05:30,NSE:ICICIBANK,1089.45,1095.0,1089.0,1090.0,752583,True,1094.8,1113.55,0.03077848745718792,1094.95,1098.05,1080.3,1113.55,1080.3,1090.521411389982,1097.3,1114.3,1081.05,1130.55,1064.05,1163.8,1030.8,1086.5,1095.0,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,1090.0,0.0
2024-03-07 10:45:00+05:30,NSE:ICICIBANK,1089.6,1090.7,1085.2,1089.55,807308,True,1094.8,1113.55,0.03077848745718792,1094.95,1098.05,1080.3,1113.55,1080.3,1090.0113861516063,1097.3,1114.3,1081.05,1130.55,1064.05,1163.8,1030.8,1085.2,1095.0,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1089.55,0.0
2024-03-07 11:15:00+05:30,NSE:ICICIBANK,1089.45,1092.25,1089.05,1090.65,505024,True,1094.8,1113.55,0.03077848745718792,1094.95,1098.05,1080.3,1113.55,1080.3,1090.097826958995,1097.3,1114.3,1081.05,1130.55,1064.05,1163.8,1030.8,1085.2,1095.0,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1090.65,0.0
2024-03-07 11:45:00+05:30,NSE:ICICIBANK,1090.5,1091.25,1088.75,1089.3,298154,True,1094.8,1113.55,0.03077848745718792,1094.95,1098.05,1080.3,1113.55,1080.3,1090.0733217049105,1097.3,1114.3,1081.05,1130.55,1064.05,1163.8,1030.8,1085.2,1095.0,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1089.3,0.0
2024-03-07 12:15:00+05:30,NSE:ICICIBANK,1089.05,1089.7,1085.4,1085.7,390722,True,1094.8,1113.55,0.03077848745718792,1094.95,1098.05,1080.3,1113.55,1080.3,1089.795746599305,1097.3,1114.3,1081.05,1130.55,1064.05,1163.8,1030.8,1085.2,1095.0,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1085.7,0.0
2024-03-07 12:45:00+05:30,NSE:ICICIBANK,1085.45,1087.0,1082.7,1085.95,888540,True,1094.8,1113.55,0.03077848745718792,1094.95,1098.05,1080.3,1113.55,1080.3,1089.0292930480282,1097.3,1114.3,1081.05,1130.55,1064.05,1163.8,1030.8,1082.7,1095.0,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1085.95,0.0
2024-03-07 13:15:00+05:30,NSE:ICICIBANK,1085.6,1086.35,1084.35,1085.35,610073,True,1094.8,1113.55,0.03077848745718792,1094.95,1098.05,1080.3,1113.55,1080.3,1088.650037993585,1097.3,1114.3,1081.05,1130.55,1064.05,1163.8,1030.8,1082.7,1095.0,,,NSE:NIFTY 50,22507.8,22515.05,22491.3,22509.55,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1085.35,0.0
2024-03-07 13:45:00+05:30,NSE:ICICIBANK,1085.35,1088.6,1085.1,1087.0,698190,True,1094.8,1113.55,0.03077848745718792,1094.95,1098.05,1080.3,1113.55,1080.3,1088.4653760120993,1097.3,1114.3,1081.05,1130.55,1064.05,1163.8,1030.8,1082.7,1095.0,,,NSE:NIFTY 50,22509.75,22525.65,22485.05,22499.2,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,1087.0,0.0
2024-03-07 14:15:00+05:30,NSE:ICICIBANK,1087.15,1090.8,1086.15,1088.85,628057,True,1094.8,1113.55,0.03077848745718792,1094.95,1098.05,1080.3,1113.55,1080.3,1088.4770466799819,1097.3,1114.3,1081.05,1130.55,1064.05,1163.8,1030.8,1082.7,1095.0,,,NSE:NIFTY 50,22498.85,22522.05,22482.85,22487.45,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,1088.85,0.0
2024-03-07 14:45:00+05:30,NSE:ICICIBANK,1088.35,1089.75,1086.0,1089.15,1742831,True,1094.8,1113.55,0.03077848745718792,1094.95,1098.05,1080.3,1113.55,1080.3,1088.4427147424958,1097.3,1114.3,1081.05,1130.55,1064.05,1163.8,1030.8,1082.7,1095.0,,,NSE:NIFTY 50,22486.65,22517.2,22475.7,22500.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,1089.15,0.0
2024-03-07 15:15:00+05:30,NSE:ICICIBANK,1089.1,1089.15,1085.25,1086.5,843078,True,1094.8,1113.55,0.03077848745718792,1094.95,1098.05,1080.3,1113.55,1080.3,1088.3161292718519,1097.3,1114.3,1081.05,1130.55,1064.05,1163.8,1030.8,1082.7,1095.0,,,NSE:NIFTY 50,22501.1,22504.9,22464.5,22483.5,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,1086.5,0.0
2024-03-11 09:15:00+05:30,NSE:ICICIBANK,1087.95,1087.95,1081.3,1085.0,928853,True,1085.35,1113.55,0.03077848745718792,1087.95,1086.5,1082.7,1095.0,1094.95,1084.75,1088.0666666666666,1093.4333333333332,1081.1333333333332,1100.3666666666666,1075.7666666666667,1112.6666666666665,1063.4666666666667,1081.3,1087.95,,,NSE:NIFTY 50,22517.5,22526.6,22458.95,22474.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22458.95,22526.6,22430.0,0,False,True,0,0,0,0.0,1085.0,0.0
2024-03-11 09:45:00+05:30,NSE:ICICIBANK,1084.95,1085.05,1081.45,1082.2,595322,True,1085.35,1113.55,0.03077848745718792,1087.95,1086.5,1082.7,1095.0,1094.95,1084.027415191825,1088.0666666666666,1093.4333333333332,1081.1333333333332,1100.3666666666666,1075.7666666666667,1112.6666666666665,1063.4666666666667,1081.3,1087.95,,,NSE:NIFTY 50,22474.8,22485.85,22429.65,22431.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22429.65,22526.6,22429.65,0,False,False,0,0,0,0.0,1082.2,0.0
2024-03-11 10:15:00+05:30,NSE:ICICIBANK,1082.15,1083.5,1080.2,1081.6,2674002,True,1085.35,1113.55,0.03077848745718792,1087.95,1086.5,1082.7,1095.0,1094.95,1082.5874458723395,1088.0666666666666,1093.4333333333332,1081.1333333333332,1100.3666666666666,1075.7666666666667,1112.6666666666665,1063.4666666666667,1080.2,1087.95,,,NSE:NIFTY 50,22430.85,22461.7,22424.2,22437.4,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22424.2,22526.6,22424.2,0,False,False,0,0,0,0.0,1081.6,0.0
2024-03-11 10:45:00+05:30,NSE:ICICIBANK,1081.6,1085.05,1081.1,1084.8,648021,True,1085.35,1113.55,0.03077848745718792,1087.95,1086.5,1082.7,1095.0,1094.95,1082.7295278484287,1088.0666666666666,1093.4333333333332,1081.1333333333332,1100.3666666666666,1075.7666666666667,1112.6666666666665,1063.4666666666667,1080.2,1087.95,,,NSE:NIFTY 50,22436.8,22446.3,22411.3,22417.25,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22411.3,22526.6,22411.3,0,False,False,0,0,0,0.0,1084.8,0.0
2024-03-11 11:15:00+05:30,NSE:ICICIBANK,1084.8,1084.8,1080.1,1081.95,479325,True,1085.35,1113.55,0.03077848745718792,1087.95,1086.5,1082.7,1095.0,1094.95,1082.6893680019784,1088.0666666666666,1093.4333333333332,1081.1333333333332,1100.3666666666666,1075.7666666666667,1112.6666666666665,1063.4666666666667,1080.1,1087.95,,,NSE:NIFTY 50,22416.55,22439.45,22395.55,22420.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22395.55,22526.6,22395.55,0,False,False,0,0,0,0.0,1081.95,0.0
2024-03-11 11:45:00+05:30,NSE:ICICIBANK,1081.9,1082.45,1078.0,1078.85,552821,True,1085.35,1113.55,0.03077848745718792,1087.95,1086.5,1082.7,1095.0,1094.95,1082.4145064636116,1088.0666666666666,1093.4333333333332,1081.1333333333332,1100.3666666666666,1075.7666666666667,1112.6666666666665,1063.4666666666667,1078.0,1087.95,,,NSE:NIFTY 50,22420.55,22424.15,22366.85,22373.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,1078.85,0.0
2024-03-11 12:15:00+05:30,NSE:ICICIBANK,1078.85,1080.4,1078.5,1079.25,409098,True,1085.35,1113.55,0.03077848745718792,1087.95,1086.5,1082.7,1095.0,1094.95,1082.2172804907516,1088.0666666666666,1093.4333333333332,1081.1333333333332,1100.3666666666666,1075.7666666666667,1112.6666666666665,1063.4666666666667,1078.0,1087.95,,,NSE:NIFTY 50,22373.05,22421.55,22369.55,22411.2,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,1079.25,0.0
2024-03-11 12:45:00+05:30,NSE:ICICIBANK,1079.0,1079.75,1076.75,1078.7,425589,True,1085.35,1113.55,0.03077848745718792,1087.95,1086.5,1082.7,1095.0,1094.95,1081.9752746685265,1088.0666666666666,1093.4333333333332,1081.1333333333332,1100.3666666666666,1075.7666666666667,1112.6666666666665,1063.4666666666667,1076.75,1087.95,,,NSE:NIFTY 50,22411.7,22423.1,22389.3,22392.95,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,1078.7,0.0
2024-03-11 13:15:00+05:30,NSE:ICICIBANK,1078.6,1080.7,1077.6,1079.5,361676,True,1085.35,1113.55,0.03077848745718792,1087.95,1086.5,1082.7,1095.0,1094.95,1081.8368041272474,1088.0666666666666,1093.4333333333332,1081.1333333333332,1100.3666666666666,1075.7666666666667,1112.6666666666665,1063.4666666666667,1076.75,1087.95,,,NSE:NIFTY 50,22393.5,22426.05,22385.85,22399.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,1079.5,0.0
2024-03-11 13:45:00+05:30,NSE:ICICIBANK,1079.5,1080.0,1077.25,1077.75,357516,True,1085.35,1113.55,0.03077848745718792,1087.95,1086.5,1082.7,1095.0,1094.95,1081.6682748911956,1088.0666666666666,1093.4333333333332,1081.1333333333332,1100.3666666666666,1075.7666666666667,1112.6666666666665,1063.4666666666667,1076.75,1087.95,,,NSE:NIFTY 50,22399.35,22419.75,22375.75,22376.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,1077.75,0.0
2024-03-11 14:15:00+05:30,NSE:ICICIBANK,1077.75,1082.2,1077.45,1081.1,861232,True,1085.35,1113.55,0.03077848745718792,1087.95,1086.5,1082.7,1095.0,1094.95,1081.5209944488354,1088.0666666666666,1093.4333333333332,1081.1333333333332,1100.3666666666666,1075.7666666666667,1112.6666666666665,1063.4666666666667,1076.75,1087.95,,,NSE:NIFTY 50,22376.1,22395.85,22341.65,22390.35,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22341.65,22526.6,22341.65,0,False,False,0,0,0,0.0,1081.1,0.0
2024-03-11 14:45:00+05:30,NSE:ICICIBANK,1081.1,1082.9,1077.3,1078.4,2972512,True,1085.35,1113.55,0.03077848745718792,1087.95,1086.5,1082.7,1095.0,1094.95,1080.9965524264362,1088.0666666666666,1093.4333333333332,1081.1333333333332,1100.3666666666666,1075.7666666666667,1112.6666666666665,1063.4666666666667,1076.75,1087.95,,,NSE:NIFTY 50,22388.3,22408.65,22308.25,22323.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22308.25,22526.6,22308.25,0,False,False,0,0,0,0.0,1078.4,0.0
2024-03-11 15:15:00+05:30,NSE:ICICIBANK,1078.4,1079.15,1077.0,1077.25,1628141,True,1085.35,1113.55,0.03077848745718792,1087.95,1086.5,1082.7,1095.0,1094.95,1080.592923259988,1088.0666666666666,1093.4333333333332,1081.1333333333332,1100.3666666666666,1075.7666666666667,1112.6666666666665,1063.4666666666667,1076.75,1087.95,,,NSE:NIFTY 50,22322.2,22337.4,22307.25,22319.85,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22307.25,22526.6,22307.25,0,False,False,0,0,0,0.0,1077.25,0.0
2024-03-12 09:15:00+05:30,NSE:ICICIBANK,1077.05,1094.8,1073.7,1091.0,3252637,True,1077.25,1113.55,0.03417692129092176,1077.05,1077.25,1076.75,1087.95,1087.95,1086.5,1080.6499999999999,1084.5499999999997,1073.3499999999997,1091.85,1069.4499999999998,1103.05,1058.2499999999998,1073.7,1094.8,,,NSE:NIFTY 50,22334.45,22434.1,22315.0,22428.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22434.1,22315.0,22526.6,22307.25,0,False,True,0,0,0,0.0,1091.0,0.0
2024-03-12 09:45:00+05:30,NSE:ICICIBANK,1091.0,1091.55,1082.9,1083.9,2549186,True,1077.25,1113.55,0.03417692129092176,1077.05,1077.25,1076.75,1087.95,1087.95,1086.3315722546745,1080.6499999999999,1084.5499999999997,1073.3499999999997,1091.85,1069.4499999999998,1103.05,1058.2499999999998,1073.7,1094.8,,,NSE:NIFTY 50,22429.0,22450.6,22398.2,22437.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22450.6,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,1083.9,0.0
2024-03-12 10:15:00+05:30,NSE:ICICIBANK,1083.85,1085.5,1068.15,1069.0,2819405,True,1077.25,1113.55,0.03417692129092176,1077.05,1077.25,1076.75,1087.95,1087.95,1082.3696279250087,1080.6499999999999,1084.5499999999997,1073.3499999999997,1091.85,1069.4499999999998,1103.05,1058.2499999999998,1068.15,1094.8,,,NSE:NIFTY 50,22439.4,22452.55,22347.9,22348.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,1069.0,0.0
2024-03-12 10:45:00+05:30,NSE:ICICIBANK,1068.55,1074.4,1055.65,1072.25,3714893,True,1077.25,1113.55,0.03417692129092176,1077.05,1077.25,1076.75,1087.95,1087.95,1077.8717200150138,1080.6499999999999,1084.5499999999997,1073.3499999999997,1091.85,1069.4499999999998,1103.05,1058.2499999999998,1055.65,1094.8,,,NSE:NIFTY 50,22350.55,22378.55,22256.0,22361.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1072.25,0.0
2024-03-12 11:15:00+05:30,NSE:ICICIBANK,1072.15,1074.45,1069.15,1072.6,576121,True,1077.25,1113.55,0.03417692129092176,1077.05,1077.25,1076.75,1087.95,1087.95,1077.6127089819104,1080.6499999999999,1084.5499999999997,1073.3499999999997,1091.85,1069.4499999999998,1103.05,1058.2499999999998,1055.65,1094.8,,,NSE:NIFTY 50,22362.15,22376.65,22323.85,22324.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1072.6,0.0
2024-03-12 11:45:00+05:30,NSE:ICICIBANK,1072.65,1077.3,1068.05,1073.05,690446,True,1077.25,1113.55,0.03417692129092176,1077.05,1077.25,1076.75,1087.95,1087.95,1077.368425229631,1080.6499999999999,1084.5499999999997,1073.3499999999997,1091.85,1069.4499999999998,1103.05,1058.2499999999998,1055.65,1094.8,,,NSE:NIFTY 50,22325.6,22392.4,22313.8,22359.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1073.05,0.0
2024-03-12 12:15:00+05:30,NSE:ICICIBANK,1073.2,1077.0,1072.8,1077.0,532890,True,1077.25,1113.55,0.03417692129092176,1077.05,1077.25,1076.75,1087.95,1087.95,1077.301758262025,1080.6499999999999,1084.5499999999997,1073.3499999999997,1091.85,1069.4499999999998,1103.05,1058.2499999999998,1055.65,1094.8,,,NSE:NIFTY 50,22359.85,22385.95,22358.55,22379.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1077.0,0.0
2024-03-12 12:45:00+05:30,NSE:ICICIBANK,1077.0,1082.7,1075.85,1081.9,963162,True,1077.25,1113.55,0.03417692129092176,1077.05,1077.25,1076.75,1087.95,1087.95,1077.4834501256396,1080.6499999999999,1084.5499999999997,1073.3499999999997,1091.85,1069.4499999999998,1103.05,1058.2499999999998,1055.65,1094.8,,,NSE:NIFTY 50,22379.0,22381.2,22335.0,22378.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1081.9,0.0
2024-03-12 13:15:00+05:30,NSE:ICICIBANK,1081.9,1082.55,1077.55,1081.1,858640,True,1077.25,1113.55,0.03417692129092176,1077.05,1077.25,1076.75,1087.95,1087.95,1077.640384809411,1080.6499999999999,1084.5499999999997,1073.3499999999997,1091.85,1069.4499999999998,1103.05,1058.2499999999998,1055.65,1094.8,,,NSE:NIFTY 50,22379.2,22402.1,22370.05,22384.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1081.1,0.0
2024-03-12 13:45:00+05:30,NSE:ICICIBANK,1081.1,1083.0,1079.3,1079.95,1270200,True,1077.25,1113.55,0.03417692129092176,1077.05,1077.25,1076.75,1087.95,1087.95,1077.8696586374872,1080.6499999999999,1084.5499999999997,1073.3499999999997,1091.85,1069.4499999999998,1103.05,1058.2499999999998,1055.65,1094.8,,,NSE:NIFTY 50,22384.1,22398.1,22365.15,22369.45,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1079.95,0.0
2024-03-12 14:15:00+05:30,NSE:ICICIBANK,1079.7,1081.45,1076.3,1077.0,1438280,True,1077.25,1113.55,0.03417692129092176,1077.05,1077.25,1076.75,1087.95,1087.95,1077.8989654776153,1080.6499999999999,1084.5499999999997,1073.3499999999997,1091.85,1069.4499999999998,1103.05,1058.2499999999998,1055.65,1094.8,,,NSE:NIFTY 50,22368.5,22381.4,22305.6,22321.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,1077.0,0.0
