Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim
2024-03-04 09:15:00+05:30,NSE:BHARTIARTL,1132.0,1144.15,1132.0,1142.65,854519,True,,,,1132.0,,,,,1139.6000000000001,,,,,,,,1132.0,1144.15,,,NSE:NIFTY 50,22403.5,22440.9,22361.8,22395.9,0,True,,22403.5,,,,2024-02-29,22440.9,22361.8,22440.9,22361.8,0
2024-03-04 09:45:00+05:30,NSE:BHARTIARTL,1142.15,1147.0,1138.85,1145.6,502590,True,,,,1132.0,,,,,1141.161594905052,,,,,,,,1132.0,1147.0,,,NSE:NIFTY 50,22396.05,22408.0,22358.3,22395.4,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 10:15:00+05:30,NSE:BHARTIARTL,1145.6,1149.25,1143.5,1146.1,528508,True,,,,1132.0,,,,,1142.5971354911064,,,,,,,,1132.0,1149.25,,,NSE:NIFTY 50,22395.0,22432.9,22395.0,22424.45,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 10:45:00+05:30,NSE:BHARTIARTL,1146.1,1146.45,1137.1,1144.9,609298,True,,,,1132.0,,,,,1142.650748502454,,,,,,,,1132.0,1149.25,,,NSE:NIFTY 50,22425.4,22425.4,22372.85,22404.55,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 11:15:00+05:30,NSE:BHARTIARTL,1144.9,1145.05,1141.7,1142.7,346598,True,,,,1132.0,,,,,1142.7116454860493,,,,,,,,1132.0,1149.25,,,NSE:NIFTY 50,22404.8,22418.8,22385.9,22408.55,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 11:45:00+05:30,NSE:BHARTIARTL,1142.65,1144.3,1140.0,1143.25,356121,True,,,,1132.0,,,,,1142.68993066436,,,,,,,,1132.0,1149.25,,,NSE:NIFTY 50,22410.1,22423.9,22389.95,22403.3,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 12:15:00+05:30,NSE:BHARTIARTL,1143.4,1145.0,1141.5,1142.55,364405,True,,,,1132.0,,,,,1142.7233565288495,,,,,,,,1132.0,1149.25,,,NSE:NIFTY 50,22401.0,22426.6,22397.55,22412.4,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 12:45:00+05:30,NSE:BHARTIARTL,1142.55,1142.95,1138.15,1138.25,205442,True,,,,1132.0,,,,,1142.563036079899,,,,,,,,1132.0,1149.25,,,NSE:NIFTY 50,22413.1,22415.15,22372.75,22401.7,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 13:15:00+05:30,NSE:BHARTIARTL,1138.1,1140.75,1137.2,1139.75,228432,True,,,,1132.0,,,,,1142.372688928246,,,,,,,,1132.0,1149.25,,,NSE:NIFTY 50,22402.2,22414.8,22399.25,22407.95,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 13:45:00+05:30,NSE:BHARTIARTL,1139.8,1139.8,1135.25,1137.95,319419,True,,,,1132.0,,,,,1142.024351204805,,,,,,,,1132.0,1149.25,,,NSE:NIFTY 50,22407.15,22430.7,22384.25,22428.2,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 14:15:00+05:30,NSE:BHARTIARTL,1137.95,1138.85,1134.2,1136.0,344580,True,,,,1132.0,,,,,1141.6047578867012,,,,,,,,1132.0,1149.25,,,NSE:NIFTY 50,22428.5,22434.25,22396.3,22407.85,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 14:45:00+05:30,NSE:BHARTIARTL,1136.05,1136.35,1132.8,1133.05,677960,True,,,,1132.0,,,,,1140.6473493307196,,,,,,,,1132.0,1149.25,,,NSE:NIFTY 50,22408.65,22427.25,22403.05,22404.45,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-04 15:15:00+05:30,NSE:BHARTIARTL,1133.15,1137.0,1132.15,1133.25,510577,True,,,,1132.0,,,,,1140.078667489449,,,,,,,,1132.0,1149.25,,,NSE:NIFTY 50,22403.8,22414.8,22383.5,22397.65,0,True,,22403.5,,,,2024-02-29,22440.9,22358.3,22440.9,22358.3,0
2024-03-05 09:15:00+05:30,NSE:BHARTIARTL,1133.05,1144.9,1133.05,1140.5,394651,True,1133.05,1149.25,0.015238515901060179,1133.05,1133.25,1132.0,1149.25,1132.0,1139.4833333333333,1138.1666666666667,1144.3333333333335,1127.0833333333335,1155.4166666666667,1120.9166666666667,1172.6666666666667,1103.6666666666667,1133.05,1144.9,,,NSE:NIFTY 50,22371.25,22406.55,22319.55,22374.95,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22406.55,22319.55,22440.9,22319.55,0
2024-03-05 09:45:00+05:30,NSE:BHARTIARTL,1140.45,1142.5,1138.2,1139.95,171259,True,1133.05,1149.25,0.015238515901060179,1133.05,1133.25,1132.0,1149.25,1132.0,1139.7052589634395,1138.1666666666667,1144.3333333333335,1127.0833333333335,1155.4166666666667,1120.9166666666667,1172.6666666666667,1103.6666666666667,1133.05,1144.9,,,NSE:NIFTY 50,22372.55,22374.35,22324.7,22333.15,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22406.55,22319.55,22440.9,22319.55,0
2024-03-05 10:15:00+05:30,NSE:BHARTIARTL,1139.95,1140.1,1135.3,1138.45,163895,True,1133.05,1149.25,0.015238515901060179,1133.05,1133.25,1132.0,1149.25,1132.0,1139.3110739855165,1138.1666666666667,1144.3333333333335,1127.0833333333335,1155.4166666666667,1120.9166666666667,1172.6666666666667,1103.6666666666667,1133.05,1144.9,,,NSE:NIFTY 50,22332.25,22332.35,22278.65,22306.8,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22406.55,22278.65,22440.9,22278.65,0
2024-03-05 10:45:00+05:30,NSE:BHARTIARTL,1138.45,1140.9,1134.6,1140.5,129231,True,1133.05,1149.25,0.015238515901060179,1133.05,1133.25,1132.0,1149.25,1132.0,1139.2141311307091,1138.1666666666667,1144.3333333333335,1127.0833333333335,1155.4166666666667,1120.9166666666667,1172.6666666666667,1103.6666666666667,1133.05,1144.9,,,NSE:NIFTY 50,22307.5,22315.9,22285.15,22288.65,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22406.55,22278.65,22440.9,22278.65,0
2024-03-05 11:15:00+05:30,NSE:BHARTIARTL,1140.1,1144.25,1137.5,1144.15,399109,True,1133.05,1149.25,0.015238515901060179,1133.05,1133.25,1132.0,1149.25,1132.0,1140.0872909852733,1138.1666666666667,1144.3333333333335,1127.0833333333335,1155.4166666666667,1120.9166666666667,1172.6666666666667,1103.6666666666667,1133.05,1144.9,,,NSE:NIFTY 50,22288.95,22328.45,22269.15,22324.7,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22406.55,22269.15,22440.9,22269.15,0
2024-03-05 11:45:00+05:30,NSE:BHARTIARTL,1143.95,1162.35,1143.95,1162.3,631533,True,1133.05,1149.25,0.015238515901060179,1133.05,1133.25,1132.0,1149.25,1132.0,1145.4721806131345,1138.1666666666667,1144.3333333333335,1127.0833333333335,1155.4166666666667,1120.9166666666667,1172.6666666666667,1103.6666666666667,1133.05,1162.35,,,NSE:NIFTY 50,22324.75,22352.9,22317.35,22340.6,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22406.55,22269.15,22440.9,22269.15,1
2024-03-05 12:15:00+05:30,NSE:BHARTIARTL,1162.3,1163.35,1155.5,1157.6,356475,True,1133.05,1149.25,0.015238515901060179,1133.05,1133.25,1132.0,1149.25,1132.0,1147.5900130430414,1138.1666666666667,1144.3333333333335,1127.0833333333335,1155.4166666666667,1120.9166666666667,1172.6666666666667,1103.6666666666667,1133.05,1163.35,,,NSE:NIFTY 50,22339.5,22342.4,22311.55,22332.75,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22406.55,22269.15,22440.9,22269.15,1
2024-03-05 12:45:00+05:30,NSE:BHARTIARTL,1157.75,1163.95,1156.1,1161.75,351641,True,1133.05,1149.25,0.015238515901060179,1133.05,1133.25,1132.0,1149.25,1132.0,1149.351062927494,1138.1666666666667,1144.3333333333335,1127.0833333333335,1155.4166666666667,1120.9166666666667,1172.6666666666667,1103.6666666666667,1133.05,1163.95,,,NSE:NIFTY 50,22333.55,22416.9,22327.9,22391.1,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22416.9,22269.15,22440.9,22269.15,1
2024-03-05 13:15:00+05:30,NSE:BHARTIARTL,1161.75,1171.9,1160.4,1169.65,447787,True,1133.05,1149.25,0.015238515901060179,1133.05,1133.25,1132.0,1149.25,1132.0,1151.9925174813388,1138.1666666666667,1144.3333333333335,1127.0833333333335,1155.4166666666667,1120.9166666666667,1172.6666666666667,1103.6666666666667,1133.05,1171.9,,,NSE:NIFTY 50,22391.25,22406.7,22376.5,22382.5,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22416.9,22269.15,22440.9,22269.15,1
2024-03-05 13:45:00+05:30,NSE:BHARTIARTL,1169.8,1179.75,1169.2,1171.6,735372,True,1133.05,1149.25,0.015238515901060179,1133.05,1133.25,1132.0,1149.25,1132.0,1156.1788315229874,1138.1666666666667,1144.3333333333335,1127.0833333333335,1155.4166666666667,1120.9166666666667,1172.6666666666667,1103.6666666666667,1133.05,1179.75,,,NSE:NIFTY 50,22382.25,22388.05,22340.0,22355.05,0,True,,22371.25,22397.65,22440.9,22403.5,2024-02-29,22416.9,22269.15,22440.9,22269.15,1
