Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:ABBbar_count,NSE:ABB_order,NSE:ABB_position,NSE:ABB_ret,NSE:ABB_Close,position_change
2024-03-06 09:15:00+05:30,NSE:ABB,5660.0,5719.75,5659.6,5670.0,74561,True,,,,5660.0,,,,,5683.116666666666,,,,,,,,5659.6,5719.75,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,5670.0,
2024-03-06 09:45:00+05:30,NSE:ABB,5672.2,5689.85,5621.05,5640.0,40881,True,,,,5660.0,,,,,5671.495435658887,,,,,,,,5621.05,5719.75,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,5640.0,0.0
2024-03-06 10:15:00+05:30,NSE:ABB,5640.0,5657.1,5596.55,5633.75,30520,True,,,,5660.0,,,,,5662.6377099290685,,,,,,,,5596.55,5719.75,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,5633.75,0.0
2024-03-06 10:45:00+05:30,NSE:ABB,5633.75,5650.0,5601.1,5614.75,19414,True,,,,5660.0,,,,,5657.861253849813,,,,,,,,5596.55,5719.75,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,5614.75,0.0
2024-03-06 11:15:00+05:30,NSE:ABB,5614.75,5636.0,5607.6,5621.45,16752,True,,,,5660.0,,,,,5654.533635227239,,,,,,,,5596.55,5719.75,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,5621.45,0.0
2024-03-06 11:45:00+05:30,NSE:ABB,5623.9,5644.8,5600.15,5614.8,15913,True,,,,5660.0,,,,,5651.752090897003,,,,,,,,5596.55,5719.75,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,5614.8,0.0
2024-03-06 12:15:00+05:30,NSE:ABB,5611.25,5619.3,5588.45,5607.2,17630,True,,,,5660.0,,,,,5647.928984425352,,,,,,,,5588.45,5719.75,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,5607.2,0.0
2024-03-06 12:45:00+05:30,NSE:ABB,5607.2,5625.0,5603.6,5619.0,15778,True,,,,5660.0,,,,,5645.743279368961,,,,,,,,5588.45,5719.75,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,5619.0,0.0
2024-03-06 13:15:00+05:30,NSE:ABB,5619.0,5636.0,5611.9,5632.45,11746,True,,,,5660.0,,,,,5644.8275388063075,,,,,,,,5588.45,5719.75,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,5632.45,0.0
2024-03-06 13:45:00+05:30,NSE:ABB,5632.45,5656.1,5628.05,5655.0,25252,True,,,,5660.0,,,,,5644.973887707195,,,,,,,,5588.45,5719.75,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,5655.0,0.0
