Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:UBLbar_count,NSE:UBL_order,NSE:UBL_position,NSE:UBL_ret,NSE:UBL_Close,position_change
2024-03-06 09:15:00+05:30,NSE:UBL,1705.95,1707.0,1696.0,1699.9,9003,True,,,,1705.95,,,,,1700.9666666666665,,,,,,,,1696.0,1707.0,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,1699.9,
2024-03-06 09:45:00+05:30,NSE:UBL,1699.9,1703.15,1678.15,1683.7,22256,True,,,,1705.95,,,,,1691.971898226644,,,,,,,,1678.15,1707.0,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1683.7,0.0
2024-03-06 10:15:00+05:30,NSE:UBL,1683.7,1686.95,1679.0,1684.8,2755,True,,,,1705.95,,,,,1691.2924575174927,,,,,,,,1678.15,1707.0,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1684.8,0.0
2024-03-06 10:45:00+05:30,NSE:UBL,1684.8,1684.8,1673.9,1676.05,3125,True,,,,1705.95,,,,,1690.1950214060691,,,,,,,,1673.9,1707.0,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1676.05,0.0
2024-03-06 11:15:00+05:30,NSE:UBL,1676.05,1688.0,1674.7,1685.9,5706,True,,,,1705.95,,,,,1689.2190477301901,,,,,,,,1673.9,1707.0,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,1685.9,0.0
2024-03-06 11:45:00+05:30,NSE:UBL,1685.9,1687.85,1684.0,1685.35,2409,True,,,,1705.95,,,,,1689.0334931718744,,,,,,,,1673.9,1707.0,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1685.35,0.0
2024-03-06 12:15:00+05:30,NSE:UBL,1685.35,1689.3,1684.9,1686.75,5910,True,,,,1705.95,,,,,1688.7966773512626,,,,,,,,1673.9,1707.0,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1686.75,0.0
2024-03-06 12:45:00+05:30,NSE:UBL,1686.75,1690.0,1685.0,1690.0,1087,True,,,,1705.95,,,,,1688.7870382066053,,,,,,,,1673.9,1707.0,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1690.0,0.0
2024-03-06 13:15:00+05:30,NSE:UBL,1690.0,1693.9,1689.0,1693.35,4435,True,,,,1705.95,,,,,1689.044933787296,,,,,,,,1673.9,1707.0,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1693.35,0.0
2024-03-06 13:45:00+05:30,NSE:UBL,1693.35,1702.35,1692.8,1701.9,5135,True,,,,1705.95,,,,,1689.8732097507318,,,,,,,,1673.9,1707.0,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1701.9,0.0
2024-03-06 14:15:00+05:30,NSE:UBL,1701.9,1706.8,1701.6,1705.95,16052,True,,,,1705.95,,,,,1692.9466408982144,,,,,,,,1673.9,1707.0,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,1705.95,0.0
2024-03-06 14:45:00+05:30,NSE:UBL,1705.95,1716.75,1702.95,1715.0,34680,True,,,,1705.95,,,,,1698.6838713021123,,,,,,,,1673.9,1716.75,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,1715.0,0.0
2024-03-06 15:15:00+05:30,NSE:UBL,1715.0,1719.75,1711.65,1711.65,28914,True,,,,1705.95,,,,,1701.88582260645,,,,,,,,1673.9,1719.75,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,1711.65,0.0
2024-03-07 09:15:00+05:30,NSE:UBL,1721.0,1725.0,1705.95,1714.05,12527,True,1676.05,1719.75,0.027391122528227507,1721.0,1711.65,1673.9,1719.75,1705.95,1715.0,1701.7666666666667,1729.6333333333332,1683.7833333333333,1747.6166666666666,1655.9166666666667,1793.4666666666665,1610.0666666666668,1705.95,1725.0,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,1714.05,0.0
2024-03-07 09:45:00+05:30,NSE:UBL,1714.0,1716.55,1712.6,1713.2,3811,True,1676.05,1719.75,0.027391122528227507,1721.0,1711.65,1673.9,1719.75,1705.95,1714.7939537683112,1701.7666666666667,1729.6333333333332,1683.7833333333333,1747.6166666666666,1655.9166666666667,1793.4666666666665,1610.0666666666668,1705.95,1725.0,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,1713.2,0.0
2024-03-07 10:15:00+05:30,NSE:UBL,1713.2,1718.45,1710.45,1714.0,2068,True,1676.05,1719.75,0.027391122528227507,1721.0,1711.65,1673.9,1719.75,1705.95,1714.7384557571806,1701.7666666666667,1729.6333333333332,1683.7833333333333,1747.6166666666666,1655.9166666666667,1793.4666666666665,1610.0666666666668,1705.95,1725.0,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,1714.0,0.0
