Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:TVSMOTORbar_count,NSE:TVSMOTOR_order,NSE:TVSMOTOR_position,NSE:TVSMOTOR_ret,NSE:TVSMOTOR_Close,position_change
2024-03-06 09:15:00+05:30,NSE:TVSMOTOR,2295.2,2295.2,2268.3,2282.85,155915,True,,,,2295.2,,,,,2282.116666666667,,,,,,,,2268.3,2295.2,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,2282.85,
2024-03-06 09:45:00+05:30,NSE:TVSMOTOR,2282.8,2283.6,2245.25,2260.1,116074,True,,,,2295.2,,,,,2273.9513271370047,,,,,,,,2245.25,2295.2,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,2260.1,0.0
2024-03-06 10:15:00+05:30,NSE:TVSMOTOR,2261.0,2273.75,2250.95,2271.5,42057,True,,,,2295.2,,,,,2272.8061345047117,,,,,,,,2245.25,2295.2,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,2271.5,0.0
2024-03-06 10:45:00+05:30,NSE:TVSMOTOR,2272.75,2283.5,2267.45,2274.7,88928,True,,,,2295.2,,,,,2273.3380889337777,,,,,,,,2245.25,2295.2,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,2274.7,0.0
2024-03-06 11:15:00+05:30,NSE:TVSMOTOR,2274.7,2278.3,2249.15,2250.0,68819,True,,,,2295.2,,,,,2271.2685158533513,,,,,,,,2245.25,2295.2,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,2250.0,0.0
2024-03-06 11:45:00+05:30,NSE:TVSMOTOR,2249.5,2255.05,2233.65,2240.3,64663,True,,,,2295.2,,,,,2267.8611030541183,,,,,,,,2233.65,2295.2,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2240.3,0.0
2024-03-06 12:15:00+05:30,NSE:TVSMOTOR,2240.95,2240.95,2231.1,2235.5,123723,True,,,,2295.2,,,,,2261.861957817501,,,,,,,,2231.1,2295.2,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2235.5,0.0
2024-03-06 12:45:00+05:30,NSE:TVSMOTOR,2235.5,2247.3,2235.35,2242.0,125231,True,,,,2295.2,,,,,2258.6232840172647,,,,,,,,2231.1,2295.2,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2242.0,0.0
2024-03-06 13:15:00+05:30,NSE:TVSMOTOR,2242.0,2254.55,2238.25,2249.55,72915,True,,,,2295.2,,,,,2257.6741097486383,,,,,,,,2231.1,2295.2,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2249.55,0.0
2024-03-06 13:45:00+05:30,NSE:TVSMOTOR,2249.55,2272.95,2249.5,2270.2,108024,True,,,,2295.2,,,,,2258.4054740575098,,,,,,,,2231.1,2295.2,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,2270.2,0.0
2024-03-06 14:15:00+05:30,NSE:TVSMOTOR,2269.8,2276.0,2263.85,2268.95,67150,True,,,,2295.2,,,,,2259.13282107675,,,,,,,,2231.1,2295.2,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,2268.95,0.0
2024-03-06 14:45:00+05:30,NSE:TVSMOTOR,2268.95,2280.0,2264.45,2278.9,110474,True,,,,2295.2,,,,,2260.6120081068348,,,,,,,,2231.1,2295.2,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,2278.9,0.0
2024-03-06 15:15:00+05:30,NSE:TVSMOTOR,2278.7,2291.9,2278.45,2288.8,99043,True,,,,2295.2,,,,,2262.665456625927,,,,,,,,2231.1,2295.2,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,2288.8,0.0
2024-03-07 09:15:00+05:30,NSE:TVSMOTOR,2286.85,2290.25,2266.45,2271.55,91906,True,2235.5,2295.2,0.02873022276007342,2286.85,2288.8,2231.1,2295.2,2295.2,2276.0833333333335,2271.7,2312.2999999999997,2248.2,2335.7999999999997,2207.6,2399.8999999999996,2143.5,2266.45,2290.25,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,2271.55,0.0
2024-03-07 09:45:00+05:30,NSE:TVSMOTOR,2271.6,2298.0,2270.55,2294.35,97063,True,2235.5,2295.2,0.02873022276007342,2286.85,2288.8,2231.1,2295.2,2295.2,2282.015934183208,2271.7,2312.2999999999997,2248.2,2335.7999999999997,2207.6,2399.8999999999996,2143.5,2266.45,2298.0,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,2294.35,0.0
2024-03-07 10:15:00+05:30,NSE:TVSMOTOR,2294.1,2302.7,2290.1,2296.8,57547,True,2235.5,2295.2,0.02873022276007342,2286.85,2288.8,2231.1,2295.2,2295.2,2285.4048937999964,2271.7,2312.2999999999997,2248.2,2335.7999999999997,2207.6,2399.8999999999996,2143.5,2266.45,2302.7,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,2296.8,0.0
2024-03-07 10:45:00+05:30,NSE:TVSMOTOR,2296.8,2304.85,2292.45,2294.25,56941,True,2235.5,2295.2,0.02873022276007342,2286.85,2288.8,2231.1,2295.2,2295.2,2287.6150129452717,2271.7,2312.2999999999997,2248.2,2335.7999999999997,2207.6,2399.8999999999996,2143.5,2266.45,2304.85,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2294.25,0.0
2024-03-07 11:15:00+05:30,NSE:TVSMOTOR,2295.7,2302.6,2291.3,2299.75,26069,True,2235.5,2295.2,0.02873022276007342,2286.85,2288.8,2231.1,2295.2,2295.2,2288.4273459453884,2271.7,2312.2999999999997,2248.2,2335.7999999999997,2207.6,2399.8999999999996,2143.5,2266.45,2304.85,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2299.75,0.0
2024-03-07 11:45:00+05:30,NSE:TVSMOTOR,2299.75,2299.75,2288.0,2290.75,23419,True,2235.5,2295.2,0.02873022276007342,2286.85,2288.8,2231.1,2295.2,2295.2,2288.7196969310608,2271.7,2312.2999999999997,2248.2,2335.7999999999997,2207.6,2399.8999999999996,2143.5,2266.45,2304.85,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2290.75,0.0
2024-03-07 12:15:00+05:30,NSE:TVSMOTOR,2290.75,2313.45,2288.0,2310.95,55667,True,2235.5,2295.2,0.02873022276007342,2286.85,2288.8,2231.1,2295.2,2295.2,2290.8195640362983,2271.7,2312.2999999999997,2248.2,2335.7999999999997,2207.6,2399.8999999999996,2143.5,2266.45,2313.45,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2310.95,0.0
2024-03-07 12:45:00+05:30,NSE:TVSMOTOR,2310.95,2312.8,2293.2,2294.6,49873,True,2235.5,2295.2,0.02873022276007342,2286.85,2288.8,2231.1,2295.2,2295.2,2291.8399474355756,2271.7,2312.2999999999997,2248.2,2335.7999999999997,2207.6,2399.8999999999996,2143.5,2266.45,2313.45,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,2294.6,0.0
