Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:INDUSTOWERbar_count,NSE:INDUSTOWER_order,NSE:INDUSTOWER_position,NSE:INDUSTOWER_ret,NSE:INDUSTOWER_Close,position_change
2024-03-06 14:15:00+05:30,NSE:INDUSTOWER,253.0,255.75,252.9,254.05,1367946,True,,,,260.55,,,,,252.1050997225488,,,,,,,,246.0,261.0,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,254.05,0.0
2024-03-06 14:45:00+05:30,NSE:INDUSTOWER,254.05,254.15,252.5,253.1,1064261,True,,,,260.55,,,,,252.15575492344453,,,,,,,,246.0,261.0,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,253.1,0.0
2024-03-06 15:15:00+05:30,NSE:INDUSTOWER,253.1,253.5,252.05,253.2,826071,True,,,,260.55,,,,,252.18101855249603,,,,,,,,246.0,261.0,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,253.2,0.0
2024-03-07 09:15:00+05:30,NSE:INDUSTOWER,254.2,256.0,252.95,253.8,1138525,True,247.5,261.0,0.060975609756097615,254.2,253.2,246.0,261.0,260.55,254.25,253.4,260.8,245.8,268.4,238.4,283.4,223.4,252.95,256.0,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,253.8,0.0
2024-03-07 09:45:00+05:30,NSE:INDUSTOWER,253.7,255.55,253.2,255.35,680458,True,247.5,261.0,0.060975609756097615,254.2,253.2,246.0,261.0,260.55,254.41833917634196,253.4,260.8,245.8,268.4,238.4,283.4,223.4,252.95,256.0,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,255.35,0.0
2024-03-07 10:15:00+05:30,NSE:INDUSTOWER,255.35,256.0,253.1,253.35,606452,True,247.5,261.0,0.060975609756097615,254.2,253.2,246.0,261.0,260.55,254.35124406549758,253.4,260.8,245.8,268.4,238.4,283.4,223.4,252.95,256.0,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,253.35,0.0
2024-03-07 10:45:00+05:30,NSE:INDUSTOWER,253.3,254.25,252.55,253.25,584480,True,247.5,261.0,0.060975609756097615,254.2,253.2,246.0,261.0,260.55,254.15681760116152,253.4,260.8,245.8,268.4,238.4,283.4,223.4,252.55,256.0,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,253.25,0.0
2024-03-07 11:15:00+05:30,NSE:INDUSTOWER,253.2,254.85,252.6,254.5,539646,True,247.5,261.0,0.060975609756097615,254.2,253.2,246.0,261.0,260.55,254.13044248288733,253.4,260.8,245.8,268.4,238.4,283.4,223.4,252.55,256.0,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,254.5,0.0
2024-03-07 11:45:00+05:30,NSE:INDUSTOWER,254.55,255.65,253.85,253.9,681137,True,247.5,261.0,0.060975609756097615,254.2,253.2,246.0,261.0,260.55,254.18457414907266,253.4,260.8,245.8,268.4,238.4,283.4,223.4,252.55,256.0,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,253.9,0.0
2024-03-07 12:15:00+05:30,NSE:INDUSTOWER,253.9,255.0,253.4,254.35,771099,True,247.5,261.0,0.060975609756097615,254.2,253.2,246.0,261.0,260.55,254.1946604856881,253.4,260.8,245.8,268.4,238.4,283.4,223.4,252.55,256.0,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,254.35,0.0
2024-03-07 12:45:00+05:30,NSE:INDUSTOWER,254.35,255.6,254.2,255.0,664433,True,247.5,261.0,0.060975609756097615,254.2,253.2,246.0,261.0,260.55,254.2812786808866,253.4,260.8,245.8,268.4,238.4,283.4,223.4,252.55,256.0,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,255.0,0.0
2024-03-07 13:15:00+05:30,NSE:INDUSTOWER,255.0,255.4,253.9,255.0,702085,True,247.5,261.0,0.060975609756097615,254.2,253.2,246.0,261.0,260.55,254.33479105017054,253.4,260.8,245.8,268.4,238.4,283.4,223.4,252.55,256.0,,,NSE:NIFTY 50,22507.8,22515.05,22491.3,22509.55,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,255.0,0.0
2024-03-07 13:45:00+05:30,NSE:INDUSTOWER,255.0,255.2,254.05,255.15,621811,True,247.5,261.0,0.060975609756097615,254.2,253.2,246.0,261.0,260.55,254.37617400125072,253.4,260.8,245.8,268.4,238.4,283.4,223.4,252.55,256.0,,,NSE:NIFTY 50,22509.75,22525.65,22485.05,22499.2,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,255.15,0.0
2024-03-07 14:15:00+05:30,NSE:INDUSTOWER,255.15,258.35,255.15,256.25,1074158,True,247.5,261.0,0.060975609756097615,254.2,253.2,246.0,261.0,260.55,254.67016635740177,253.4,260.8,245.8,268.4,238.4,283.4,223.4,252.55,258.35,,,NSE:NIFTY 50,22498.85,22522.05,22482.85,22487.45,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,256.25,0.0
2024-03-07 14:45:00+05:30,NSE:INDUSTOWER,256.25,257.3,255.15,255.8,923593,True,247.5,261.0,0.060975609756097615,254.2,253.2,246.0,261.0,260.55,254.81538320080108,253.4,260.8,245.8,268.4,238.4,283.4,223.4,252.55,258.35,,,NSE:NIFTY 50,22486.65,22517.2,22475.7,22500.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,255.8,0.0
2024-03-07 15:15:00+05:30,NSE:INDUSTOWER,255.85,255.95,254.0,254.0,586978,True,247.5,261.0,0.060975609756097615,254.2,253.2,246.0,261.0,260.55,254.8052445302479,253.4,260.8,245.8,268.4,238.4,283.4,223.4,252.55,258.35,,,NSE:NIFTY 50,22501.1,22504.9,22464.5,22483.5,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,254.0,0.0
2024-03-11 09:15:00+05:30,NSE:INDUSTOWER,254.0,255.2,250.5,250.9,1385326,True,247.5,261.0,0.060975609756097615,254.0,254.0,252.55,258.35,254.2,252.20000000000005,254.9666666666667,257.3833333333334,251.58333333333337,260.7666666666667,249.16666666666669,266.5666666666667,243.36666666666667,250.5,255.2,,,NSE:NIFTY 50,22517.5,22526.6,22458.95,22474.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22458.95,22526.6,22430.0,0,False,True,0,0,0,0.0,250.9,0.0
2024-03-11 09:45:00+05:30,NSE:INDUSTOWER,251.05,251.9,249.4,249.8,777867,True,247.5,261.0,0.060975609756097615,254.0,254.0,252.55,258.35,254.2,251.54074791292317,254.9666666666667,257.3833333333334,251.58333333333337,260.7666666666667,249.16666666666669,266.5666666666667,243.36666666666667,249.4,255.2,,,NSE:NIFTY 50,22474.8,22485.85,22429.65,22431.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22429.65,22526.6,22429.65,0,False,False,0,0,0,0.0,249.8,0.0
2024-03-11 10:15:00+05:30,NSE:INDUSTOWER,249.8,250.95,249.3,250.7,819362,True,247.5,261.0,0.060975609756097615,254.0,254.0,252.55,258.35,254.2,251.20447057416655,254.9666666666667,257.3833333333334,251.58333333333337,260.7666666666667,249.16666666666669,266.5666666666667,243.36666666666667,249.3,255.2,,,NSE:NIFTY 50,22430.85,22461.7,22424.2,22437.4,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22424.2,22526.6,22424.2,0,False,False,0,0,0,0.0,250.7,0.0
2024-03-11 10:45:00+05:30,NSE:INDUSTOWER,250.65,250.95,247.5,247.65,564184,True,247.5,261.0,0.060975609756097615,254.0,254.0,252.55,258.35,254.2,250.80608145491772,254.9666666666667,257.3833333333334,251.58333333333337,260.7666666666667,249.16666666666669,266.5666666666667,243.36666666666667,247.5,255.2,,,NSE:NIFTY 50,22436.8,22446.3,22411.3,22417.25,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22411.3,22526.6,22411.3,0,False,False,0,0,0,0.0,247.65,0.0
2024-03-11 11:15:00+05:30,NSE:INDUSTOWER,247.65,250.75,247.3,249.35,673491,True,247.5,261.0,0.060975609756097615,254.0,254.0,252.55,258.35,254.2,250.53913372809856,254.9666666666667,257.3833333333334,251.58333333333337,260.7666666666667,249.16666666666669,266.5666666666667,243.36666666666667,247.3,255.2,,,NSE:NIFTY 50,22416.55,22439.45,22395.55,22420.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22395.55,22526.6,22395.55,0,False,False,0,0,0,0.0,249.35,0.0
2024-03-11 11:45:00+05:30,NSE:INDUSTOWER,249.35,249.45,247.5,248.7,626759,True,247.5,261.0,0.060975609756097615,254.0,254.0,252.55,258.35,254.2,250.28192095821413,254.9666666666667,257.3833333333334,251.58333333333337,260.7666666666667,249.16666666666669,266.5666666666667,243.36666666666667,247.3,255.2,,,NSE:NIFTY 50,22420.55,22424.15,22366.85,22373.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,248.7,0.0
2024-03-11 12:15:00+05:30,NSE:INDUSTOWER,248.75,251.65,248.5,251.25,577402,True,247.5,261.0,0.060975609756097615,254.0,254.0,252.55,258.35,254.2,250.30158630710807,254.9666666666667,257.3833333333334,251.58333333333337,260.7666666666667,249.16666666666669,266.5666666666667,243.36666666666667,247.3,255.2,,,NSE:NIFTY 50,22373.05,22421.55,22369.55,22411.2,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,251.25,0.0
2024-03-11 12:45:00+05:30,NSE:INDUSTOWER,251.2,251.55,250.0,250.45,310144,True,247.5,261.0,0.060975609756097615,254.0,254.0,252.55,258.35,254.2,250.32133114832618,254.9666666666667,257.3833333333334,251.58333333333337,260.7666666666667,249.16666666666669,266.5666666666667,243.36666666666667,247.3,255.2,,,NSE:NIFTY 50,22411.7,22423.1,22389.3,22392.95,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,250.45,0.0
2024-03-11 13:15:00+05:30,NSE:INDUSTOWER,250.35,250.75,249.25,249.7,305881,True,247.5,261.0,0.060975609756097615,254.0,254.0,252.55,258.35,254.2,250.29999533420659,254.9666666666667,257.3833333333334,251.58333333333337,260.7666666666667,249.16666666666669,266.5666666666667,243.36666666666667,247.3,255.2,,,NSE:NIFTY 50,22393.5,22426.05,22385.85,22399.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,249.7,0.0
2024-03-11 13:45:00+05:30,NSE:INDUSTOWER,249.7,250.5,249.15,249.25,354285,True,247.5,261.0,0.060975609756097615,254.0,254.0,252.55,258.35,254.2,250.26306032395678,254.9666666666667,257.3833333333334,251.58333333333337,260.7666666666667,249.16666666666669,266.5666666666667,243.36666666666667,247.3,255.2,,,NSE:NIFTY 50,22399.35,22419.75,22375.75,22376.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,249.25,0.0
2024-03-11 14:15:00+05:30,NSE:INDUSTOWER,249.1,250.3,248.35,249.45,527077,True,247.5,261.0,0.060975609756097615,254.0,254.0,252.55,258.35,254.2,250.19480207012322,254.9666666666667,257.3833333333334,251.58333333333337,260.7666666666667,249.16666666666669,266.5666666666667,243.36666666666667,247.3,255.2,,,NSE:NIFTY 50,22376.1,22395.85,22341.65,22390.35,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22341.65,22526.6,22341.65,0,False,False,0,0,0,0.0,249.45,0.0
2024-03-11 14:45:00+05:30,NSE:INDUSTOWER,249.45,250.0,246.4,246.95,640621,True,247.5,261.0,0.060975609756097615,254.0,254.0,252.55,258.35,254.2,249.99052330704407,254.9666666666667,257.3833333333334,251.58333333333337,260.7666666666667,249.16666666666669,266.5666666666667,243.36666666666667,246.4,255.2,,,NSE:NIFTY 50,22388.3,22408.65,22308.25,22323.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22308.25,22526.6,22308.25,0,False,False,0,0,0,0.0,246.95,0.0
2024-03-11 15:15:00+05:30,NSE:INDUSTOWER,247.05,247.9,246.5,247.15,490981,True,247.5,261.0,0.060975609756097615,254.0,254.0,252.55,258.35,254.2,249.8193806389367,254.9666666666667,257.3833333333334,251.58333333333337,260.7666666666667,249.16666666666669,266.5666666666667,243.36666666666667,246.4,255.2,,,NSE:NIFTY 50,22322.2,22337.4,22307.25,22319.85,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22307.25,22526.6,22307.25,0,False,False,0,0,0,0.0,247.15,0.0
2024-03-12 09:15:00+05:30,NSE:INDUSTOWER,249.05,250.55,245.3,247.35,1217041,True,246.95,261.0,0.060975609756097615,249.05,247.15,246.4,255.2,254.0,247.73333333333335,249.58333333333334,252.76666666666668,243.9666666666667,258.3833333333333,240.78333333333336,267.1833333333333,231.98333333333338,245.3,250.55,,,NSE:NIFTY 50,22334.45,22434.1,22315.0,22428.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22434.1,22315.0,22526.6,22307.25,0,False,True,0,0,0,0.0,247.35,0.0
2024-03-12 09:45:00+05:30,NSE:INDUSTOWER,247.35,248.3,246.0,248.0,415049,True,246.95,261.0,0.060975609756097615,249.05,247.15,246.4,255.2,254.0,247.65704176852992,249.58333333333334,252.76666666666668,243.9666666666667,258.3833333333333,240.78333333333336,267.1833333333333,231.98333333333338,245.3,250.55,,,NSE:NIFTY 50,22429.0,22450.6,22398.2,22437.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22450.6,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,248.0,0.0
2024-03-12 10:15:00+05:30,NSE:INDUSTOWER,247.85,248.0,246.3,246.35,405997,True,246.95,261.0,0.060975609756097615,249.05,247.15,246.4,255.2,254.0,247.50291522556856,249.58333333333334,252.76666666666668,243.9666666666667,258.3833333333333,240.78333333333336,267.1833333333333,231.98333333333338,245.3,250.55,,,NSE:NIFTY 50,22439.4,22452.55,22347.9,22348.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,246.35,0.0
2024-03-12 10:45:00+05:30,NSE:INDUSTOWER,246.25,246.55,244.3,245.0,1171488,True,246.95,261.0,0.060975609756097615,249.05,247.15,246.4,255.2,254.0,246.6927725893096,249.58333333333334,252.76666666666668,243.9666666666667,258.3833333333333,240.78333333333336,267.1833333333333,231.98333333333338,244.3,250.55,,,NSE:NIFTY 50,22350.55,22378.55,22256.0,22361.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,245.0,0.0
2024-03-12 11:15:00+05:30,NSE:INDUSTOWER,244.85,245.1,241.7,242.3,1360896,True,246.95,261.0,0.060975609756097615,249.05,247.15,246.4,255.2,254.0,245.6031439174066,249.58333333333334,252.76666666666668,243.9666666666667,258.3833333333333,240.78333333333336,267.1833333333333,231.98333333333338,241.7,250.55,,,NSE:NIFTY 50,22362.15,22376.65,22323.85,22324.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,242.3,0.0
2024-03-12 11:45:00+05:30,NSE:INDUSTOWER,242.3,244.65,242.0,244.0,707036,True,246.95,261.0,0.060975609756097615,249.05,247.15,246.4,255.2,254.0,245.32808096385912,249.58333333333334,252.76666666666668,243.9666666666667,258.3833333333333,240.78333333333336,267.1833333333333,231.98333333333338,241.7,250.55,,,NSE:NIFTY 50,22325.6,22392.4,22313.8,22359.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,244.0,0.0
2024-03-12 12:15:00+05:30,NSE:INDUSTOWER,244.0,245.8,242.85,244.15,706041,True,246.95,261.0,0.060975609756097615,249.05,247.15,246.4,255.2,254.0,245.2028372101859,249.58333333333334,252.76666666666668,243.9666666666667,258.3833333333333,240.78333333333336,267.1833333333333,231.98333333333338,241.7,250.55,,,NSE:NIFTY 50,22359.85,22385.95,22358.55,22379.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,244.15,0.0
2024-03-12 12:45:00+05:30,NSE:INDUSTOWER,244.1,244.85,242.6,244.8,1114047,True,246.95,261.0,0.060975609756097615,249.05,247.15,246.4,255.2,254.0,245.02711854273645,249.58333333333334,252.76666666666668,243.9666666666667,258.3833333333333,240.78333333333336,267.1833333333333,231.98333333333338,241.7,250.55,,,NSE:NIFTY 50,22379.0,22381.2,22335.0,22378.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,244.8,0.0
2024-03-12 13:15:00+05:30,NSE:INDUSTOWER,244.6,245.6,244.25,245.1,432021,True,246.95,261.0,0.060975609756097615,249.05,247.15,246.4,255.2,254.0,245.02460631237147,249.58333333333334,252.76666666666668,243.9666666666667,258.3833333333333,240.78333333333336,267.1833333333333,231.98333333333338,241.7,250.55,,,NSE:NIFTY 50,22379.2,22402.1,22370.05,22384.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,245.1,0.0
2024-03-12 13:45:00+05:30,NSE:INDUSTOWER,245.0,246.8,244.2,246.15,410821,True,246.95,261.0,0.060975609756097615,249.05,247.15,246.4,255.2,254.0,245.06041201510698,249.58333333333334,252.76666666666668,243.9666666666667,258.3833333333333,240.78333333333336,267.1833333333333,231.98333333333338,241.7,250.55,,,NSE:NIFTY 50,22384.1,22398.1,22365.15,22369.45,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,246.15,0.0
2024-03-12 14:15:00+05:30,NSE:INDUSTOWER,246.15,246.75,245.55,246.3,409300,True,246.95,261.0,0.060975609756097615,249.05,247.15,246.4,255.2,254.0,245.11627405749425,249.58333333333334,252.76666666666668,243.9666666666667,258.3833333333333,240.78333333333336,267.1833333333333,231.98333333333338,241.7,250.55,,,NSE:NIFTY 50,22368.5,22381.4,22305.6,22321.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,246.3,0.0
2024-03-12 14:45:00+05:30,NSE:INDUSTOWER,246.3,249.25,246.15,247.35,884238,True,246.95,261.0,0.060975609756097615,249.05,247.15,246.4,255.2,254.0,245.35251766438617,249.58333333333334,252.76666666666668,243.9666666666667,258.3833333333333,240.78333333333336,267.1833333333333,231.98333333333338,241.7,250.55,,,NSE:NIFTY 50,22320.3,22363.2,22314.9,22331.65,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,247.35,0.0
2024-03-12 15:15:00+05:30,NSE:INDUSTOWER,247.4,247.45,246.3,246.8,857815,True,246.95,261.0,0.060975609756097615,249.05,247.15,246.4,255.2,254.0,245.47980556967596,249.58333333333334,252.76666666666668,243.9666666666667,258.3833333333333,240.78333333333336,267.1833333333333,231.98333333333338,241.7,250.55,,,NSE:NIFTY 50,22329.95,22342.65,22325.05,22333.7,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,246.8,0.0
2024-03-13 09:15:00+05:30,NSE:INDUSTOWER,248.0,249.55,241.5,243.45,1979133,True,242.3,261.0,0.07985105502689294,248.0,246.8,241.7,250.55,249.05,244.83333333333334,246.35,251.0,242.14999999999998,255.20000000000002,237.49999999999997,264.05000000000007,228.64999999999995,241.5,249.55,,,NSE:NIFTY 50,22432.2,22446.75,22307.1,22342.25,0,True,22394.983333333337,22432.2,22333.7,22452.55,22334.45,2024-03-07,22446.75,22307.1,22526.6,22256.0,0,False,True,0,0,0,0.0,243.45,0.0
