Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:BAJAJFINSVbar_count,NSE:BAJAJFINSV_order,NSE:BAJAJFINSV_position,NSE:BAJAJFINSV_ret,NSE:BAJAJFINSV_Close,position_change
2024-03-06 09:15:00+05:30,NSE:BAJAJFINSV,1558.0,1558.0,1533.55,1543.0,303605,True,,,,1558.0,,,,,1544.8500000000001,,,,,,,,1533.55,1558.0,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,1543.0,
2024-03-06 09:45:00+05:30,NSE:BAJAJFINSV,1542.95,1548.8,1536.0,1543.95,133300,True,,,,1558.0,,,,,1544.2601387410689,,,,,,,,1533.55,1558.0,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1543.95,0.0
2024-03-06 10:15:00+05:30,NSE:BAJAJFINSV,1543.25,1550.9,1543.2,1545.85,66944,True,,,,1558.0,,,,,1544.5776681439613,,,,,,,,1533.55,1558.0,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1545.85,0.0
2024-03-06 10:45:00+05:30,NSE:BAJAJFINSV,1545.85,1546.35,1537.25,1540.0,76506,True,,,,1558.0,,,,,1544.1324029545137,,,,,,,,1533.55,1558.0,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1540.0,0.0
2024-03-06 11:15:00+05:30,NSE:BAJAJFINSV,1539.3,1540.45,1533.9,1535.85,61754,True,,,,1558.0,,,,,1543.4208070332818,,,,,,,,1533.55,1558.0,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,1535.85,0.0
2024-03-06 11:45:00+05:30,NSE:BAJAJFINSV,1535.0,1537.25,1530.8,1535.05,79398,True,,,,1558.0,,,,,1542.424447140961,,,,,,,,1530.8,1558.0,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1535.05,0.0
2024-03-06 12:15:00+05:30,NSE:BAJAJFINSV,1535.4,1536.85,1532.15,1534.7,47918,True,,,,1558.0,,,,,1541.935082843249,,,,,,,,1530.8,1558.0,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1534.7,0.0
2024-03-06 12:45:00+05:30,NSE:BAJAJFINSV,1534.85,1546.35,1533.4,1545.0,53583,True,,,,1558.0,,,,,1541.9121817365892,,,,,,,,1530.8,1558.0,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1545.0,0.0
2024-03-06 13:15:00+05:30,NSE:BAJAJFINSV,1545.65,1548.05,1542.05,1544.5,48605,True,,,,1558.0,,,,,1542.0769368974534,,,,,,,,1530.8,1558.0,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1544.5,0.0
2024-03-06 13:45:00+05:30,NSE:BAJAJFINSV,1544.5,1548.2,1543.75,1546.7,81723,True,,,,1558.0,,,,,1542.4318077257128,,,,,,,,1530.8,1558.0,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1546.7,0.0
2024-03-06 14:15:00+05:30,NSE:BAJAJFINSV,1546.7,1555.5,1544.6,1554.75,96298,True,,,,1558.0,,,,,1543.274466734754,,,,,,,,1530.8,1558.0,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,1554.75,0.0
2024-03-06 14:45:00+05:30,NSE:BAJAJFINSV,1554.75,1557.45,1551.15,1554.45,94216,True,,,,1558.0,,,,,1544.1867300928152,,,,,,,,1530.8,1558.0,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,1554.45,0.0
2024-03-06 15:15:00+05:30,NSE:BAJAJFINSV,1554.4,1557.0,1552.3,1556.0,89653,True,,,,1558.0,,,,,1544.9799242617707,,,,,,,,1530.8,1558.0,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,1556.0,0.0
2024-03-07 09:15:00+05:30,NSE:BAJAJFINSV,1557.15,1589.65,1557.15,1581.8,274571,True,1534.7,1558.0,0.017768487065586758,1557.15,1556.0,1530.8,1558.0,1558.0,1576.2,1548.2666666666667,1565.7333333333333,1538.5333333333333,1575.4666666666667,1521.0666666666666,1602.6666666666667,1493.8666666666666,1557.15,1589.65,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,1581.8,0.0
2024-03-07 09:45:00+05:30,NSE:BAJAJFINSV,1582.3,1589.45,1580.35,1581.85,68472,True,1534.7,1558.0,0.017768487065586758,1557.15,1556.0,1530.8,1558.0,1558.0,1577.73360715712,1548.2666666666667,1565.7333333333333,1538.5333333333333,1575.4666666666667,1521.0666666666666,1602.6666666666667,1493.8666666666666,1557.15,1589.65,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,1,False,False,0,0,0,0.0,1581.85,0.0
2024-03-07 10:15:00+05:30,NSE:BAJAJFINSV,1581.3,1582.25,1571.2,1572.3,102594,True,1534.7,1558.0,0.017768487065586758,1557.15,1556.0,1530.8,1558.0,1558.0,1577.1618341834271,1548.2666666666667,1565.7333333333333,1538.5333333333333,1575.4666666666667,1521.0666666666666,1602.6666666666667,1493.8666666666666,1557.15,1589.65,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,1,False,False,0,0,0,0.0,1572.3,0.0
2024-03-07 10:45:00+05:30,NSE:BAJAJFINSV,1572.7,1580.0,1568.5,1574.6,97003,True,1534.7,1558.0,0.017768487065586758,1557.15,1556.0,1530.8,1558.0,1558.0,1576.6621665683815,1548.2666666666667,1565.7333333333333,1538.5333333333333,1575.4666666666667,1521.0666666666666,1602.6666666666667,1493.8666666666666,1557.15,1589.65,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,1,False,False,0,0,0,0.0,1574.6,0.0
2024-03-07 11:15:00+05:30,NSE:BAJAJFINSV,1574.65,1577.45,1571.15,1575.0,64825,True,1534.7,1558.0,0.017768487065586758,1557.15,1556.0,1530.8,1558.0,1558.0,1576.434990328661,1548.2666666666667,1565.7333333333333,1538.5333333333333,1575.4666666666667,1521.0666666666666,1602.6666666666667,1493.8666666666666,1557.15,1589.65,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,1,False,False,0,0,0,0.0,1575.0,0.0
2024-03-07 11:45:00+05:30,NSE:BAJAJFINSV,1575.05,1579.5,1575.0,1575.3,56283,True,1534.7,1558.0,0.017768487065586758,1557.15,1556.0,1530.8,1558.0,1558.0,1576.448982445145,1548.2666666666667,1565.7333333333333,1538.5333333333333,1575.4666666666667,1521.0666666666666,1602.6666666666667,1493.8666666666666,1557.15,1589.65,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,1,False,False,0,0,0,0.0,1575.3,0.0
