Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:KOTAKBANKbar_count,NSE:KOTAKBANK_order,NSE:KOTAKBANK_position,NSE:KOTAKBANK_ret,NSE:KOTAKBANK_Close,position_change
2024-03-06 09:15:00+05:30,NSE:KOTAKBANK,1722.85,1743.85,1718.4,1743.25,620972,True,,,,1722.85,,,,,1735.166666666667,,,,,,,,1718.4,1743.85,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,1743.25,
2024-03-06 09:45:00+05:30,NSE:KOTAKBANK,1743.3,1753.65,1738.85,1753.0,1034651,True,,,,1722.85,,,,,1743.499086949948,,,,,,,,1718.4,1753.65,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1753.0,0.0
2024-03-06 10:15:00+05:30,NSE:KOTAKBANK,1752.9,1764.35,1750.2,1752.7,983951,True,,,,1722.85,,,,,1748.0658458839698,,,,,,,,1718.4,1764.35,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1752.7,0.0
2024-03-06 10:45:00+05:30,NSE:KOTAKBANK,1752.7,1756.7,1744.25,1754.55,593347,True,,,,1722.85,,,,,1748.7573033540464,,,,,,,,1718.4,1764.35,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1754.55,0.0
2024-03-06 11:15:00+05:30,NSE:KOTAKBANK,1754.6,1756.0,1749.75,1753.4,319677,True,,,,1722.85,,,,,1749.1435773950968,,,,,,,,1718.4,1764.35,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,1753.4,0.0
2024-03-06 11:45:00+05:30,NSE:KOTAKBANK,1753.45,1760.9,1750.5,1760.75,358785,True,,,,1722.85,,,,,1749.8993972251417,,,,,,,,1718.4,1764.35,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1760.75,0.0
2024-03-06 12:15:00+05:30,NSE:KOTAKBANK,1760.7,1765.0,1758.0,1761.25,598477,True,,,,1722.85,,,,,1751.4277863244831,,,,,,,,1718.4,1765.0,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1761.25,0.0
2024-03-06 12:45:00+05:30,NSE:KOTAKBANK,1761.3,1762.75,1755.6,1761.3,304702,True,,,,1722.85,,,,,1751.9629174713436,,,,,,,,1718.4,1765.0,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1761.3,0.0
2024-03-06 13:15:00+05:30,NSE:KOTAKBANK,1761.45,1761.7,1752.0,1757.5,357537,True,,,,1722.85,,,,,1752.3157295841913,,,,,,,,1718.4,1765.0,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1757.5,0.0
2024-03-06 13:45:00+05:30,NSE:KOTAKBANK,1757.95,1771.95,1755.5,1765.1,470003,True,,,,1722.85,,,,,1753.3043344277246,,,,,,,,1718.4,1771.95,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1765.1,0.0
2024-03-06 14:15:00+05:30,NSE:KOTAKBANK,1765.0,1766.7,1759.35,1762.7,356081,True,,,,1722.85,,,,,1753.8749687141367,,,,,,,,1718.4,1771.95,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,1762.7,0.0
2024-03-06 14:45:00+05:30,NSE:KOTAKBANK,1762.7,1765.25,1756.5,1756.85,930179,True,,,,1722.85,,,,,1754.6346420601774,,,,,,,,1718.4,1771.95,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,1756.85,0.0
2024-03-06 15:15:00+05:30,NSE:KOTAKBANK,1756.85,1763.55,1753.65,1759.7,509484,True,,,,1722.85,,,,,1754.9313808236059,,,,,,,,1718.4,1771.95,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,1759.7,0.0
2024-03-07 09:15:00+05:30,NSE:KOTAKBANK,1759.75,1764.9,1750.6,1753.65,342214,True,1743.25,1771.95,0.031162709497206675,1759.75,1759.7,1718.4,1771.95,1722.85,1756.3833333333332,1750.0166666666667,1781.6333333333332,1728.0833333333333,1803.5666666666666,1696.4666666666667,1857.1166666666666,1642.9166666666667,1750.6,1764.9,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,1753.65,0.0
2024-03-07 09:45:00+05:30,NSE:KOTAKBANK,1754.0,1755.8,1749.1,1755.15,170245,True,1743.25,1771.95,0.031162709497206675,1759.75,1759.7,1718.4,1771.95,1722.85,1755.375623773479,1750.0166666666667,1781.6333333333332,1728.0833333333333,1803.5666666666666,1696.4666666666667,1857.1166666666666,1642.9166666666667,1749.1,1764.9,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,1755.15,0.0
2024-03-07 10:15:00+05:30,NSE:KOTAKBANK,1755.15,1758.05,1751.2,1751.2,160609,True,1743.25,1771.95,0.031162709497206675,1759.75,1759.7,1718.4,1771.95,1722.85,1754.9240811725808,1750.0166666666667,1781.6333333333332,1728.0833333333333,1803.5666666666666,1696.4666666666667,1857.1166666666666,1642.9166666666667,1749.1,1764.9,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,1751.2,0.0
2024-03-07 10:45:00+05:30,NSE:KOTAKBANK,1751.6,1757.75,1747.4,1756.25,157204,True,1743.25,1771.95,0.031162709497206675,1759.75,1759.7,1718.4,1771.95,1722.85,1754.7112472378528,1750.0166666666667,1781.6333333333332,1728.0833333333333,1803.5666666666666,1696.4666666666667,1857.1166666666666,1642.9166666666667,1747.4,1764.9,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1756.25,0.0
