Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:MCDOWELL-Nbar_count,NSE:MCDOWELL-N_order,NSE:MCDOWELL-N_position,NSE:MCDOWELL-N_ret,NSE:MCDOWELL-N_Close,position_change
2024-03-06 09:15:00+05:30,NSE:MCDOWELL-N,1145.6,1153.8,1145.6,1153.8,46898,True,,,,1145.6,,,,,1151.0666666666666,,,,,,,,1145.6,1153.8,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,1153.8,
2024-03-06 09:45:00+05:30,NSE:MCDOWELL-N,1153.85,1154.15,1138.6,1144.1,70663,True,,,,1145.6,,,,,1147.7908069002476,,,,,,,,1138.6,1154.15,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1144.1,0.0
2024-03-06 10:15:00+05:30,NSE:MCDOWELL-N,1143.8,1154.9,1143.2,1154.9,40780,True,,,,1145.6,,,,,1148.6173198981944,,,,,,,,1138.6,1154.9,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1154.9,0.0
2024-03-06 10:45:00+05:30,NSE:MCDOWELL-N,1154.85,1155.35,1145.0,1147.85,71776,True,,,,1145.6,,,,,1148.861446351204,,,,,,,,1138.6,1155.35,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1147.85,0.0
2024-03-06 11:15:00+05:30,NSE:MCDOWELL-N,1147.95,1149.75,1144.9,1145.2,47209,True,,,,1145.6,,,,,1148.4793191646895,,,,,,,,1138.6,1155.35,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,1145.2,0.0
2024-03-06 11:45:00+05:30,NSE:MCDOWELL-N,1145.4,1145.6,1136.5,1138.9,84198,True,,,,1145.6,,,,,1146.5821402359638,,,,,,,,1136.5,1155.35,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1138.9,0.0
2024-03-06 12:15:00+05:30,NSE:MCDOWELL-N,1138.8,1139.25,1134.1,1137.9,32753,True,,,,1145.6,,,,,1145.7930644783573,,,,,,,,1134.1,1155.35,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1137.9,0.0
2024-03-06 12:45:00+05:30,NSE:MCDOWELL-N,1137.9,1142.95,1137.9,1142.45,19234,True,,,,1145.6,,,,,1145.574771852099,,,,,,,,1134.1,1155.35,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1142.45,0.0
2024-03-06 13:15:00+05:30,NSE:MCDOWELL-N,1141.9,1142.6,1123.05,1136.3,192929,True,,,,1145.6,,,,,1141.8871446474507,,,,,,,,1123.05,1155.35,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1136.3,0.0
2024-03-06 13:45:00+05:30,NSE:MCDOWELL-N,1136.3,1146.05,1133.3,1138.5,55493,True,,,,1145.6,,,,,1141.6688547279962,,,,,,,,1123.05,1155.35,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1138.5,0.0
