Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:CIPLAbar_count,NSE:CIPLA_order,NSE:CIPLA_position,NSE:CIPLA_ret,NSE:CIPLA_Close,position_change
2024-03-06 09:15:00+05:30,NSE:CIPLA,1476.0,1479.9,1458.6,1466.95,87519,True,,,,1476.0,,,,,1468.4833333333333,,,,,,,,1458.6,1479.9,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,1466.95,
2024-03-06 09:45:00+05:30,NSE:CIPLA,1467.8,1469.95,1458.7,1463.4,81097,True,,,,1476.0,,,,,1466.335059938954,,,,,,,,1458.6,1479.9,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1463.4,0.0
2024-03-06 10:15:00+05:30,NSE:CIPLA,1463.4,1468.0,1460.0,1464.5,136286,True,,,,1476.0,,,,,1465.3658250847814,,,,,,,,1458.6,1479.9,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1464.5,0.0
2024-03-06 10:45:00+05:30,NSE:CIPLA,1464.4,1464.45,1459.1,1459.25,60700,True,,,,1476.0,,,,,1464.629909391451,,,,,,,,1458.6,1479.9,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1459.25,0.0
2024-03-06 11:15:00+05:30,NSE:CIPLA,1459.25,1460.0,1454.25,1456.15,55768,True,,,,1476.0,,,,,1463.5936268204507,,,,,,,,1454.25,1479.9,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,1456.15,0.0
2024-03-06 11:45:00+05:30,NSE:CIPLA,1456.35,1458.85,1455.55,1458.0,61587,True,,,,1476.0,,,,,1462.812312759383,,,,,,,,1454.25,1479.9,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1458.0,0.0
2024-03-06 12:15:00+05:30,NSE:CIPLA,1458.15,1460.05,1455.0,1456.45,75308,True,,,,1476.0,,,,,1462.0507348063495,,,,,,,,1454.25,1479.9,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1456.45,0.0
2024-03-06 12:45:00+05:30,NSE:CIPLA,1456.0,1460.0,1448.15,1458.0,73200,True,,,,1476.0,,,,,1461.2778435331597,,,,,,,,1448.15,1479.9,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1458.0,0.0
2024-03-06 13:15:00+05:30,NSE:CIPLA,1458.6,1465.3,1458.0,1464.55,52331,True,,,,1476.0,,,,,1461.3803038479311,,,,,,,,1448.15,1479.9,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1464.55,0.0
2024-03-06 13:45:00+05:30,NSE:CIPLA,1464.65,1472.0,1464.4,1470.2,82587,True,,,,1476.0,,,,,1462.1870496214035,,,,,,,,1448.15,1479.9,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1470.2,0.0
2024-03-06 14:15:00+05:30,NSE:CIPLA,1470.1,1481.0,1470.0,1480.15,85662,True,,,,1476.0,,,,,1463.681325223433,,,,,,,,1448.15,1481.0,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,1480.15,0.0
2024-03-06 14:45:00+05:30,NSE:CIPLA,1480.05,1486.0,1476.65,1484.9,166844,True,,,,1476.0,,,,,1466.7656295075649,,,,,,,,1448.15,1486.0,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,1484.9,0.0
2024-03-06 15:15:00+05:30,NSE:CIPLA,1485.0,1489.9,1483.45,1488.0,136562,True,,,,1476.0,,,,,1469.170905314606,,,,,,,,1448.15,1489.9,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,1488.0,0.0
2024-03-07 09:15:00+05:30,NSE:CIPLA,1485.25,1489.9,1475.5,1481.7,156177,True,1456.15,1489.9,0.028829886406794847,1485.25,1488.0,1448.15,1489.9,1476.0,1482.3666666666668,1475.3500000000001,1502.5500000000002,1460.8000000000002,1517.1000000000001,1433.6000000000001,1558.8500000000001,1391.8500000000001,1475.5,1489.9,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,1481.7,0.0
2024-03-07 09:45:00+05:30,NSE:CIPLA,1481.7,1487.0,1479.2,1483.0,75666,True,1456.15,1489.9,0.028829886406794847,1485.25,1488.0,1448.15,1489.9,1476.0,1482.5951238553678,1475.3500000000001,1502.5500000000002,1460.8000000000002,1517.1000000000001,1433.6000000000001,1558.8500000000001,1391.8500000000001,1475.5,1489.9,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,1483.0,0.0
2024-03-07 10:15:00+05:30,NSE:CIPLA,1483.05,1487.0,1479.0,1483.55,100579,True,1456.15,1489.9,0.028829886406794847,1485.25,1488.0,1448.15,1489.9,1476.0,1482.7730949917075,1475.3500000000001,1502.5500000000002,1460.8000000000002,1517.1000000000001,1433.6000000000001,1558.8500000000001,1391.8500000000001,1475.5,1489.9,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,1483.55,0.0
2024-03-07 10:45:00+05:30,NSE:CIPLA,1484.0,1484.85,1476.5,1478.25,109004,True,1456.15,1489.9,0.028829886406794847,1485.25,1488.0,1448.15,1489.9,1476.0,1482.055393014156,1475.3500000000001,1502.5500000000002,1460.8000000000002,1517.1000000000001,1433.6000000000001,1558.8500000000001,1391.8500000000001,1475.5,1489.9,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1478.25,0.0
2024-03-07 11:15:00+05:30,NSE:CIPLA,1478.4,1483.65,1477.05,1483.65,69042,True,1456.15,1489.9,0.028829886406794847,1485.25,1488.0,1448.15,1489.9,1476.0,1481.973512182285,1475.3500000000001,1502.5500000000002,1460.8000000000002,1517.1000000000001,1433.6000000000001,1558.8500000000001,1391.8500000000001,1475.5,1489.9,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1483.65,0.0
2024-03-07 11:45:00+05:30,NSE:CIPLA,1483.65,1486.4,1478.4,1479.65,192482,True,1456.15,1489.9,0.028829886406794847,1485.25,1488.0,1448.15,1489.9,1476.0,1481.839291248785,1475.3500000000001,1502.5500000000002,1460.8000000000002,1517.1000000000001,1433.6000000000001,1558.8500000000001,1391.8500000000001,1475.5,1489.9,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1479.65,0.0
