Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:LICHSGFINbar_count,NSE:LICHSGFIN_order,NSE:LICHSGFIN_position,NSE:LICHSGFIN_ret,NSE:LICHSGFIN_Close,position_change
2024-03-06 09:15:00+05:30,NSE:LICHSGFIN,656.0,656.45,637.0,639.8,425313,True,,,,656.0,,,,,644.4166666666666,,,,,,,,637.0,656.45,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,1,1,1,,639.8,
2024-03-06 09:45:00+05:30,NSE:LICHSGFIN,639.8,640.25,627.9,630.0,321227,True,,,,656.0,,,,,639.3823002562934,,,,,,,,627.9,656.45,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,2,1,1,-0.015317286652078654,630.0,0.0
2024-03-06 10:15:00+05:30,NSE:LICHSGFIN,630.0,632.8,625.5,630.0,255846,True,,,,656.0,,,,,636.8429557409354,,,,,,,,625.5,656.45,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,3,19,0,0.0,630.0,-1.0
2024-03-06 10:45:00+05:30,NSE:LICHSGFIN,630.0,636.2,623.0,630.9,422523,True,,,,656.0,,,,,634.8237235734586,,,,,,,,623.0,656.45,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,630.9,0.0
2024-03-06 11:15:00+05:30,NSE:LICHSGFIN,630.5,631.95,626.45,629.3,364036,True,,,,656.0,,,,,633.6861238700277,,,,,,,,623.0,656.45,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,629.3,0.0
2024-03-06 11:45:00+05:30,NSE:LICHSGFIN,629.3,629.3,625.5,627.6,95925,True,,,,656.0,,,,,633.3696026074301,,,,,,,,623.0,656.45,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,627.6,0.0
2024-03-06 12:15:00+05:30,NSE:LICHSGFIN,627.6,631.9,625.6,631.0,90318,True,,,,656.0,,,,,633.1926600742141,,,,,,,,623.0,656.45,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,631.0,0.0
2024-03-06 12:45:00+05:30,NSE:LICHSGFIN,631.0,635.25,630.0,634.75,124919,True,,,,656.0,,,,,633.2010276301795,,,,,,,,623.0,656.45,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,634.75,0.0
2024-03-06 13:15:00+05:30,NSE:LICHSGFIN,634.75,636.8,633.5,635.7,129529,True,,,,656.0,,,,,633.3249023009437,,,,,,,,623.0,656.45,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,635.7,0.0
2024-03-06 13:45:00+05:30,NSE:LICHSGFIN,635.7,639.4,635.55,637.35,156388,True,,,,656.0,,,,,633.5941826234774,,,,,,,,623.0,656.45,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,637.35,0.0
2024-03-06 14:15:00+05:30,NSE:LICHSGFIN,637.35,640.6,637.35,639.85,105041,True,,,,656.0,,,,,633.8333748550654,,,,,,,,623.0,656.45,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,639.85,0.0
2024-03-06 14:45:00+05:30,NSE:LICHSGFIN,639.6,641.3,638.85,640.1,134658,True,,,,656.0,,,,,634.1538987293532,,,,,,,,623.0,656.45,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,640.1,0.0
2024-03-06 15:15:00+05:30,NSE:LICHSGFIN,640.1,640.6,639.2,640.0,168967,True,,,,656.0,,,,,634.5033234336069,,,,,,,,623.0,656.45,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,640.0,0.0
2024-03-07 09:15:00+05:30,NSE:LICHSGFIN,640.55,648.0,640.55,642.9,379851,True,627.6,656.45,0.05369181380417354,640.55,640.0,623.0,656.45,656.0,643.8166666666666,639.8166666666667,656.6333333333334,623.1833333333334,673.2666666666668,606.3666666666667,706.7166666666668,572.9166666666666,640.55,648.0,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,642.9,0.0
2024-03-07 09:45:00+05:30,NSE:LICHSGFIN,642.9,646.2,642.05,642.15,94077,True,627.6,656.45,0.05369181380417354,640.55,640.0,623.0,656.45,656.0,643.7471899740045,639.8166666666667,656.6333333333334,623.1833333333334,673.2666666666668,606.3666666666667,706.7166666666668,572.9166666666666,640.55,648.0,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,642.15,0.0
2024-03-07 10:15:00+05:30,NSE:LICHSGFIN,642.1,642.35,636.65,637.35,87978,True,627.6,656.45,0.05369181380417354,640.55,640.0,623.0,656.45,656.0,642.969995604247,639.8166666666667,656.6333333333334,623.1833333333334,673.2666666666668,606.3666666666667,706.7166666666668,572.9166666666666,636.65,648.0,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,637.35,0.0
2024-03-07 10:45:00+05:30,NSE:LICHSGFIN,637.15,641.55,636.9,640.15,59007,True,627.6,656.45,0.05369181380417354,640.55,640.0,623.0,656.45,656.0,642.6434005247112,639.8166666666667,656.6333333333334,623.1833333333334,673.2666666666668,606.3666666666667,706.7166666666668,572.9166666666666,636.65,648.0,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,640.15,0.0
2024-03-07 11:15:00+05:30,NSE:LICHSGFIN,640.15,640.55,638.75,639.55,57429,True,627.6,656.45,0.05369181380417354,640.55,640.0,623.0,656.45,656.0,642.3871547095712,639.8166666666667,656.6333333333334,623.1833333333334,673.2666666666668,606.3666666666667,706.7166666666668,572.9166666666666,636.65,648.0,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,639.55,0.0
2024-03-07 11:45:00+05:30,NSE:LICHSGFIN,639.55,639.7,637.8,638.4,71959,True,627.6,656.45,0.05369181380417354,640.55,640.0,623.0,656.45,656.0,642.0271375532398,639.8166666666667,656.6333333333334,623.1833333333334,673.2666666666668,606.3666666666667,706.7166666666668,572.9166666666666,636.65,648.0,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,638.4,0.0
2024-03-07 12:15:00+05:30,NSE:LICHSGFIN,638.1,639.15,636.2,639.15,35310,True,627.6,656.45,0.05369181380417354,640.55,640.0,623.0,656.45,656.0,641.8536251826073,639.8166666666667,656.6333333333334,623.1833333333334,673.2666666666668,606.3666666666667,706.7166666666668,572.9166666666666,636.2,648.0,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,639.15,0.0
2024-03-07 12:45:00+05:30,NSE:LICHSGFIN,639.15,640.4,638.8,639.5,48292,True,627.6,656.45,0.05369181380417354,640.55,640.0,623.0,656.45,656.0,641.7211855575528,639.8166666666667,656.6333333333334,623.1833333333334,673.2666666666668,606.3666666666667,706.7166666666668,572.9166666666666,636.2,648.0,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,639.5,0.0
2024-03-07 13:15:00+05:30,NSE:LICHSGFIN,639.5,639.95,638.85,639.65,34803,True,627.6,656.45,0.05369181380417354,640.55,640.0,623.0,656.45,656.0,641.6315304026909,639.8166666666667,656.6333333333334,623.1833333333334,673.2666666666668,606.3666666666667,706.7166666666668,572.9166666666666,636.2,648.0,,,NSE:NIFTY 50,22507.8,22515.05,22491.3,22509.55,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,639.65,0.0
