Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:LICHSGFINbar_count,NSE:LICHSGFIN_order,NSE:LICHSGFIN_position,NSE:LICHSGFIN_ret,NSE:LICHSGFIN_Close,position_change
2024-03-07 13:45:00+05:30,NSE:LICHSGFIN,639.65,640.2,638.7,639.75,53043,True,627.6,656.45,0.05369181380417354,640.55,640.0,623.0,656.45,656.0,641.51174658177,639.8166666666667,656.6333333333334,623.1833333333334,673.2666666666668,606.3666666666667,706.7166666666668,572.9166666666666,636.2,648.0,,,NSE:NIFTY 50,22509.75,22525.65,22485.05,22499.2,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,639.75,0.0
2024-03-07 14:15:00+05:30,NSE:LICHSGFIN,639.75,640.95,639.0,639.0,75778,True,627.6,656.45,0.05369181380417354,640.55,640.0,623.0,656.45,656.0,641.3703173949176,639.8166666666667,656.6333333333334,623.1833333333334,673.2666666666668,606.3666666666667,706.7166666666668,572.9166666666666,636.2,648.0,,,NSE:NIFTY 50,22498.85,22522.05,22482.85,22487.45,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,639.0,0.0
2024-03-07 14:45:00+05:30,NSE:LICHSGFIN,639.05,640.05,636.7,638.85,140847,True,627.6,656.45,0.05369181380417354,640.55,640.0,623.0,656.45,656.0,641.019307362958,639.8166666666667,656.6333333333334,623.1833333333334,673.2666666666668,606.3666666666667,706.7166666666668,572.9166666666666,636.2,648.0,,,NSE:NIFTY 50,22486.65,22517.2,22475.7,22500.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,638.85,0.0
2024-03-07 15:15:00+05:30,NSE:LICHSGFIN,638.75,639.75,634.8,637.45,174313,True,627.6,656.45,0.05369181380417354,640.55,640.0,623.0,656.45,656.0,640.5298432401123,639.8166666666667,656.6333333333334,623.1833333333334,673.2666666666668,606.3666666666667,706.7166666666668,572.9166666666666,634.8,648.0,,,NSE:NIFTY 50,22501.1,22504.9,22464.5,22483.5,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,637.45,0.0
2024-03-11 09:15:00+05:30,NSE:LICHSGFIN,639.0,641.5,634.45,640.55,129342,True,627.6,656.45,0.05369181380417354,639.0,637.45,634.8,648.0,640.55,638.8333333333334,640.0833333333334,645.3666666666668,632.1666666666667,653.2833333333334,626.8833333333333,666.4833333333335,613.6833333333333,634.45,641.5,,,NSE:NIFTY 50,22517.5,22526.6,22458.95,22474.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22458.95,22526.6,22430.0,0,False,True,0,0,0,0.0,640.55,0.0
2024-03-11 09:45:00+05:30,NSE:LICHSGFIN,640.6,642.0,639.05,639.3,65647,True,627.6,656.45,0.05369181380417354,639.0,637.45,634.8,648.0,640.55,639.265393517925,640.0833333333334,645.3666666666668,632.1666666666667,653.2833333333334,626.8833333333333,666.4833333333335,613.6833333333333,634.45,642.0,,,NSE:NIFTY 50,22474.8,22485.85,22429.65,22431.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22429.65,22526.6,22429.65,0,False,False,0,0,0,0.0,639.3,0.0
2024-03-11 10:15:00+05:30,NSE:LICHSGFIN,639.3,640.0,636.3,638.15,196370,True,627.6,656.45,0.05369181380417354,639.0,637.45,634.8,648.0,640.55,638.705728798026,640.0833333333334,645.3666666666668,632.1666666666667,653.2833333333334,626.8833333333333,666.4833333333335,613.6833333333333,634.45,642.0,,,NSE:NIFTY 50,22430.85,22461.7,22424.2,22437.4,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22424.2,22526.6,22424.2,0,False,False,0,0,0,0.0,638.15,0.0
2024-03-11 10:45:00+05:30,NSE:LICHSGFIN,638.15,640.25,636.5,637.6,253924,True,627.6,656.45,0.05369181380417354,639.0,637.45,634.8,648.0,640.55,638.4739281576196,640.0833333333334,645.3666666666668,632.1666666666667,653.2833333333334,626.8833333333333,666.4833333333335,613.6833333333333,634.45,642.0,,,NSE:NIFTY 50,22436.8,22446.3,22411.3,22417.25,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22411.3,22526.6,22411.3,0,False,False,0,0,0,0.0,637.6,0.0
2024-03-11 11:15:00+05:30,NSE:LICHSGFIN,637.6,640.6,636.5,639.35,97828,True,627.6,656.45,0.05369181380417354,639.0,637.45,634.8,648.0,640.55,638.5190485001567,640.0833333333334,645.3666666666668,632.1666666666667,653.2833333333334,626.8833333333333,666.4833333333335,613.6833333333333,634.45,642.0,,,NSE:NIFTY 50,22416.55,22439.45,22395.55,22420.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22395.55,22526.6,22395.55,0,False,False,0,0,0,0.0,639.35,0.0
2024-03-11 11:45:00+05:30,NSE:LICHSGFIN,639.35,639.45,633.55,635.6,78710,True,627.6,656.45,0.05369181380417354,639.0,637.45,634.8,648.0,640.55,638.2969413655771,640.0833333333334,645.3666666666668,632.1666666666667,653.2833333333334,626.8833333333333,666.4833333333335,613.6833333333333,633.55,642.0,,,NSE:NIFTY 50,22420.55,22424.15,22366.85,22373.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,635.6,0.0
2024-03-11 12:15:00+05:30,NSE:LICHSGFIN,635.6,638.8,635.6,638.3,41440,True,627.6,656.45,0.05369181380417354,639.0,637.45,634.8,648.0,640.55,638.2618852428948,640.0833333333334,645.3666666666668,632.1666666666667,653.2833333333334,626.8833333333333,666.4833333333335,613.6833333333333,633.55,642.0,,,NSE:NIFTY 50,22373.05,22421.55,22369.55,22411.2,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,638.3,0.0
2024-03-11 12:45:00+05:30,NSE:LICHSGFIN,638.3,638.7,636.2,637.65,105227,True,627.6,656.45,0.05369181380417354,639.0,637.45,634.8,648.0,640.55,638.1809166453276,640.0833333333334,645.3666666666668,632.1666666666667,653.2833333333334,626.8833333333333,666.4833333333335,613.6833333333333,633.55,642.0,,,NSE:NIFTY 50,22411.7,22423.1,22389.3,22392.95,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,637.65,0.0
2024-03-11 13:15:00+05:30,NSE:LICHSGFIN,637.65,638.25,636.6,638.0,42892,True,627.6,656.45,0.05369181380417354,639.0,637.45,634.8,648.0,640.55,638.156987152867,640.0833333333334,645.3666666666668,632.1666666666667,653.2833333333334,626.8833333333333,666.4833333333335,613.6833333333333,633.55,642.0,,,NSE:NIFTY 50,22393.5,22426.05,22385.85,22399.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,638.0,0.0
2024-03-11 13:45:00+05:30,NSE:LICHSGFIN,637.8,638.5,635.95,635.95,65787,True,627.6,656.45,0.05369181380417354,639.0,637.45,634.8,648.0,640.55,638.0741103901871,640.0833333333334,645.3666666666668,632.1666666666667,653.2833333333334,626.8833333333333,666.4833333333335,613.6833333333333,633.55,642.0,,,NSE:NIFTY 50,22399.35,22419.75,22375.75,22376.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,635.95,0.0
2024-03-11 14:15:00+05:30,NSE:LICHSGFIN,635.55,638.5,634.65,638.15,74392,True,627.6,656.45,0.05369181380417354,639.0,637.45,634.8,648.0,640.55,638.0111817689469,640.0833333333334,645.3666666666668,632.1666666666667,653.2833333333334,626.8833333333333,666.4833333333335,613.6833333333333,633.55,642.0,,,NSE:NIFTY 50,22376.1,22395.85,22341.65,22390.35,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22341.65,22526.6,22341.65,0,False,False,0,0,0,0.0,638.15,0.0
2024-03-11 14:45:00+05:30,NSE:LICHSGFIN,638.1,638.2,633.3,634.35,74963,True,627.6,656.45,0.05369181380417354,639.0,637.45,634.8,648.0,640.55,637.8444601754663,640.0833333333334,645.3666666666668,632.1666666666667,653.2833333333334,626.8833333333333,666.4833333333335,613.6833333333333,633.3,642.0,,,NSE:NIFTY 50,22388.3,22408.65,22308.25,22323.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22308.25,22526.6,22308.25,0,False,False,0,0,0,0.0,634.35,0.0
2024-03-11 15:15:00+05:30,NSE:LICHSGFIN,634.5,635.8,633.1,634.8,124448,True,627.6,656.45,0.05369181380417354,639.0,637.45,634.8,648.0,640.55,637.5425179809075,640.0833333333334,645.3666666666668,632.1666666666667,653.2833333333334,626.8833333333333,666.4833333333335,613.6833333333333,633.1,642.0,,,NSE:NIFTY 50,22322.2,22337.4,22307.25,22319.85,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22307.25,22526.6,22307.25,0,False,False,0,0,0,0.0,634.8,0.0
2024-03-12 09:15:00+05:30,NSE:LICHSGFIN,634.55,639.0,628.2,636.4,329160,True,627.6,656.45,0.05369181380417354,634.55,634.8,633.1,642.0,639.0,634.5333333333333,636.6333333333333,640.1666666666666,631.2666666666667,645.5333333333333,627.7333333333333,654.4333333333333,618.8333333333334,628.2,639.0,,,NSE:NIFTY 50,22334.45,22434.1,22315.0,22428.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22434.1,22315.0,22526.6,22307.25,0,False,True,0,0,0,0.0,636.4,0.0
2024-03-12 09:45:00+05:30,NSE:LICHSGFIN,636.6,637.0,632.6,633.9,69917,True,627.6,656.45,0.05369181380417354,634.55,634.8,633.1,642.0,639.0,634.5274934411153,636.6333333333333,640.1666666666666,631.2666666666667,645.5333333333333,627.7333333333333,654.4333333333333,618.8333333333334,628.2,639.0,,,NSE:NIFTY 50,22429.0,22450.6,22398.2,22437.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22450.6,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,633.9,0.0
2024-03-12 10:15:00+05:30,NSE:LICHSGFIN,633.9,634.15,627.6,627.7,98955,True,627.6,656.45,0.05369181380417354,634.55,634.8,633.1,642.0,639.0,633.5914896030777,636.6333333333333,640.1666666666666,631.2666666666667,645.5333333333333,627.7333333333333,654.4333333333333,618.8333333333334,627.6,639.0,,,NSE:NIFTY 50,22439.4,22452.55,22347.9,22348.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22315.0,22526.6,22307.25,0,False,False,0,0,0,0.0,627.7,0.0
2024-03-12 10:45:00+05:30,NSE:LICHSGFIN,627.7,632.6,624.0,628.85,297777,True,627.6,656.45,0.05369181380417354,634.55,634.8,633.1,642.0,639.0,631.6801120620651,636.6333333333333,640.1666666666666,631.2666666666667,645.5333333333333,627.7333333333333,654.4333333333333,618.8333333333334,624.0,639.0,,,NSE:NIFTY 50,22350.55,22378.55,22256.0,22361.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,628.85,0.0
2024-03-12 11:15:00+05:30,NSE:LICHSGFIN,628.85,630.35,623.1,623.75,71679,True,627.6,656.45,0.05369181380417354,634.55,634.8,633.1,642.0,639.0,631.1887402477037,636.6333333333333,640.1666666666666,631.2666666666667,645.5333333333333,627.7333333333333,654.4333333333333,618.8333333333334,623.1,639.0,,,NSE:NIFTY 50,22362.15,22376.65,22323.85,22324.6,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,623.75,0.0
2024-03-12 11:45:00+05:30,NSE:LICHSGFIN,623.75,625.8,620.25,623.0,124484,True,627.6,656.45,0.05369181380417354,634.55,634.8,633.1,642.0,639.0,630.163214922733,636.6333333333333,640.1666666666666,631.2666666666667,645.5333333333333,627.7333333333333,654.4333333333333,618.8333333333334,620.25,639.0,,,NSE:NIFTY 50,22325.6,22392.4,22313.8,22359.55,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,623.0,0.0
2024-03-12 12:15:00+05:30,NSE:LICHSGFIN,623.0,624.55,619.85,623.9,93415,True,627.6,656.45,0.05369181380417354,634.55,634.8,633.1,642.0,639.0,629.5266230386028,636.6333333333333,640.1666666666666,631.2666666666667,645.5333333333333,627.7333333333333,654.4333333333333,618.8333333333334,619.85,639.0,,,NSE:NIFTY 50,22359.85,22385.95,22358.55,22379.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,623.9,0.0
2024-03-12 12:45:00+05:30,NSE:LICHSGFIN,623.85,624.4,620.85,624.05,89974,True,627.6,656.45,0.05369181380417354,634.55,634.8,633.1,642.0,639.0,629.0346644137419,636.6333333333333,640.1666666666666,631.2666666666667,645.5333333333333,627.7333333333333,654.4333333333333,618.8333333333334,619.85,639.0,,,NSE:NIFTY 50,22379.0,22381.2,22335.0,22378.9,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,624.05,0.0
2024-03-12 13:15:00+05:30,NSE:LICHSGFIN,624.1,626.35,623.3,624.8,134614,True,627.6,656.45,0.05369181380417354,634.55,634.8,633.1,642.0,639.0,628.6012198451625,636.6333333333333,640.1666666666666,631.2666666666667,645.5333333333333,627.7333333333333,654.4333333333333,618.8333333333334,619.85,639.0,,,NSE:NIFTY 50,22379.2,22402.1,22370.05,22384.75,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,624.8,0.0
2024-03-12 13:45:00+05:30,NSE:LICHSGFIN,624.95,628.85,624.8,627.0,75251,True,627.6,656.45,0.05369181380417354,634.55,634.8,633.1,642.0,639.0,628.5078973996542,636.6333333333333,640.1666666666666,631.2666666666667,645.5333333333333,627.7333333333333,654.4333333333333,618.8333333333334,619.85,639.0,,,NSE:NIFTY 50,22384.1,22398.1,22365.15,22369.45,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,627.0,0.0
2024-03-12 14:15:00+05:30,NSE:LICHSGFIN,627.0,628.25,625.1,626.9,79066,True,627.6,656.45,0.05369181380417354,634.55,634.8,633.1,642.0,639.0,628.4129778646154,636.6333333333333,640.1666666666666,631.2666666666667,645.5333333333333,627.7333333333333,654.4333333333333,618.8333333333334,619.85,639.0,,,NSE:NIFTY 50,22368.5,22381.4,22305.6,22321.05,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,626.9,0.0
2024-03-12 14:45:00+05:30,NSE:LICHSGFIN,626.9,627.65,623.1,624.0,230933,True,627.6,656.45,0.05369181380417354,634.55,634.8,633.1,642.0,639.0,627.9366908620783,636.6333333333333,640.1666666666666,631.2666666666667,645.5333333333333,627.7333333333333,654.4333333333333,618.8333333333334,619.85,639.0,,,NSE:NIFTY 50,22320.3,22363.2,22314.9,22331.65,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,624.0,0.0
2024-03-12 15:15:00+05:30,NSE:LICHSGFIN,624.0,624.75,620.1,622.7,158863,True,627.6,656.45,0.05369181380417354,634.55,634.8,633.1,642.0,639.0,627.4722893321856,636.6333333333333,640.1666666666666,631.2666666666667,645.5333333333333,627.7333333333333,654.4333333333333,618.8333333333334,619.85,639.0,,,NSE:NIFTY 50,22329.95,22342.65,22325.05,22333.7,0,True,22446.5,22334.45,22319.85,22526.6,22517.5,2024-03-07,22452.55,22256.0,22526.6,22256.0,0,False,False,0,0,0,0.0,622.7,0.0
