Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:SBILIFEbar_count,NSE:SBILIFE_order,NSE:SBILIFE_position,NSE:SBILIFE_ret,NSE:SBILIFE_Close,position_change
2024-03-06 09:15:00+05:30,NSE:SBILIFE,1492.25,1515.0,1487.0,1503.35,306851,True,,,,1492.25,,,,,1501.7833333333335,,,,,,,,1487.0,1515.0,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,1503.35,
2024-03-06 09:45:00+05:30,NSE:SBILIFE,1504.2,1504.65,1488.4,1496.5,181060,True,,,,1492.25,,,,,1499.8289140505817,,,,,,,,1487.0,1515.0,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1496.5,0.0
2024-03-06 10:15:00+05:30,NSE:SBILIFE,1496.5,1498.0,1488.65,1493.95,111366,True,,,,1492.25,,,,,1498.658981544984,,,,,,,,1487.0,1515.0,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1493.95,0.0
2024-03-06 10:45:00+05:30,NSE:SBILIFE,1493.95,1495.0,1490.0,1490.5,30367,True,,,,1492.25,,,,,1498.3297884465933,,,,,,,,1487.0,1515.0,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,1490.5,0.0
2024-03-06 11:15:00+05:30,NSE:SBILIFE,1490.5,1493.25,1488.2,1490.85,26122,True,,,,1492.25,,,,,1498.0285165490943,,,,,,,,1487.0,1515.0,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,1490.85,0.0
2024-03-06 11:45:00+05:30,NSE:SBILIFE,1490.95,1501.0,1489.15,1491.4,47837,True,,,,1492.25,,,,,1497.7444249574453,,,,,,,,1487.0,1515.0,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1491.4,0.0
2024-03-06 12:15:00+05:30,NSE:SBILIFE,1491.45,1494.3,1489.0,1489.15,46008,True,,,,1492.25,,,,,1497.3192280173764,,,,,,,,1487.0,1515.0,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1489.15,0.0
2024-03-06 12:45:00+05:30,NSE:SBILIFE,1489.1,1496.85,1489.0,1495.55,62797,True,,,,1492.25,,,,,1497.0472009548569,,,,,,,,1487.0,1515.0,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1495.55,0.0
2024-03-06 13:15:00+05:30,NSE:SBILIFE,1495.6,1499.7,1493.2,1498.2,78448,True,,,,1492.25,,,,,1497.0459797842377,,,,,,,,1487.0,1515.0,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1498.2,0.0
2024-03-06 13:45:00+05:30,NSE:SBILIFE,1498.25,1506.0,1493.0,1504.1,223699,True,,,,1492.25,,,,,1497.846269587414,,,,,,,,1487.0,1515.0,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,1504.1,0.0
2024-03-06 14:15:00+05:30,NSE:SBILIFE,1504.5,1522.45,1504.5,1518.8,215129,True,,,,1492.25,,,,,1500.6620116132858,,,,,,,,1487.0,1522.45,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,1518.8,0.0
2024-03-06 14:45:00+05:30,NSE:SBILIFE,1518.65,1522.2,1516.95,1519.85,114415,True,,,,1492.25,,,,,1502.1677377497435,,,,,,,,1487.0,1522.45,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,1519.85,0.0
2024-03-06 15:15:00+05:30,NSE:SBILIFE,1520.15,1523.9,1518.5,1523.65,121585,True,,,,1492.25,,,,,1503.7091292580965,,,,,,,,1487.0,1523.9,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,1523.65,0.0
2024-03-07 09:15:00+05:30,NSE:SBILIFE,1520.0,1521.3,1504.1,1507.1,152127,True,1489.15,1523.9,0.024815063887020816,1520.0,1523.65,1487.0,1523.9,1492.25,1510.8333333333333,1511.5166666666667,1536.0333333333333,1499.1333333333332,1548.4166666666667,1474.6166666666666,1585.3166666666668,1437.7166666666665,1504.1,1521.3,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,1507.1,0.0
2024-03-07 09:45:00+05:30,NSE:SBILIFE,1506.25,1508.5,1502.35,1505.5,115690,True,1489.15,1523.9,0.024815063887020816,1520.0,1523.65,1487.0,1523.9,1492.25,1508.5078729132206,1511.5166666666667,1536.0333333333333,1499.1333333333332,1548.4166666666667,1474.6166666666666,1585.3166666666668,1437.7166666666665,1502.35,1521.3,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,1505.5,0.0
2024-03-07 10:15:00+05:30,NSE:SBILIFE,1505.5,1506.35,1497.4,1501.25,236115,True,1489.15,1523.9,0.024815063887020816,1520.0,1523.65,1487.0,1523.9,1492.25,1505.302457474421,1511.5166666666667,1536.0333333333333,1499.1333333333332,1548.4166666666667,1474.6166666666666,1585.3166666666668,1437.7166666666665,1497.4,1521.3,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,1501.25,0.0
2024-03-07 10:45:00+05:30,NSE:SBILIFE,1501.25,1502.3,1496.0,1496.2,213563,True,1489.15,1523.9,0.024815063887020816,1520.0,1523.65,1487.0,1523.9,1492.25,1503.178483241463,1511.5166666666667,1536.0333333333333,1499.1333333333332,1548.4166666666667,1474.6166666666666,1585.3166666666668,1437.7166666666665,1496.0,1521.3,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1496.2,0.0
2024-03-07 11:15:00+05:30,NSE:SBILIFE,1496.2,1498.9,1493.1,1497.2,104404,True,1489.15,1523.9,0.024815063887020816,1520.0,1523.65,1487.0,1523.9,1492.25,1502.3174276076907,1511.5166666666667,1536.0333333333333,1499.1333333333332,1548.4166666666667,1474.6166666666666,1585.3166666666668,1437.7166666666665,1493.1,1521.3,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1497.2,0.0
2024-03-07 11:45:00+05:30,NSE:SBILIFE,1497.05,1498.05,1493.0,1493.2,66407,True,1489.15,1523.9,0.024815063887020816,1520.0,1523.65,1487.0,1523.9,1492.25,1501.7517102027155,1511.5166666666667,1536.0333333333333,1499.1333333333332,1548.4166666666667,1474.6166666666666,1585.3166666666668,1437.7166666666665,1493.0,1521.3,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1493.2,0.0
2024-03-07 12:15:00+05:30,NSE:SBILIFE,1493.45,1495.75,1491.55,1491.95,108899,True,1489.15,1523.9,0.024815063887020816,1520.0,1523.65,1487.0,1523.9,1492.25,1500.8050868176551,1511.5166666666667,1536.0333333333333,1499.1333333333332,1548.4166666666667,1474.6166666666666,1585.3166666666668,1437.7166666666665,1491.55,1521.3,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1491.95,0.0
2024-03-07 12:45:00+05:30,NSE:SBILIFE,1492.15,1498.1,1490.75,1491.35,140509,True,1489.15,1523.9,0.024815063887020816,1520.0,1523.65,1487.0,1523.9,1492.25,1499.8905499976267,1511.5166666666667,1536.0333333333333,1499.1333333333332,1548.4166666666667,1474.6166666666666,1585.3166666666668,1437.7166666666665,1490.75,1521.3,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1491.35,0.0
2024-03-07 13:15:00+05:30,NSE:SBILIFE,1491.05,1498.05,1489.0,1495.0,177133,True,1489.15,1523.9,0.024815063887020816,1520.0,1523.65,1487.0,1523.9,1492.25,1499.0992346764808,1511.5166666666667,1536.0333333333333,1499.1333333333332,1548.4166666666667,1474.6166666666666,1585.3166666666668,1437.7166666666665,1489.0,1521.3,,,NSE:NIFTY 50,22507.8,22515.05,22491.3,22509.55,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,1495.0,0.0
2024-03-07 13:45:00+05:30,NSE:SBILIFE,1495.6,1514.85,1493.85,1512.1,406756,True,1489.15,1523.9,0.024815063887020816,1520.0,1523.65,1487.0,1523.9,1492.25,1500.9501646721108,1511.5166666666667,1536.0333333333333,1499.1333333333332,1548.4166666666667,1474.6166666666666,1585.3166666666668,1437.7166666666665,1489.0,1521.3,,,NSE:NIFTY 50,22509.75,22525.65,22485.05,22499.2,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,1512.1,0.0
2024-03-07 14:15:00+05:30,NSE:SBILIFE,1512.1,1515.35,1506.3,1507.65,263340,True,1489.15,1523.9,0.024815063887020816,1520.0,1523.65,1487.0,1523.9,1492.25,1502.119839385816,1511.5166666666667,1536.0333333333333,1499.1333333333332,1548.4166666666667,1474.6166666666666,1585.3166666666668,1437.7166666666665,1489.0,1521.3,,,NSE:NIFTY 50,22498.85,22522.05,22482.85,22487.45,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,1507.65,0.0
2024-03-07 14:45:00+05:30,NSE:SBILIFE,1507.7,1514.55,1503.9,1510.05,316534,True,1489.15,1523.9,0.024815063887020816,1520.0,1523.65,1487.0,1523.9,1492.25,1503.1348709328836,1511.5166666666667,1536.0333333333333,1499.1333333333332,1548.4166666666667,1474.6166666666666,1585.3166666666668,1437.7166666666665,1489.0,1521.3,,,NSE:NIFTY 50,22486.65,22517.2,22475.7,22500.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,1510.05,0.0
2024-03-07 15:15:00+05:30,NSE:SBILIFE,1510.65,1513.6,1506.25,1508.2,162389,True,1489.15,1523.9,0.024815063887020816,1520.0,1523.65,1487.0,1523.9,1492.25,1503.5444989703174,1511.5166666666667,1536.0333333333333,1499.1333333333332,1548.4166666666667,1474.6166666666666,1585.3166666666668,1437.7166666666665,1489.0,1521.3,,,NSE:NIFTY 50,22501.1,22504.9,22464.5,22483.5,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,1508.2,0.0
2024-03-11 09:15:00+05:30,NSE:SBILIFE,1526.95,1539.8,1517.1,1528.0,448314,True,1489.15,1523.9,0.024815063887020816,1526.95,1508.2,1489.0,1521.3,1520.0,1528.2999999999997,1506.1666666666667,1523.3333333333335,1491.0333333333335,1538.4666666666667,1473.8666666666668,1570.7666666666667,1441.5666666666668,1517.1,1539.8,,,NSE:NIFTY 50,22517.5,22526.6,22458.95,22474.05,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22458.95,22526.6,22430.0,0,False,True,0,0,0,0.0,1528.0,0.0
2024-03-11 09:45:00+05:30,NSE:SBILIFE,1527.95,1534.65,1523.5,1524.9,95204,True,1489.15,1523.9,0.024815063887020816,1526.95,1508.2,1489.0,1521.3,1520.0,1528.191983092863,1506.1666666666667,1523.3333333333335,1491.0333333333335,1538.4666666666667,1473.8666666666668,1570.7666666666667,1441.5666666666668,1517.1,1539.8,,,NSE:NIFTY 50,22474.8,22485.85,22429.65,22431.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22429.65,22526.6,22429.65,1,False,False,0,0,0,0.0,1524.9,0.0
2024-03-11 10:15:00+05:30,NSE:SBILIFE,1524.9,1533.15,1521.5,1525.3,146838,True,1489.15,1523.9,0.024815063887020816,1526.95,1508.2,1489.0,1521.3,1520.0,1527.8640048998873,1506.1666666666667,1523.3333333333335,1491.0333333333335,1538.4666666666667,1473.8666666666668,1570.7666666666667,1441.5666666666668,1517.1,1539.8,,,NSE:NIFTY 50,22430.85,22461.7,22424.2,22437.4,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22424.2,22526.6,22424.2,1,False,False,0,0,0,0.0,1525.3,0.0
2024-03-11 10:45:00+05:30,NSE:SBILIFE,1525.3,1528.35,1520.3,1521.05,34379,True,1489.15,1523.9,0.024815063887020816,1526.95,1508.2,1489.0,1521.3,1520.0,1527.6443413569557,1506.1666666666667,1523.3333333333335,1491.0333333333335,1538.4666666666667,1473.8666666666668,1570.7666666666667,1441.5666666666668,1517.1,1539.8,,,NSE:NIFTY 50,22436.8,22446.3,22411.3,22417.25,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22411.3,22526.6,22411.3,0,False,False,0,0,0,0.0,1521.05,0.0
2024-03-11 11:15:00+05:30,NSE:SBILIFE,1521.05,1525.0,1513.6,1522.95,255146,True,1489.15,1523.9,0.024815063887020816,1526.95,1508.2,1489.0,1521.3,1520.0,1525.7884040681129,1506.1666666666667,1523.3333333333335,1491.0333333333335,1538.4666666666667,1473.8666666666668,1570.7666666666667,1441.5666666666668,1513.6,1539.8,,,NSE:NIFTY 50,22416.55,22439.45,22395.55,22420.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22395.55,22526.6,22395.55,0,False,False,0,0,0,0.0,1522.95,0.0
2024-03-11 11:45:00+05:30,NSE:SBILIFE,1522.95,1529.4,1514.25,1526.3,236278,True,1489.15,1523.9,0.024815063887020816,1526.95,1508.2,1489.0,1521.3,1520.0,1525.3081895815706,1506.1666666666667,1523.3333333333335,1491.0333333333335,1538.4666666666667,1473.8666666666668,1570.7666666666667,1441.5666666666668,1513.6,1539.8,,,NSE:NIFTY 50,22420.55,22424.15,22366.85,22373.55,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,1,False,False,0,0,0,0.0,1526.3,0.0
2024-03-11 12:15:00+05:30,NSE:SBILIFE,1526.3,1528.1,1519.15,1522.3,44378,True,1489.15,1523.9,0.024815063887020816,1526.95,1508.2,1489.0,1521.3,1520.0,1525.2333826773827,1506.1666666666667,1523.3333333333335,1491.0333333333335,1538.4666666666667,1473.8666666666668,1570.7666666666667,1441.5666666666668,1513.6,1539.8,,,NSE:NIFTY 50,22373.05,22421.55,22369.55,22411.2,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,1522.3,0.0
2024-03-11 12:45:00+05:30,NSE:SBILIFE,1522.6,1523.95,1515.8,1518.35,36850,True,1489.15,1523.9,0.024815063887020816,1526.95,1508.2,1489.0,1521.3,1520.0,1525.0667489088964,1506.1666666666667,1523.3333333333335,1491.0333333333335,1538.4666666666667,1473.8666666666668,1570.7666666666667,1441.5666666666668,1513.6,1539.8,,,NSE:NIFTY 50,22411.7,22423.1,22389.3,22392.95,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,0,False,False,0,0,0,0.0,1518.35,0.0
2024-03-11 13:15:00+05:30,NSE:SBILIFE,1518.35,1531.95,1517.15,1530.15,64949,True,1489.15,1523.9,0.024815063887020816,1526.95,1508.2,1489.0,1521.3,1520.0,1525.13110587256,1506.1666666666667,1523.3333333333335,1491.0333333333335,1538.4666666666667,1473.8666666666668,1570.7666666666667,1441.5666666666668,1513.6,1539.8,,,NSE:NIFTY 50,22393.5,22426.05,22385.85,22399.7,0,True,22454.899999999998,22517.5,22483.5,22525.65,22505.3,2024-03-07,22526.6,22366.85,22526.6,22366.85,1,False,False,0,0,0,0.0,1530.15,0.0
