Timestamp,Symbol,Open,High,Low,Close,Volume,IsComplete,x_day_low,x_day_high,5drng,todayo,prevdayc,prevdayl,prevdayh,prevdayo,vwap,Pivot,R1,S1,R2,S2,R3,S3,todayl,todayh,daily_RSI,zc_ROC,indSymbol,indOpen,indHigh,indLow,indClose,indVolume,IsComplete,ind20DMA,indtodayo,indprevdayc,indprevdayh,indprevdayo,near_Exp,ind_todayh,ind_todayl,indexpiry_high,indexpiry_low,S1_reclaim,signal,date_changed,NSE:NAUKRIbar_count,NSE:NAUKRI_order,NSE:NAUKRI_position,NSE:NAUKRI_ret,NSE:NAUKRI_Close,position_change
2024-03-06 09:15:00+05:30,NSE:NAUKRI,5017.45,5141.95,5015.0,5134.0,102748,True,,,,5017.45,,,,,5096.983333333334,,,,,,,,5015.0,5141.95,,,NSE:NIFTY 50,22327.5,22365.85,22289.4,22363.9,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22365.85,22289.4,22440.9,22269.15,0,False,True,0,0,0,0.0,5134.0,
2024-03-06 09:45:00+05:30,NSE:NAUKRI,5134.0,5138.25,5040.0,5070.35,48642,True,,,,5017.45,,,,,5092.447611687254,,,,,,,,5015.0,5141.95,,,NSE:NIFTY 50,22365.05,22369.45,22250.2,22315.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,5070.35,0.0
2024-03-06 10:15:00+05:30,NSE:NAUKRI,5070.35,5078.85,5050.3,5071.85,64408,True,,,,5017.45,,,,,5084.852407961767,,,,,,,,5015.0,5141.95,,,NSE:NIFTY 50,22315.45,22352.8,22274.55,22311.1,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,5071.85,0.0
2024-03-06 10:45:00+05:30,NSE:NAUKRI,5071.85,5071.85,5057.7,5060.75,46369,True,,,,5017.45,,,,,5081.064055226885,,,,,,,,5015.0,5141.95,,,NSE:NIFTY 50,22311.7,22311.7,22262.7,22273.25,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22250.2,22440.9,22250.2,0,False,False,0,0,0,0.0,5060.75,0.0
2024-03-06 11:15:00+05:30,NSE:NAUKRI,5061.05,5065.55,5013.4,5020.0,26530,True,,,,5017.45,,,,,5076.645645780871,,,,,,,,5013.4,5141.95,,,NSE:NIFTY 50,22273.3,22302.2,22226.15,22247.65,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22226.15,22440.9,22226.15,0,False,False,0,0,0,0.0,5020.0,0.0
2024-03-06 11:45:00+05:30,NSE:NAUKRI,5019.05,5024.95,5007.1,5013.55,10655,True,,,,5017.45,,,,,5074.458577193404,,,,,,,,5007.1,5141.95,,,NSE:NIFTY 50,22247.3,22266.75,22224.35,22259.2,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,5013.55,0.0
2024-03-06 12:15:00+05:30,NSE:NAUKRI,5013.55,5023.0,5005.0,5013.8,6619,True,,,,5017.45,,,,,5073.14924856713,,,,,,,,5005.0,5141.95,,,NSE:NIFTY 50,22260.05,22301.25,22236.35,22280.4,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,5013.8,0.0
2024-03-06 12:45:00+05:30,NSE:NAUKRI,5015.9,5047.1,5013.65,5039.25,5812,True,,,,5017.45,,,,,5072.407033310562,,,,,,,,5005.0,5141.95,,,NSE:NIFTY 50,22280.15,22300.1,22262.65,22298.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,5039.25,0.0
2024-03-06 13:15:00+05:30,NSE:NAUKRI,5038.55,5041.25,5012.45,5031.65,9631,True,,,,5017.45,,,,,5071.089884126599,,,,,,,,5005.0,5141.95,,,NSE:NIFTY 50,22297.85,22338.05,22273.35,22327.0,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22369.45,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,5031.65,0.0
2024-03-06 13:45:00+05:30,NSE:NAUKRI,5031.65,5078.95,5030.55,5076.3,18650,True,,,,5017.45,,,,,5070.587714910527,,,,,,,,5005.0,5141.95,,,NSE:NIFTY 50,22327.75,22412.75,22327.4,22403.45,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22412.75,22224.35,22440.9,22224.35,0,False,False,0,0,0,0.0,5076.3,0.0
2024-03-06 14:15:00+05:30,NSE:NAUKRI,5076.65,5083.0,5065.0,5076.85,20657,True,,,,5017.45,,,,,5070.83752493848,,,,,,,,5005.0,5141.95,,,NSE:NIFTY 50,22404.35,22473.45,22392.15,22464.55,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22473.45,22224.35,22473.45,22224.35,0,False,False,0,0,0,0.0,5076.85,0.0
2024-03-06 14:45:00+05:30,NSE:NAUKRI,5076.85,5084.8,5060.0,5060.2,65863,True,,,,5017.45,,,,,5070.450886968726,,,,,,,,5005.0,5141.95,,,NSE:NIFTY 50,22464.7,22483.05,22430.65,22473.3,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22483.05,22224.35,22483.05,22224.35,0,False,False,0,0,0,0.0,5060.2,0.0
2024-03-06 15:15:00+05:30,NSE:NAUKRI,5060.0,5094.65,5058.35,5070.0,17408,True,,,,5017.45,,,,,5070.603109590564,,,,,,,,5005.0,5141.95,,,NSE:NIFTY 50,22472.5,22497.2,22466.75,22480.05,0,True,,22327.5,22358.5,22416.9,22371.25,2024-02-29,22497.2,22224.35,22497.2,22224.35,0,False,False,0,0,0,0.0,5070.0,0.0
2024-03-07 09:15:00+05:30,NSE:NAUKRI,5080.0,5087.95,5026.0,5049.3,21618,True,5013.55,5141.95,0.02736263736263722,5080.0,5070.0,5005.0,5141.95,5017.45,5054.416666666667,5072.316666666667,5139.633333333333,5002.683333333333,5209.266666666666,4935.366666666667,5346.216666666666,4798.416666666667,5026.0,5087.95,,,NSE:NIFTY 50,22505.3,22523.65,22449.3,22473.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,True,0,0,0,0.0,5049.3,0.0
2024-03-07 09:45:00+05:30,NSE:NAUKRI,5049.15,5059.45,5037.3,5055.9,11940,True,5013.55,5141.95,0.02736263736263722,5080.0,5070.0,5005.0,5141.95,5017.45,5053.159499970201,5072.316666666667,5139.633333333333,5002.683333333333,5209.266666666666,4935.366666666667,5346.216666666666,4798.416666666667,5026.0,5087.95,,,NSE:NIFTY 50,22472.95,22502.6,22451.15,22486.95,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22449.3,22523.65,22449.3,0,False,False,0,0,0,0.0,5055.9,0.0
2024-03-07 10:15:00+05:30,NSE:NAUKRI,5057.4,5064.45,5052.7,5055.9,10961,True,5013.55,5141.95,0.02736263736263722,5080.0,5070.0,5005.0,5141.95,5017.45,5054.27331064639,5072.316666666667,5139.633333333333,5002.683333333333,5209.266666666666,4935.366666666667,5346.216666666666,4798.416666666667,5026.0,5087.95,,,NSE:NIFTY 50,22486.95,22495.1,22439.2,22443.8,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22439.2,22523.65,22439.2,0,False,False,0,0,0,0.0,5055.9,0.0
2024-03-07 10:45:00+05:30,NSE:NAUKRI,5055.8,5088.85,5055.8,5075.8,12632,True,5013.55,5141.95,0.02736263736263722,5080.0,5070.0,5005.0,5141.95,5017.45,5058.519273211901,5072.316666666667,5139.633333333333,5002.683333333333,5209.266666666666,4935.366666666667,5346.216666666666,4798.416666666667,5026.0,5088.85,,,NSE:NIFTY 50,22442.35,22521.3,22430.0,22498.65,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,5075.8,0.0
2024-03-07 11:15:00+05:30,NSE:NAUKRI,5075.8,5122.5,5068.5,5102.9,161182,True,5013.55,5141.95,0.02736263736263722,5080.0,5070.0,5005.0,5141.95,5017.45,5087.640889146395,5072.316666666667,5139.633333333333,5002.683333333333,5209.266666666666,4935.366666666667,5346.216666666666,4798.416666666667,5026.0,5122.5,,,NSE:NIFTY 50,22498.0,22508.15,22470.05,22480.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,5102.9,0.0
2024-03-07 11:45:00+05:30,NSE:NAUKRI,5102.9,5130.0,5102.1,5121.95,12380,True,5013.55,5141.95,0.02736263736263722,5080.0,5070.0,5005.0,5141.95,5017.45,5089.2708455238035,5072.316666666667,5139.633333333333,5002.683333333333,5209.266666666666,4935.366666666667,5346.216666666666,4798.416666666667,5026.0,5130.0,,,NSE:NIFTY 50,22481.6,22496.6,22478.55,22486.6,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,5121.95,0.0
2024-03-07 12:15:00+05:30,NSE:NAUKRI,5121.95,5127.35,5094.05,5094.45,9728,True,5013.55,5141.95,0.02736263736263722,5080.0,5070.0,5005.0,5141.95,5017.45,5089.918694606992,5072.316666666667,5139.633333333333,5002.683333333333,5209.266666666666,4935.366666666667,5346.216666666666,4798.416666666667,5026.0,5130.0,,,NSE:NIFTY 50,22487.25,22498.5,22472.6,22496.35,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,5094.45,0.0
2024-03-07 12:45:00+05:30,NSE:NAUKRI,5094.15,5113.45,5087.4,5103.25,13606,True,5013.55,5141.95,0.02736263736263722,5080.0,5070.0,5005.0,5141.95,5017.45,5090.531813863839,5072.316666666667,5139.633333333333,5002.683333333333,5209.266666666666,4935.366666666667,5346.216666666666,4798.416666666667,5026.0,5130.0,,,NSE:NIFTY 50,22496.0,22517.65,22490.8,22509.15,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,5103.25,0.0
2024-03-07 13:15:00+05:30,NSE:NAUKRI,5102.15,5102.15,5090.1,5097.0,9434,True,5013.55,5141.95,0.02736263736263722,5080.0,5070.0,5005.0,5141.95,5017.45,5090.742522420971,5072.316666666667,5139.633333333333,5002.683333333333,5209.266666666666,4935.366666666667,5346.216666666666,4798.416666666667,5026.0,5130.0,,,NSE:NIFTY 50,22507.8,22515.05,22491.3,22509.55,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22523.65,22430.0,22523.65,22430.0,0,False,False,0,0,0,0.0,5097.0,0.0
2024-03-07 13:45:00+05:30,NSE:NAUKRI,5096.95,5099.0,5070.05,5080.75,10502,True,5013.55,5141.95,0.02736263736263722,5080.0,5070.0,5005.0,5141.95,5017.45,5090.455966550236,5072.316666666667,5139.633333333333,5002.683333333333,5209.266666666666,4935.366666666667,5346.216666666666,4798.416666666667,5026.0,5130.0,,,NSE:NIFTY 50,22509.75,22525.65,22485.05,22499.2,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,5080.75,0.0
2024-03-07 14:15:00+05:30,NSE:NAUKRI,5080.35,5099.0,5075.0,5089.05,12201,True,5013.55,5141.95,0.02736263736263722,5080.0,5070.0,5005.0,5141.95,5017.45,5090.337759739655,5072.316666666667,5139.633333333333,5002.683333333333,5209.266666666666,4935.366666666667,5346.216666666666,4798.416666666667,5026.0,5130.0,,,NSE:NIFTY 50,22498.85,22522.05,22482.85,22487.45,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,5089.05,0.0
2024-03-07 14:45:00+05:30,NSE:NAUKRI,5086.85,5101.6,5083.15,5087.6,23346,True,5013.55,5141.95,0.02736263736263722,5080.0,5070.0,5005.0,5141.95,5017.45,5090.371366695744,5072.316666666667,5139.633333333333,5002.683333333333,5209.266666666666,4935.366666666667,5346.216666666666,4798.416666666667,5026.0,5130.0,,,NSE:NIFTY 50,22486.65,22517.2,22475.7,22500.75,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,5087.6,0.0
2024-03-07 15:15:00+05:30,NSE:NAUKRI,5087.55,5099.0,5071.75,5095.0,25230,True,5013.55,5141.95,0.02736263736263722,5080.0,5070.0,5005.0,5141.95,5017.45,5090.236607221093,5072.316666666667,5139.633333333333,5002.683333333333,5209.266666666666,4935.366666666667,5346.216666666666,4798.416666666667,5026.0,5130.0,,,NSE:NIFTY 50,22501.1,22504.9,22464.5,22483.5,0,True,22424.86666666667,22505.3,22480.05,22497.2,22327.5,2024-03-07,22525.65,22430.0,22525.65,22430.0,0,False,False,0,0,0,0.0,5095.0,0.0
